[HC2000],sepHC_Kim,ra_1,dec_1,ID_Kim,ra_2,dec_2,mualpha,mualpha_err,mudelta,mudelta_err,Nepochs,dT,mag139,flag,RAJ2000_1,DECJ2000,RAJ2000_2,DEJ2000,l_Kmag,Kmag,l_Hmag,Hmag,e_Kmag,e_Hmag,OptID,AltID,sepHC_daRio,ra,dec,ID_daRio,RAh,RAm,RAs,DE-,DEd,DEm,DEs,logT,Temp(daRio),e_logT,logL,e_logL,AV,e_AV,f_BMass,BMass,e_BMass,l_logBA,logBA,e_logBA,DMass,e_DMass,logDA,e_logDA,Temp_daRio,Temp_us,eTemp_us,eTemp_us_STD,RV_us,RVe_us,RVe_us_STD,vsini_us,vsinie_us,vsinie_us_STD,sepHC_APOGEE,veiling_O32,veiling_O33,2MASS,ra_apogee,dec_apogee,RV_apogee,RVe_apogee,Temp_apogee,eTemp_apogee,raT,decT,RV_tobin,RVe_tobin,ID
679,0.1255245566,83.8246826,-5.34872635,162,83.8246826,-5.34872635,-0.54,0.08,1.15,0.28,3,14.1,12.96,,83.82468494,-5.348731301,05 35 17.93,-05 20 55.5,,11.27,,11.604,0.008,0.013,OW-179-056,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

680,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 21.11,-05 20 55.5,,13.475,,16.273,0.006,0.056,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

681,0.1929215166,83.824367,-5.34834046,531,83.824367,-5.34834046,-0.65,0.14,1.02,0.15,2,14.1,10.45,,83.82436981,-5.348344852,05 35 17.86,-05 20 54.1,,9.555,,10.569,0.004,0.01,561,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

682,0.09604030419,83.80506658,-5.34797918,29,83.80506658,-5.34797918,-0.01,0.18,-0.92,0.27,3,16.4,12.31,,83.80506662,-5.347975219,05 35 13.22,-05 20 52.8,,10.457,,11.663,0.003,0.006,400,,0.3149891475,83.805,-5.347972222,983,5,35,13.2,-,5,20,52.7,3.543,,0.002,-0.689,0.031,4.46,0.136,,0.45,0.019,,6.585,0.037,0.294,0.01,6.232,0.037,3491.403155,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

683,0.2035766467,83.80420333,-5.34799555,317,83.80420333,-5.34799555,0.43,0.13,0.08,0.47,5,20.1,15.92,,83.80420147,-5.347995894,05 35 13.02,-05 20 52.9,,14.113,,14.907,0.013,0.015,9025,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

684,0.08956795835,83.81256689,-5.34792571,313,83.81256689,-5.34792571,0.11,0.27,-0.05,0.14,5,20.1,15.76,,83.81256641,-5.347925495,05 35 15.02,-05 20 52.6,,14.659,,15.38,0.032,0.036,9084,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

685,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 13.38,-05 20 51.6,,13.607,,15.763,0.016,0.042,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

686,0.08431005628,83.82897648,-5.34783304,549,83.82897648,-5.34783304,1.72,0.29,-0.99,0.15,2,10.4,12.75,,83.82896939,-5.347828977,05 35 18.96,-05 20 52.2,,10.803,,11.972,0.003,0.009,605,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

687,0.0460046084,83.81333811,-5.34759925,399,83.81333811,-5.34759925,0.55,0.17,1.91,0.11,4,20.1,16.3,,83.81333584,-5.347607087,05 35 15.20,-05 20 51.4,,15.277,,15.917,0.042,0.036,9088,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

688,0.07556770516,83.83552846,-5.34779414,2,83.83552846,-5.34779414,-0.2,0.16,0.68,0.55,3,16.3,12.12,,83.83552932,-5.347797068,05 35 20.53,-05 20 52.0,,10.69,,12.041,0.004,0.02,650,,0.2986941978,83.83545833,-5.347777778,932,5,35,20.51,-,5,20,52,3.524,,0.001,-0.352,0.016,3.388,0.068,,0.389,0.01,,6,0.001,0.198,0.003,5.286,0.038,3341.9504,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

689,0.06565090523,83.8247751,-5.34702,561,83.8247751,-5.34702,2.65,0.3,-1.49,0.12,2,10.5,13.7,,83.82476364,-5.347013585,05 35 17.95,-05 20 49.3,,12.155,,13.286,0.004,0.013,3054,,0.1,83.82479167,-5.347,953,5,35,17.95,-,5,20,49.2,3.493,,0.004,-0.923,0.034,2.621,0.174,,0.171,0.021,,6.145,0.072,0.159,0.006,6.166,0.027,3111.716337,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

690,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 14.28,-05 20 48.5,,14.081,,15.672,0.007,0.026,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

691,0.1973623456,83.83024454,-5.34705498,70,83.83024454,-5.34705498,0.28,0.11,-0.28,0.01,4,16.9,14.91,,83.83024333,-5.347053774,05 35 19.27,-05 20 49.5,,13.108,,14.282,0.007,0.016,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

692,0.1712582196,83.80162058,-5.34665144,97,83.80162058,-5.34665144,-0.53,0.12,-3.76,0.06,4,20.1,13.96,,83.80162058,-5.34665144,05 35 12.40,-05 20 47.9,,11.575,,12.709,0.005,0.012,9015,,0.4480421303,83.80154167,-5.346638889,993,5,35,12.37,-,5,20,47.9,3.507,,0.005,-0.862,0.045,4.271,0.244,,0.234,0.023,,6.26,0.053,0.181,0.01,6.154,0.035,3213.660539,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

693,0.02916010121,83.78428629,-5.34636719,167,83.78428629,-5.34636719,-0.44,2.92,1.04,0.16,3,11,14.01,,83.78428819,-5.346371668,05 35 08.23,-05 20 46.9,,12.074,,12.924,0.003,0.005,,,0,83.78429167,-5.346361111,1010,5,35,8.23,-,5,20,46.9,3.466,,0.01,-0.854,0.241,4.915,1.424,~,0.073,,<,6,,0.122,0.014,5.503,0.39,2924.152378,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

694,0.05050228582,83.81319425,-5.3467218,314,83.81319425,-5.3467218,-0.37,0.03,1.03,0.07,5,20.1,15.88,,83.81319585,-5.346726235,05 35 15.17,-05 20 48.2,,14.635,,15.249,0.053,0.031,9087,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

695,0.1438005303,83.82883489,-5.34683248,311,83.82883489,-5.34683248,-0.21,0.17,1.55,0.05,4,16.9,15.2,,83.8288358,-5.346839154,05 35 18.93,-05 20 48.6,,13.622,,14.56,0.009,0.019,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

696,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 12.65,-05 20 47.3,,14.639,,15.997,0.009,0.029,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

697,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 20.27,-05 20 47.4,,14.947,,16.811,0.031,0.118,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

698,0.1406377445,83.80113509,-5.3458657,526,83.80113509,-5.3458657,1.26,0.34,0.46,0.36,2,10.5,11.85,,83.80112964,-5.345867681,05 35 12.28,-05 20 45.2,,10.247,,11.094,0.005,0.007,377a/b,,0.3149901243,83.80108333,-5.345861111,996,5,35,12.26,-,5,20,45.1,3.503,,0.001,-0.156,0.009,3.227,0.047,~,0.195,,<,6,,0.144,0.001,4.611,0.015,3184.197522,,,,,,,,,,0.1299125352,,,2M05351227-0520452,83.8011322,-5.345900059,27.1642,0.352909,3260.31,26.1948,-9999,-9999,-9999,-9999,-9999

699,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 12.83,-05 20 43.6,<,9.988,,10.693,0.007,0.014,391,,0.7467383406,83.80366667,-5.345444444,967,5,35,12.88,-,5,20,43.6,3.569,,0.01,-0.187,0.064,0.818,0.318,,0.788,0.115,,6.325,0.048,0.333,0.022,5.746,0.032,3706.807218,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

700,0.08170223959,83.83368554,-5.34552758,76,83.83368554,-5.34552758,0.05,0.23,0.04,0.23,3,16.3,12.08,,83.83368532,-5.345527752,05 35 20.09,-05 20 43.9,<,10.586,,11.743,0.008,0.032,634,,0.1493476478,83.83366667,-5.345527778,929,5,35,20.08,-,5,20,43.9,3.543,,0.001,-0.235,0.011,4.236,0.052,,0.563,0.008,,6.05,0.01,0.249,0.002,5.544,0.061,3491.403155,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

701,0.1064200381,83.83572061,-5.34532914,192,83.83572061,-5.34532914,-0.29,0.05,0.28,0.82,3,16.3,12.27,,83.83572186,-5.345330343,05 35 20.58,-05 20 43.2,<,11.461,,12.36,0.015,0.06,651,,0,83.83575,-5.345333333,931,5,35,20.58,-,5,20,43.2,3.507,,0.001,-0.416,0.009,2.589,0.044,~,0.222,,<,6,,0.159,0.001,5.145,0.014,3213.660539,,,,,,,,,,0.1487446549,,,2M05352056-0520431,83.83570862,-5.345330238,29.2727,0.584352,3216.04,18.3539,-9999,-9999,-9999,-9999,-9999

702,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 26.36,-05 25 40.1,,9.04,,9.19,0.001,0.005,799,,0.3594366606,83.85975,-5.427861111,241,5,35,26.34,-,5,25,40.3,3.761,,0.01,0.901,0.042,1.506,0.12,,,,,,,1.993,0.112,6.628,0.096,5767.664634,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,83.85991667,-5.4278,26.6,1.6,0535263-052540

703,0.06764178564,83.80750185,-5.36862019,137,83.80750185,-5.36862019,-1.51,0.9,-1.03,0.52,3,14,9.7,,83.80750838,-5.368615755,05 35 13.80,-05 22 07.1,,9.325,,9.856,0.004,0.003,423,LBLS-h,0.423334523,83.80741667,-5.368722222,974,5,35,13.78,-,5,22,7.4,3.551,,0.01,-0.062,0.039,0.197,0.27,,0.664,0.07,,6.005,0.005,0.248,0.023,5.07,0.085,3556.313186,3583.90,19.00,26.79,33.39,0.21,0.06,9.14,0.38,0.41,-9999,1.430,1.242,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

704,0.06714297326,83.8085712,-5.36823579,474,83.8085712,-5.36823579,-1.05,0.5,-0.19,0.3,4,11,16.24,,83.80857574,-5.368234972,05 35 14.06,-05 22 05.7,,13.037,,14.572,0.018,0.029,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

705,0.4310676535,83.8087788,-5.37295852,713,83.8087788,-5.37295852,-7.23,2.71,12.25,1.89,2,4.1,13.25,,83.8087788,-5.37295852,05 35 14.09,-05 22 23.0,,,,9.364,0.048,0.007,,IRc1;BN-Object,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

706,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 12.79,-05 21 57.9,>,13.335,>,14.768,0.025,0.032,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

707,0.0341683846,83.80461812,-5.37974343,503,83.80461812,-5.37974343,-5.38,0.78,6.41,0.68,3,8,15.25,1,83.80461812,-5.37974343,05 35 13.11,-05 22 47.1,,13.416,,14.771,0.018,0.023,9031,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

708,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 11.92,-05 22 50.9,,15.039,,17.182,0.052,0.196,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

709,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 11.63,-05 22 46.1,,16.06,,16.513,0.062,0.107,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

710,0.1470859768,83.81755657,-5.41558653,620,83.81755657,-5.41558653,-2.67,0.54,-1.47,0.49,2,5.2,,,83.81756812,-5.415580201,05 35 16.22,-05 24 56.0,>,10.194,>,11.225,0.002,0.004,509b,,0.1,83.81758333,-5.415583333,166,5,35,16.22,-,5,24,56.1,3.521,,0.005,-0.189,0.182,2.588,0.668,~,0.35,,<,6,,0.181,0.019,4.93,0.443,3318.944576,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

711,0.1171969976,83.78355529,-5.35491485,647,83.78355529,-5.35491485,0.08,0.15,0.44,0.03,2,11,16.5,,83.78355494,-5.35491674,05 35 08.05,-05 21 17.8,,14.357,,14.032,0.008,0.007,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,,,

712,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 12.77,-05 21 58.9,,12.591,,14.081,0.014,0.021,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

713,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 18.71,-05 22 56.9,,,,9.627,0.005,0.003,598a/b,MS-115,0.1,83.82795833,-5.382444444,173,5,35,18.71,-,5,22,56.8,3.675,,0.01,0.392,0.034,3.075,0.158,,,,,,,0.94,0.216,5.877,0.147,4731.51259,4988.25,108.19,192.05,22.95,0.36,0.31,6.75,1.12,1.54,-9999,1.816,1.600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

714,0.08736344186,83.81197604,-5.38474554,231,83.81197604,-5.38474554,-0.23,0.39,-1.92,0.22,4,16.4,12.59,,83.81197699,-5.384737642,05 35 14.88,-05 23 05.1,,10.406,,11.201,0.004,0.007,9073/9075,MS-15,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

715,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 07.17,-05 24 45.8,,16.267,,17.995,0.029,0.078,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

716,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 09.03,-05 25 26.0,,16.776,,18.246,0.074,0.11,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

717,0.2161386454,83.78828544,-5.42549129,425,83.78828544,-5.42549129,0.15,0.29,1.19,0.43,3,16.3,18.75,,83.78828479,-5.425496414,05 35 09.20,-05 25 31.9,,17.292,,18.458,0.091,0.093,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

718,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 07.52,-05 21 45.9,,16.975,,17.927,0.049,0.064,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

719,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 13.70,-05 25 31.9,,17.278,,18.32,0.099,0.106,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

720,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 11.51,-05 25 05.8,,17.114,,18.304,0.132,0.142,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

721,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 13.18,-05 24 24.9,,15.182,,16.049,0.064,0.045,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

722,0.3003212612,83.79075216,-5.40193468,445,83.79075216,-5.40193468,-5.21,0.35,-14.5,0.01,3,16.3,17.34,,83.79075216,-5.40193468,05 35 09.79,-05 24 06.7,,17.432,,17.118,0.111,0.045,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

723,0.1294348551,83.7912578,-5.40290418,417,83.7912578,-5.40290418,0.19,0.31,2.3,0.28,3,16.3,17.18,,83.79125698,-5.402914083,05 35 09.91,-05 24 10.5,,16.071,,16.541,0.036,0.027,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

724,0.09543097653,83.78761303,-5.39061521,419,83.78761303,-5.39061521,0.51,0.51,0.92,0.9,4,16.3,18.44,,83.78761082,-5.390619171,05 35 09.03,-05 23 26.3,,16.51,,16.737,0.025,0.019,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

725,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 08.27,-05 23 07.8,,16.075,,17.085,0.037,0.039,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

726,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 25.67,-05 25 43.5,,17.031,,18.093,0.056,0.079,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

727,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 20.36,-05 25 25.7,,18.289,,,0.33,,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

728,0.08413500595,83.83127244,-5.39437452,464,83.83127244,-5.39437452,-0.43,1.06,2.57,0.35,4,11,17.88,,83.8312743,-5.394385586,05 35 19.51,-05 23 39.7,,16.337,,17.058,0.259,0.2,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

729,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 21.12,-05 22 50.2,,16.024,,17.381,0.044,0.064,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

730,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 21.71,-05 22 38.3,,15.149,,16.445,0.048,0.096,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

731,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 20.79,-05 22 36.3,,15.787,,17.189,0.102,0.158,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

732,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 20.77,-05 22 39.5,,16.799,,16.777,0.229,0.09,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

733,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 22.33,-05 22 13.1,,16.54,,19.166,0.253,1.041,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

734,0.03963332591,83.83867101,-5.36918432,638,83.83867101,-5.36918432,-0.34,0.14,0.71,0.06,2,11,18.56,,83.83867248,-5.369187377,05 35 21.28,-05 22 09.1,,15.741,,16.121,0.079,0.055,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

735,0.1266066912,83.82622672,-5.36372355,641,83.82622672,-5.36372355,0.22,0.08,0.06,0.19,2,11,17.49,,83.82622577,-5.363723808,05 35 18.30,-05 21 49.5,,15.816,,16.558,0.064,0.049,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

736,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 23.34,-05 20 48.1,,16.912,,18.955,0.034,0.161,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

737,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 26.29,-05 20 59.7,,16.417,,19.348,0.043,0.426,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

738,0.201347151,83.81796632,-5.34967746,395,83.81796632,-5.34967746,-0.67,0.11,0.03,0.51,3,17,16.56,,83.81796922,-5.349677589,05 35 16.32,-05 20 59.0,,15.351,,16.442,0.071,0.118,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

739,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 15.32,-05 20 55.0,,16.153,,19.54,0.052,0.518,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

740,0.0102009164,83.78466857,-5.35066456,646,83.78466857,-5.35066456,0.24,0.17,-0.02,0.12,2,11,17.43,,83.78466753,-5.350664474,05 35 08.32,-05 21 02.4,,15.883,,16.973,0.029,0.046,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

741,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 06.67,-05 22 44.6,,16.256,,,0.018,,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

742,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 06.54,-05 22 28.6,,17.587,,18.146,0.117,0.104,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
