RAJ2000,DEJ2000,M,_2MASS,HRV,e_HRV,o_HRV,Vmag,V-I,mult,_2M,RAJ2000,DEJ2000
83.70125,-5.86647222,b'M',b'0534483-055159',24.0,2.6,1,11.21,0.78,1,b'2M',b'05 34 48.300',b'-05 51 59.30\r'
83.70179167,-4.8476,b'M',b'0534484-045051',0.0,0.0,0,18.16,2.89,1,b'2M',b'05 34 48.430',b'-04 50 51.36\r'
83.70195833,-5.5187,b'M',b'0534484-053107',0.0,0.0,0,16.07,0.0,1,b'2M',b'05 34 48.470',b'-05 31 07.32\r'
83.70225,-4.8324,b'M',b'0534485-044956',0.0,0.0,0,0.0,0.0,1,b'2M',b'05 34 48.540',b'-04 49 56.64\r'
83.70254167,-4.7973,b'M',b'0534486-044750',25.1,0.6,2,17.1,2.55,1,b'2M',b'05 34 48.610',b'-04 47 50.28\r'
83.703275,-5.29623333,b'M',b'0534487-051746',25.4,2.6,4,18.65,3.66,1,b'2M',b'05 34 48.786',b'-05 17 46.44\r'
83.7032125,-5.31871111,b'M',b'0534487-051907',20.8,2.7,3,17.82,3.2,1,b'2M',b'05 34 48.771',b'-05 19 07.36\r'
83.70308333,-6.06866667,b'M',b'0534487-060407',26.1,2.2,1,0.0,0.0,1,b'2M',b'05 34 48.740',b'-06 04 07.20\r'
83.70309167,-6.19519722,b'M',b'0534487-061142',25.1,0.5,1,17.16,2.69,1,b'2M',b'05 34 48.742',b'-06 11 42.71\r'
83.70345833,-5.5592,b'M',b'0534488-053333',24.7,0.9,2,18.45,3.24,1,b'2M',b'05 34 48.830',b'-05 33 33.12\r'
83.7038125,-4.953975,b'M',b'0534489-045714',28.3,1.4,4,17.98,2.76,1,b'2M',b'05 34 48.915',b'-04 57 14.31\r'
83.70404167,-5.4713,b'M',b'0534489-052816',16.6,1.5,1,17.98,3.15,1,b'2M',b'05 34 48.970',b'-05 28 16.68\r'
83.70375,-5.5254,b'M',b'0534489-053131',0.0,0.0,0,19.53,3.28,1,b'2M',b'05 34 48.900',b'-05 31 31.44\r'
83.70433333,-5.4407,b'M',b'0534490-052626',0.0,0.0,0,17.79,2.6,1,b'2M',b'05 34 49.040',b'-05 26 26.52\r'
83.7045,-5.7681,b'M',b'0534490-054605',24.7,0.2,2,16.07,2.47,1,b'2M',b'05 34 49.080',b'-05 46 05.16\r'
83.70508333,-5.07722222,b'M',b'0534492-050438',26.3,0.7,3,16.58,2.62,1,b'2M',b'05 34 49.220',b'-05 04 38.00\r'
83.7054,-5.31541667,b'M',b'0534492-051855',23.7,0.9,1,15.85,2.42,1,b'2M',b'05 34 49.296',b'-05 18 55.50\r'
83.70529167,-6.00313889,b'B',b'0534492-060011',71.0,13.9,2,16.35,2.49,2,b'2M',b'05 34 49.270',b'-06 00 11.30\r'
83.70608333,-4.76094444,b'M',b'0534494-044539',38.4,1.0,1,17.3,2.57,1,b'2M',b'05 34 49.460',b'-04 45 39.40\r'
83.70658333,-5.4843,b'M',b'0534495-052903',25.7,0.9,2,16.92,2.72,1,b'2M',b'05 34 49.580',b'-05 29 03.48\r'
83.70691667,-4.8595,b'M',b'0534496-045134',0.0,0.0,0,0.0,0.0,1,b'2M',b'05 34 49.660',b'-04 51 34.20\r'
83.70825,-5.3124,b'B',b'0534499-051844',57.3,2.1,2,10.19,0.9,2,b'2M',b'05 34 49.980',b'-05 18 44.64\r'
83.708375,-5.88447222,b'M',b'0534500-055304',0.0,0.0,0,17.78,3.11,1,b'2M',b'05 34 50.010',b'-05 53 04.10\r'
83.708375,-5.89263889,b'M',b'0534500-055333',0.0,0.0,0,19.88,3.46,1,b'2M',b'05 34 50.010',b'-05 53 33.50\r'
83.709575,-6.44678056,b'M',b'0534502-062648',27.0,0.4,1,0.0,0.0,1,b'2M',b'05 34 50.298',b'-06 26 48.41\r'
83.710375,-5.18625,b'M',b'0534504-051110',27.3,0.4,3,14.96,2.1,1,b'2M',b'05 34 50.490',b'-05 11 10.50\r'
83.71020833,-5.275,b'M',b'0534504-051630',0.0,0.0,0,18.99,2.87,1,b'2M',b'05 34 50.450',b'-05 16 30.00\r'
83.71033333,-5.339,b'M',b'0534504-052020',23.9,0.6,2,16.43,2.23,1,b'2M',b'05 34 50.480',b'-05 20 20.40\r'
83.7104375,-5.39315556,b'M',b'0534505-052335',23.3,0.2,2,17.48,2.14,1,b'2M',b'05 34 50.505',b'-05 23 35.36\r'
83.71108333,-5.06880556,b'M',b'0534506-050407',31.9,1.2,3,17.52,3.03,1,b'2M',b'05 34 50.660',b'-05 04 07.70\r'
83.71141667,-4.9769,b'M',b'0534507-045836',31.7,0.8,2,17.37,3.1,1,b'2M',b'05 34 50.740',b'-04 58 36.84\r'
83.71129167,-5.40038889,b'M',b'0534507-052401',21.2,3.0,3,13.56,1.44,1,b'2M',b'05 34 50.710',b'-05 24 01.40\r'
83.71141667,-5.4503,b'M',b'0534507-052701',24.5,0.4,3,15.28,2.13,1,b'2M',b'05 34 50.740',b'-05 27 01.08\r'
83.7119125,-5.49030556,b'M',b'0534508-052925',24.3,2.0,1,17.36,3.01,1,b'2M',b'05 34 50.859',b'-05 29 25.10\r'
83.71246667,-5.29903611,b'M',b'0534509-051756',22.8,5.1,3,17.91,3.09,1,b'2M',b'05 34 50.992',b'-05 17 56.53\r'
83.71291667,-5.28194444,b'M',b'0534511-051655',0.0,0.0,0,18.61,3.71,1,b'2M',b'05 34 51.100',b'-05 16 55.00\r'
83.71366667,-4.79916667,b'M',b'0534512-044757',36.2,2.0,1,13.49,1.61,1,b'2M',b'05 34 51.280',b'-04 47 57.00\r'
83.71333333,-5.282,b'M',b'0534512-051655',0.0,0.0,0,18.61,3.71,1,b'2M',b'05 34 51.200',b'-05 16 55.20\r'
83.71420417,-5.00315556,b'M',b'0534514-050011',29.9,1.0,3,17.63,2.87,1,b'2M',b'05 34 51.409',b'-05 00 11.36\r'
83.71430833,-5.22486667,b'M',b'0534514-051329',17.0,1.4,3,17.46,3.02,1,b'2M',b'05 34 51.434',b'-05 13 29.52\r'
83.71483333,-5.4203,b'M',b'0534515-052513',23.6,0.7,3,15.75,2.19,1,b'2M',b'05 34 51.560',b'-05 25 13.08\r'
83.7146875,-6.062325,b'M',b'0534515-060344',19.3,0.3,1,16.01,2.21,1,b'2M',b'05 34 51.525',b'-06 03 44.37\r'
83.71564167,-5.6567,b'B',b'0534517-053924',23.7,3.7,2,16.42,2.8,2,b'2M',b'05 34 51.754',b'-05 39 24.12\r'
83.71585,-5.36081667,b'M',b'0534518-052138',22.4,0.1,2,16.7,2.76,1,b'2M',b'05 34 51.804',b'-05 21 38.94\r'
83.71695833,-4.917,b'M',b'0534520-045501',0.0,0.0,0,0.0,0.0,1,b'2M',b'05 34 52.070',b'-04 55 01.20\r'
83.71674167,-5.40522222,b'M',b'0534520-052418',24.3,0.5,1,17.6,2.94,1,b'2M',b'05 34 52.018',b'-05 24 18.80\r'
83.71695833,-5.4119,b'M',b'0534520-052442',22.6,0.8,2,17.22,2.94,1,b'2M',b'05 34 52.070',b'-05 24 42.84\r'
83.71689583,-6.05574722,b'M',b'0534520-060320',25.5,0.1,2,15.77,2.05,1,b'2M',b'05 34 52.055',b'-06 03 20.69\r'
83.71725,-5.6825,b'M',b'0534521-054057',0.0,0.0,0,0.0,0.0,1,b'2M',b'05 34 52.140',b'-05 40 57.00\r'
83.71754167,-4.6699,b'B',b'0534522-044011',65.6,2.7,4,14.38,1.62,2,b'2M',b'05 34 52.210',b'-04 40 11.64\r'
83.71775,-5.20088889,b'M',b'0534522-051203',28.1,2.2,2,16.98,2.55,1,b'2M',b'05 34 52.260',b'-05 12 03.20\r'
83.71817917,-5.41685278,b'M',b'0534523-052500',0.0,0.0,0,15.89,0.0,1,b'2M',b'05 34 52.363',b'-05 25 00.67\r'
83.71807917,-5.502225,b'B',b'0534523-053008',25.6,2.5,1,17.57,3.01,2,b'2M',b'05 34 52.339',b'-05 30 08.01\r'
83.719125,-5.40102778,b'M',b'0534525-052403',20.0,2.2,3,15.29,2.08,1,b'2M',b'05 34 52.590',b'-05 24 03.70\r'
83.71933333,-5.4959,b'M',b'0534526-052945',23.0,0.7,3,17.38,2.93,1,b'2M',b'05 34 52.640',b'-05 29 45.24\r'
83.71984583,-5.01414167,b'B',b'0534527-050050',24.4,0.2,3,17.46,2.86,2,b'2M',b'05 34 52.763',b'-05 00 50.91\r'
83.71979167,-5.4653,b'M',b'0534527-052755',22.4,0.3,2,16.64,2.81,1,b'2M',b'05 34 52.750',b'-05 27 55.08\r'
83.72018333,-5.56342222,b'M',b'0534528-053348',25.8,1.4,1,18.18,3.13,1,b'2M',b'05 34 52.844',b'-05 33 48.32\r'
83.72025,-6.05986111,b'M',b'0534528-060335',22.0,0.3,2,0.0,0.0,1,b'2M',b'05 34 52.860',b'-06 03 35.50\r'
83.72054167,-5.4831,b'M',b'0534529-052859',27.4,1.0,2,17.19,2.5,1,b'2M',b'05 34 52.930',b'-05 28 59.16\r'
83.72091667,-4.80288889,b'M',b'0534530-044810',0.0,0.0,0,0.0,0.0,1,b'2M',b'05 34 53.020',b'-04 48 10.40\r'
83.721,-5.0575,b'M',b'0534530-050327',24.8,0.6,3,14.97,1.74,1,b'2M',b'05 34 53.040',b'-05 03 27.00\r'
83.72154167,-4.71944444,b'M',b'0534531-044310',0.0,0.0,0,0.0,0.0,1,b'2M',b'05 34 53.170',b'-04 43 10.00\r'
83.72133333,-5.79513889,b'B',b'0534531-054742',0.0,0.0,0,18.34,2.73,2,b'2M',b'05 34 53.120',b'-05 47 42.50\r'
83.72132083,-5.99861944,b'M',b'0534531-055955',24.5,0.5,1,17.57,2.58,1,b'2M',b'05 34 53.117',b'-05 59 55.03\r'
83.72211667,-5.90146667,b'M',b'0534533-055405',23.8,7.2,1,16.84,2.68,1,b'2M',b'05 34 53.308',b'-05 54 05.28\r'
83.72245833,-5.96816667,b'M',b'0534533-055805',26.1,2.4,1,11.55,0.64,1,b'2M',b'05 34 53.390',b'-05 58 05.40\r'
83.722725,-4.48595833,b'M',b'0534534-042909',29.2,1.7,3,17.89,3.01,1,b'2M',b'05 34 53.454',b'-04 29 09.45\r'
83.72265833,-4.95911389,b'M',b'0534534-045732',28.6,0.5,2,18.24,3.12,1,b'2M',b'05 34 53.438',b'-04 57 32.81\r'
83.72263333,-5.17441944,b'M',b'0534534-051027',24.3,1.0,4,16.81,2.93,1,b'2M',b'05 34 53.432',b'-05 10 27.91\r'
83.72332083,-5.44365556,b'M',b'0534535-052637',0.0,0.0,0,18.27,2.84,1,b'2M',b'05 34 53.597',b'-05 26 37.16\r'
83.7237,-5.75310833,b'M',b'0534536-054511',23.1,1.6,1,18.33,3.13,1,b'2M',b'05 34 53.688',b'-05 45 11.19\r'
83.7235,-5.98544444,b'M',b'0534536-055907',0.0,0.0,0,18.89,2.99,1,b'2M',b'05 34 53.640',b'-05 59 07.60\r'
83.7238875,-5.09692222,b'M',b'0534537-050548',26.3,1.4,7,17.43,2.68,1,b'2M',b'05 34 53.733',b'-05 05 48.92\r'
83.72441667,-4.9395,b'M',b'0534538-045622',31.4,1.3,1,17.16,2.82,1,b'2M',b'05 34 53.860',b'-04 56 22.20\r'
83.72444583,-6.39795833,b'M',b'0534538-062352',22.9,0.4,1,0.0,0.0,1,b'2M',b'05 34 53.867',b'-06 23 52.65\r'
83.72578333,-5.48175556,b'M',b'0534541-052854',20.6,3.9,2,19.09,3.73,1,b'2M',b'05 34 54.188',b'-05 28 54.32\r'
83.72579167,-6.06425,b'M',b'0534541-060351',0.0,0.0,0,0.0,0.0,1,b'2M',b'05 34 54.190',b'-06 03 51.30\r'
83.72616667,-6.09727778,b'M',b'0534542-060550',49.3,5.4,2,14.85,2.73,1,b'2M',b'05 34 54.280',b'-06 05 50.20\r'
83.72665833,-5.28920556,b'M',b'0534543-051721',26.1,0.1,2,18.07,3.27,1,b'2M',b'05 34 54.398',b'-05 17 21.14\r'
83.72633333,-5.95597222,b'M',b'0534543-055721',0.0,0.0,0,0.0,0.0,1,b'2M',b'05 34 54.320',b'-05 57 21.50\r'
83.726625,-6.03388889,b'M',b'0534543-060202',21.0,1.2,2,10.77,0.75,1,b'2M',b'05 34 54.390',b'-06 02 02.00\r'
83.72744167,-4.93481667,b'M',b'0534545-045605',29.7,2.9,3,18.09,3.44,1,b'2M',b'05 34 54.586',b'-04 56 05.34\r'
83.72775,-5.4717,b'M',b'0534546-052818',0.0,0.0,0,18.8,3.25,1,b'2M',b'05 34 54.660',b'-05 28 18.12\r'
83.7285,-5.4202,b'M',b'0534548-052512',0.0,0.0,0,18.63,3.19,1,b'2M',b'05 34 54.840',b'-05 25 12.72\r'
83.72895833,-5.2839,b'M',b'0534549-051702',26.0,1.8,3,16.88,2.87,1,b'2M',b'05 34 54.950',b'-05 17 02.04\r'
83.72879167,-5.7789,b'M',b'0534549-054644',22.2,0.1,2,14.06,1.53,1,b'2M',b'05 34 54.910',b'-05 46 44.04\r'
83.72875,-5.78580556,b'M',b'0534549-054708',26.8,3.8,2,19.27,3.2,1,b'2M',b'05 34 54.900',b'-05 47 08.90\r'
83.72954167,-4.8282,b'M',b'0534550-044941',30.4,0.7,2,17.28,2.78,1,b'2M',b'05 34 55.090',b'-04 49 41.52\r'
83.72970833,-4.80769444,b'M',b'0534551-044827',29.0,1.0,1,14.15,1.71,1,b'2M',b'05 34 55.130',b'-04 48 27.70\r'
83.72995833,-5.95277778,b'M',b'0534551-055710',0.0,0.0,0,0.0,0.0,1,b'2M',b'05 34 55.190',b'-05 57 10.00\r'
83.73045833,-4.94983333,b'M',b'0534553-045659',0.0,0.0,0,20.19,3.63,1,b'2M',b'05 34 55.310',b'-04 56 59.40\r'
83.73125,-5.92472222,b'M',b'0534555-055529',0.0,0.0,0,18.53,3.33,1,b'2M',b'05 34 55.500',b'-05 55 29.00\r'
83.73195833,-4.9367,b'M',b'0534556-045612',0.0,0.0,0,19.14,3.89,1,b'2M',b'05 34 55.670',b'-04 56 12.12\r'
83.73167917,-5.49377778,b'B',b'0534556-052937',25.5,6.5,2,18.19,3.26,2,b'2M',b'05 34 55.603',b'-05 29 37.60\r'
83.73166667,-5.9249,b'M',b'0534556-055529',21.5,0.1,2,18.53,3.33,1,b'2M',b'05 34 55.600',b'-05 55 29.64\r'
83.73179167,-6.01766667,b'B',b'0534556-060103',14.7,4.0,2,15.88,2.14,2,b'2M',b'05 34 55.630',b'-06 01 03.60\r'
83.73254167,-5.3293,b'M',b'0534558-051945',28.8,2.8,1,16.41,0.0,1,b'2M',b'05 34 55.810',b'-05 19 45.48\r'
83.73254167,-5.6906,b'M',b'0534558-054126',25.3,0.9,2,14.44,1.77,1,b'2M',b'05 34 55.810',b'-05 41 26.16\r'
83.7334875,-4.63666944,b'M',b'0534560-043812',29.1,1.4,3,17.13,2.59,1,b'2M',b'05 34 56.037',b'-04 38 12.01\r'
83.733625,-5.82647222,b'M',b'0534560-054935',0.0,0.0,0,0.0,0.0,1,b'2M',b'05 34 56.070',b'-05 49 35.30\r'
83.7339,-5.10048889,b'B',b'0534561-050601',29.9,9.6,3,16.87,2.77,2,b'2M',b'05 34 56.136',b'-05 06 01.76\r'
83.73445833,-5.99088889,b'M',b'0534562-055927',-24.1,0.1,2,0.0,0.0,1,b'2M',b'05 34 56.270',b'-05 59 27.20\r'
83.73554167,-5.0187,b'M',b'0534565-050107',0.0,0.0,0,20.21,3.6,1,b'2M',b'05 34 56.530',b'-05 01 07.32\r'
83.73541667,-5.4642,b'M',b'0534565-052751',22.5,1.7,3,16.39,2.38,1,b'2M',b'05 34 56.500',b'-05 27 51.12\r'
83.73566667,-5.86858333,b'M',b'0534565-055206',7.9,0.5,2,16.63,2.39,1,b'2M',b'05 34 56.560',b'-05 52 06.90\r'
83.73583333,-5.1868,b'M',b'0534566-051112',31.8,2.2,3,18.75,3.28,1,b'2M',b'05 34 56.600',b'-05 11 12.48\r'
83.73649583,-5.44367778,b'M',b'0534567-052637',-26.0,2.8,1,18.16,3.16,1,b'2M',b'05 34 56.759',b'-05 26 37.24\r'
83.73675,-4.768,b'M',b'0534568-044604',30.5,0.4,4,15.59,2.0,1,b'2M',b'05 34 56.820',b'-04 46 04.80\r'
83.73675,-5.1925,b'M',b'0534568-051133',21.0,0.6,3,13.15,1.3,1,b'2M',b'05 34 56.820',b'-05 11 33.00\r'
83.736825,-5.36011111,b'M',b'0534568-052136',25.3,1.5,1,17.99,3.08,1,b'2M',b'05 34 56.838',b'-05 21 36.40\r'
83.73754583,-5.38333889,b'M',b'0534570-052300',20.0,1.6,2,17.9,2.96,1,b'2M',b'05 34 57.011',b'-05 23 00.02\r'
83.7381,-5.55819167,b'M',b'0534571-053329',0.0,0.0,0,18.73,3.65,1,b'2M',b'05 34 57.144',b'-05 33 29.49\r'
83.738,-6.05466667,b'M',b'0534571-060316',25.2,0.4,2,0.0,0.0,1,b'2M',b'05 34 57.120',b'-06 03 16.80\r'
83.738475,-5.700775,b'M',b'0534572-054202',27.3,2.2,4,16.61,2.34,1,b'2M',b'05 34 57.234',b'-05 42 02.79\r'
83.7390625,-5.24263611,b'M',b'0534573-051433',0.0,0.0,0,19.61,3.45,1,b'2M',b'05 34 57.375',b'-05 14 33.49\r'
83.73945833,-4.946,b'M',b'0534574-045645',16.7,1.0,2,0.0,0.0,1,b'2M',b'05 34 57.470',b'-04 56 45.60\r'
83.73938333,-5.51167222,b'B',b'0534574-053042',29.8,2.4,1,16.54,2.4,2,b'2M',b'05 34 57.452',b'-05 30 42.02\r'
83.739625,-5.84233333,b'M',b'0534575-055032',25.0,1.5,2,0.0,0.0,1,b'2M',b'05 34 57.510',b'-05 50 32.40\r'
83.74029167,-5.80530556,b'M',b'0534576-054819',67.2,0.7,2,18.49,2.76,1,b'2M',b'05 34 57.670',b'-05 48 19.10\r'
83.74079167,-5.3809,b'M',b'0534577-052251',23.7,0.8,2,16.48,2.41,1,b'2M',b'05 34 57.790',b'-05 22 51.24\r'
83.74066667,-5.3979,b'M',b'0534577-052352',26.6,0.2,3,13.47,1.89,1,b'2M',b'05 34 57.760',b'-05 23 52.44\r'
83.74129167,-4.82019444,b'M',b'0534579-044912',29.5,1.4,1,17.03,2.6,1,b'2M',b'05 34 57.910',b'-04 49 12.70\r'
83.74135,-5.49612222,b'M',b'0534579-052946',19.5,2.0,1,18.44,3.28,1,b'2M',b'05 34 57.924',b'-05 29 46.04\r'
83.74158333,-5.81183333,b'M',b'0534579-054842',26.6,1.7,2,19.27,3.02,1,b'2M',b'05 34 57.980',b'-05 48 42.60\r'
83.741375,-5.88933333,b'M',b'0534579-055321',27.0,2.6,1,16.42,2.56,1,b'2M',b'05 34 57.930',b'-05 53 21.60\r'
83.74179167,-5.29377778,b'M',b'0534580-051737',29.2,1.5,2,17.43,2.9,1,b'2M',b'05 34 58.030',b'-05 17 37.60\r'
83.74183333,-5.4946,b'M',b'0534580-052940',0.0,0.0,0,16.56,0.0,1,b'2M',b'05 34 58.040',b'-05 29 40.56\r'
83.741875,-5.89525,b'M',b'0534580-055342',26.1,2.5,1,17.97,2.9,1,b'2M',b'05 34 58.050',b'-05 53 42.90\r'
83.74219167,-4.62187222,b'M',b'0534581-043718',30.3,0.9,3,16.91,2.8,1,b'2M',b'05 34 58.126',b'-04 37 18.74\r'
83.74245833,-5.15763889,b'M',b'0534581-050927',23.5,1.7,3,16.43,2.44,1,b'2M',b'05 34 58.190',b'-05 09 27.50\r'
83.74245833,-5.19822222,b'M',b'0534581-051153',22.2,0.3,3,17.39,2.94,1,b'2M',b'05 34 58.190',b'-05 11 53.60\r'
83.7427625,-4.84770833,b'M',b'0534582-045051',0.0,0.0,0,0.0,0.0,1,b'2M',b'05 34 58.263',b'-04 50 51.75\r'
83.74279167,-5.42588889,b'M',b'0534582-052533',0.0,0.0,0,17.94,3.45,1,b'2M',b'05 34 58.270',b'-05 25 33.20\r'
83.74254167,-5.82627778,b'M',b'0534582-054934',0.0,0.0,0,17.44,2.82,1,b'2M',b'05 34 58.210',b'-05 49 34.60\r'
83.74304167,-5.908,b'M',b'0534583-055428',24.5,0.9,2,15.45,1.8,1,b'2M',b'05 34 58.330',b'-05 54 28.80\r'
83.74379167,-5.5472,b'M',b'0534585-053249',0.0,0.0,0,20.42,4.29,1,b'2M',b'05 34 58.510',b'-05 32 49.92\r'
83.74383333,-6.00011111,b'M',b'0534585-060000',25.4,0.0,2,14.86,1.92,1,b'2M',b'05 34 58.520',b'-06 00 00.40\r'
83.74483333,-5.3549,b'M',b'0534587-052117',26.0,0.7,2,17.12,2.85,1,b'2M',b'05 34 58.760',b'-05 21 17.64\r'
83.74525,-5.78519444,b'M',b'0534588-054706',94.7,0.6,2,0.0,0.0,1,b'2M',b'05 34 58.860',b'-05 47 06.70\r'
83.74620833,-5.6059,b'M',b'0534590-053621',0.0,0.0,0,0.0,0.0,1,b'2M',b'05 34 59.090',b'-05 36 21.24\r'
83.74604167,-5.6308,b'M',b'0534590-053750',0.0,0.0,0,0.0,0.0,1,b'2M',b'05 34 59.050',b'-05 37 50.88\r'
83.74604167,-5.7416,b'B',b'0534590-054429',23.4,2.4,4,0.0,0.0,2,b'2M',b'05 34 59.050',b'-05 44 29.76\r'
83.74662083,-5.38551389,b'M',b'0534591-052307',0.0,0.0,0,18.67,3.43,1,b'2M',b'05 34 59.189',b'-05 23 07.85\r'
83.74729167,-4.83658333,b'M',b'0534593-045011',29.4,2.0,1,15.88,2.5,1,b'2M',b'05 34 59.350',b'-04 50 11.70\r'
83.74725,-5.0916,b'M',b'0534593-050529',29.2,0.5,2,16.53,2.45,1,b'2M',b'05 34 59.340',b'-05 05 29.76\r'
83.747175,-5.091675,b'B',b'0534593-050530',28.8,2.1,3,16.53,2.45,2,b'2M',b'05 34 59.322',b'-05 05 30.03\r'
83.74746667,-6.12303889,b'M',b'0534593-060722',25.5,0.5,1,18.24,3.28,1,b'2M',b'05 34 59.392',b'-06 07 22.94\r'
83.748125,-5.40005556,b'M',b'0534595-052400',26.0,2.7,2,16.96,2.78,1,b'2M',b'05 34 59.550',b'-05 24 00.20\r'
83.74845833,-5.4277,b'M',b'0534596-052539',24.6,0.3,2,16.03,2.3,1,b'2M',b'05 34 59.630',b'-05 25 39.72\r'
83.74879167,-4.86605556,b'M',b'0534597-045157',0.0,0.0,0,0.0,0.0,1,b'2M',b'05 34 59.710',b'-04 51 57.80\r'
83.75041667,-5.3839,b'M',b'0535001-052302',28.8,0.6,2,12.94,1.58,1,b'2M',b'05 35 00.100',b'-05 23 02.04\r'
83.750625,-5.84094444,b'M',b'0535001-055027',0.0,0.0,0,0.0,0.0,1,b'2M',b'05 35 00.150',b'-05 50 27.40\r'
83.75070833,-6.01711111,b'M',b'0535001-060101',0.0,0.0,0,0.0,0.0,1,b'2M',b'05 35 00.170',b'-06 01 01.60\r'
83.75104167,-4.93577778,b'M',b'0535002-045608',0.0,0.0,0,0.0,0.0,1,b'2M',b'05 35 00.250',b'-04 56 08.80\r'
83.75100417,-5.31413889,b'M',b'0535002-051850',24.3,1.7,1,17.15,2.72,1,b'2M',b'05 35 00.241',b'-05 18 50.90\r'
83.75158333,-5.1622,b'M',b'0535003-050943',23.1,0.9,2,18.67,2.87,1,b'2M',b'05 35 00.380',b'-05 09 43.92\r'
83.75191667,-4.77908333,b'M',b'0535004-044644',0.0,0.0,0,0.0,0.0,1,b'2M',b'05 35 00.460',b'-04 46 44.70\r'
83.75191667,-5.42063889,b'M',b'0535004-052514',24.5,1.4,3,15.43,1.63,1,b'2M',b'05 35 00.460',b'-05 25 14.30\r'
83.75220833,-4.80991667,b'M',b'0535005-044835',0.0,0.0,0,0.0,0.0,1,b'2M',b'05 35 00.530',b'-04 48 35.70\r'
83.75225417,-5.816425,b'M',b'0535005-054859',25.6,0.9,1,17.9,2.83,1,b'2M',b'05 35 00.541',b'-05 48 59.13\r'
83.75216667,-6.02319444,b'M',b'0535005-060123',0.0,0.0,0,16.35,2.06,1,b'2M',b'05 35 00.520',b'-06 01 23.50\r'
83.75279167,-5.08575,b'M',b'0535006-050508',28.4,0.2,2,10.92,0.51,1,b'2M',b'05 35 00.670',b'-05 05 08.70\r'
83.75325,-5.6355,b'M',b'0535007-053807',23.0,0.9,2,14.99,1.77,1,b'2M',b'05 35 00.780',b'-05 38 07.80\r'
83.75354167,-5.5183,b'M',b'0535008-053105',0.0,0.0,0,19.66,3.81,1,b'2M',b'05 35 00.850',b'-05 31 05.88\r'
83.75387917,-4.80523611,b'M',b'0535009-044818',30.0,0.5,1,17.26,3.04,1,b'2M',b'05 35 00.931',b'-04 48 18.85\r'
83.75383333,-4.8053,b'M',b'0535009-044819',30.1,0.7,4,17.26,3.04,1,b'2M',b'05 35 00.920',b'-04 48 19.08\r'
83.75445833,-5.3845,b'M',b'0535010-052304',0.0,0.0,0,18.78,2.9,1,b'2M',b'05 35 01.070',b'-05 23 04.20\r'
83.75475,-5.4018,b'M',b'0535011-052406',25.6,0.5,3,14.91,2.08,1,b'2M',b'05 35 01.140',b'-05 24 06.48\r'
83.75540417,-5.33800833,b'M',b'0535012-052016',27.9,0.3,3,16.79,2.52,1,b'2M',b'05 35 01.297',b'-05 20 16.83\r'
83.7555,-4.93252778,b'M',b'0535013-045557',0.0,0.0,0,0.0,0.0,1,b'2M',b'05 35 01.320',b'-04 55 57.10\r'
83.7555,-5.3395,b'M',b'0535013-052022',27.3,0.8,2,16.68,2.6,1,b'2M',b'05 35 01.320',b'-05 20 22.20\r'
83.75566667,-5.93186111,b'M',b'0535013-055554',0.0,0.0,0,14.9,1.88,1,b'2M',b'05 35 01.360',b'-05 55 54.70\r'
83.75570833,-6.06544444,b'M',b'0535013-060355',20.9,1.0,2,18.7,3.06,1,b'2M',b'05 35 01.370',b'-06 03 55.60\r'
83.75608333,-5.1845,b'M',b'0535014-051104',0.0,0.0,0,0.0,0.0,1,b'2M',b'05 35 01.460',b'-05 11 04.20\r'
83.75604167,-6.13872222,b'M',b'0535014-060819',24.8,0.9,2,19.94,3.48,1,b'2M',b'05 35 01.450',b'-06 08 19.40\r'
83.756975,-4.54803611,b'M',b'0535016-043252',28.2,0.7,3,16.08,2.03,1,b'2M',b'05 35 01.674',b'-04 32 52.93\r'
83.75666667,-5.90519444,b'M',b'0535016-055418',26.4,1.4,2,0.0,0.0,1,b'2M',b'05 35 01.600',b'-05 54 18.70\r'
83.75670833,-5.97269444,b'M',b'0535016-055821',11.6,0.6,2,17.42,2.62,1,b'2M',b'05 35 01.610',b'-05 58 21.70\r'
83.75733333,-5.80388889,b'M',b'0535017-054814',0.0,0.0,0,0.0,0.0,1,b'2M',b'05 35 01.760',b'-05 48 14.00\r'
83.757625,-5.82572222,b'M',b'0535018-054932',0.0,0.0,0,18.94,3.12,1,b'2M',b'05 35 01.830',b'-05 49 32.60\r'
83.75816667,-4.68736111,b'M',b'0535019-044114',0.0,0.0,0,18.9,3.35,1,b'2M',b'05 35 01.960',b'-04 41 14.50\r'
83.7586875,-4.79189722,b'M',b'0535020-044730',29.9,1.0,1,0.0,0.0,1,b'2M',b'05 35 02.085',b'-04 47 30.83\r'
83.75873333,-5.26040556,b'B',b'0535020-051537',28.4,1.9,4,16.5,2.37,2,b'2M',b'05 35 02.096',b'-05 15 37.46\r'
83.75862917,-5.30629444,b'M',b'0535020-051822',26.9,0.5,2,19.82,4.3,1,b'2M',b'05 35 02.071',b'-05 18 22.66\r'
83.75837917,-5.30949444,b'M',b'0535020-051834',0.0,0.0,0,19.51,3.85,1,b'2M',b'05 35 02.011',b'-05 18 34.18\r'
83.75895833,-5.4861,b'M',b'0535021-052909',22.5,2.7,3,16.99,2.85,1,b'2M',b'05 35 02.150',b'-05 29 09.96\r'
