RAJ2000,DEJ2000,M,_2MASS,HRV,e_HRV,o_HRV,Vmag,V-I,mult,_2M,RAJ2000,DEJ2000
83.6059,-4.94862778,b'M',b'0534254-045655',25.8,1.1,4,15.66,2.31,1,b'2M',b'05 34 25.416',b'-04 56 55.06\r'
83.60641667,-5.6172,b'M',b'0534255-053701',0.0,0.0,0,18.53,3.09,1,b'2M',b'05 34 25.540',b'-05 37 01.92\r'
83.6072,-4.94872778,b'M',b'0534257-045655',25.5,0.5,4,15.27,1.88,1,b'2M',b'05 34 25.728',b'-04 56 55.42\r'
83.60775,-4.9409,b'M',b'0534258-045627',30.8,0.6,2,15.81,2.14,1,b'2M',b'05 34 25.860',b'-04 56 27.24\r'
83.60864167,-5.12590278,b'M',b'0534260-050733',28.9,0.5,1,17.6,3.04,1,b'2M',b'05 34 26.074',b'-05 07 33.25\r'
83.60895833,-5.4417,b'M',b'0534261-052630',24.6,1.7,1,15.62,2.51,1,b'2M',b'05 34 26.150',b'-05 26 30.12\r'
83.61045,-5.38997778,b'M',b'0534265-052323',26.1,0.4,3,17.69,3.3,1,b'2M',b'05 34 26.508',b'-05 23 23.92\r'
83.61142083,-4.846,b'B',b'0534267-045045',32.1,3.4,3,17.04,2.63,2,b'2M',b'05 34 26.741',b'-04 50 45.60\r'
83.61148333,-5.02160556,b'M',b'0534267-050117',30.1,0.4,4,16.43,2.69,1,b'2M',b'05 34 26.756',b'-05 01 17.78\r'
83.6114875,-5.69926389,b'M',b'0534267-054157',26.2,0.9,3,17.01,2.61,1,b'2M',b'05 34 26.757',b'-05 41 57.35\r'
83.61241667,-5.3009,b'M',b'0534269-051803',17.6,1.2,1,16.32,0.0,1,b'2M',b'05 34 26.980',b'-05 18 03.24\r'
83.61222917,-6.31418889,b'M',b'0534269-061851',33.1,0.3,1,16.84,2.43,1,b'2M',b'05 34 26.935',b'-06 18 51.08\r'
83.61420833,-5.0074,b'M',b'0534274-050026',0.0,0.0,0,19.24,3.15,1,b'2M',b'05 34 27.410',b'-05 00 26.64\r'
83.61473333,-5.474575,b'M',b'0534275-052828',24.1,1.8,2,17.04,3.04,1,b'2M',b'05 34 27.536',b'-05 28 28.47\r'
83.61508333,-4.9514,b'M',b'0534276-045705',0.0,0.0,0,0.0,0.0,1,b'2M',b'05 34 27.620',b'-04 57 05.04\r'
83.61525,-5.6221,b'M',b'0534276-053719',0.0,0.0,0,20.3,3.72,1,b'2M',b'05 34 27.660',b'-05 37 19.56\r'
83.61598333,-5.72542222,b'B',b'0534278-054331',24.1,2.8,4,16.89,2.7,2,b'2M',b'05 34 27.836',b'-05 43 31.52\r'
83.61629167,-5.443,b'M',b'0534279-052634',27.0,0.9,2,15.11,1.88,1,b'2M',b'05 34 27.910',b'-05 26 34.80\r'
83.61691667,-5.0894,b'M',b'0534280-050521',0.0,0.0,0,19.83,3.61,1,b'2M',b'05 34 28.060',b'-05 05 21.84\r'
83.61758333,-5.98583889,b'M',b'0534282-055909',-41.3,1.1,1,0.0,0.0,1,b'2M',b'05 34 28.220',b'-05 59 09.02\r'
83.61883333,-5.4161,b'B',b'0534285-052457',24.0,0.1,2,13.99,1.63,2,b'2M',b'05 34 28.520',b'-05 24 57.96\r'
83.6194875,-4.57766111,b'B',b'0534286-043439',19.5,4.6,3,16.4,2.27,2,b'2M',b'05 34 28.677',b'-04 34 39.58\r'
83.61916667,-5.509,b'M',b'0534286-053032',0.0,0.0,0,20.06,3.34,1,b'2M',b'05 34 28.600',b'-05 30 32.40\r'
83.6205,-5.144,b'M',b'0534289-050838',0.0,0.0,0,19.86,3.33,1,b'2M',b'05 34 28.920',b'-05 08 38.40\r'
83.62108333,-5.23736111,b'M',b'0534290-051414',22.6,2.9,3,15.5,2.43,1,b'2M',b'05 34 29.060',b'-05 14 14.50\r'
83.62183333,-5.2444,b'B',b'0534292-051439',27.8,2.0,7,15.07,2.27,2,b'2M',b'05 34 29.240',b'-05 14 39.84\r'
83.62291667,-5.05194444,b'M',b'0534295-050307',0.0,0.0,0,0.0,0.0,1,b'2M',b'05 34 29.500',b'-05 03 07.00\r'
83.62291667,-5.232,b'B',b'0534295-051355',26.0,5.2,3,18.58,2.92,2,b'2M',b'05 34 29.500',b'-05 13 55.20\r'
83.62333333,-5.052,b'M',b'0534296-050307',0.0,0.0,0,0.0,0.0,1,b'2M',b'05 34 29.600',b'-05 03 07.20\r'
83.6233375,-5.79019722,b'M',b'0534296-054724',26.8,0.1,2,16.04,2.16,1,b'2M',b'05 34 29.601',b'-05 47 24.71\r'
83.62408333,-4.8632,b'M',b'0534297-045147',29.5,0.9,2,16.8,2.41,1,b'2M',b'05 34 29.780',b'-04 51 47.52\r'
83.6244375,-5.06816389,b'M',b'0534298-050405',28.5,1.2,3,16.82,2.48,1,b'2M',b'05 34 29.865',b'-05 04 05.39\r'
83.62497083,-5.42148611,b'M',b'0534299-052517',0.0,0.0,0,18.8,3.58,1,b'2M',b'05 34 29.993',b'-05 25 17.35\r'
83.62524583,-4.83073889,b'M',b'0534300-044950',27.5,0.3,3,15.27,1.86,1,b'2M',b'05 34 30.059',b'-04 49 50.66\r'
83.62549583,-5.67090556,b'M',b'0534301-054015',0.0,0.0,0,19.76,3.93,1,b'2M',b'05 34 30.119',b'-05 40 15.26\r'
83.6258625,-4.97511667,b'B',b'0534302-045830',21.9,2.0,4,16.32,2.45,2,b'2M',b'05 34 30.207',b'-04 58 30.42\r'
83.62604167,-5.1967,b'M',b'0534302-051148',27.8,1.2,4,16.24,2.55,1,b'2M',b'05 34 30.250',b'-05 11 48.12\r'
83.62605417,-6.36696389,b'M',b'0534302-062201',28.1,4.3,1,0.0,0.0,1,b'2M',b'05 34 30.253',b'-06 22 01.07\r'
83.6265,-4.95144167,b'M',b'0534303-045705',29.1,2.6,3,17.55,2.65,1,b'2M',b'05 34 30.360',b'-04 57 05.19\r'
83.62695833,-5.3656,b'M',b'0534304-052156',0.0,0.0,0,19.49,3.24,1,b'2M',b'05 34 30.470',b'-05 21 56.16\r'
83.62740833,-4.56444167,b'M',b'0534305-043351',18.7,0.8,3,17.14,2.35,1,b'2M',b'05 34 30.578',b'-04 33 51.99\r'
83.62767917,-4.59796111,b'M',b'0534306-043552',27.6,0.4,3,16.75,2.36,1,b'2M',b'05 34 30.643',b'-04 35 52.66\r'
83.62975,-5.36552778,b'M',b'0534311-052155',27.5,2.6,3,16.73,2.66,1,b'2M',b'05 34 31.140',b'-05 21 55.90\r'
83.63037083,-5.48189167,b'M',b'0534312-052854',24.2,0.9,2,16.54,3.0,1,b'2M',b'05 34 31.289',b'-05 28 54.81\r'
83.63204167,-5.4741,b'M',b'0534316-052826',24.2,1.4,5,17.08,2.66,1,b'2M',b'05 34 31.690',b'-05 28 26.76\r'
83.63264167,-5.58888333,b'M',b'0534318-053519',26.6,2.1,2,15.71,1.96,1,b'2M',b'05 34 31.834',b'-05 35 19.98\r'
83.632925,-5.44356111,b'M',b'0534319-052636',26.6,4.1,1,16.46,2.67,1,b'2M',b'05 34 31.902',b'-05 26 36.82\r'
83.6334875,-5.19023333,b'B',b'0534320-051124',48.3,27.0,3,19.95,4.55,2,b'2M',b'05 34 32.037',b'-05 11 24.84\r'
83.63341667,-5.4618,b'M',b'0534320-052742',0.0,0.0,0,19.42,3.68,1,b'2M',b'05 34 32.020',b'-05 27 42.48\r'
83.63608333,-5.35206944,b'M',b'0534326-052107',26.6,0.4,1,16.28,2.38,1,b'2M',b'05 34 32.660',b'-05 21 07.45\r'
83.63654167,-4.9796,b'M',b'0534327-045846',23.8,0.9,2,18.87,3.22,1,b'2M',b'05 34 32.770',b'-04 58 46.56\r'
83.63625,-5.352,b'M',b'0534327-052107',25.8,0.7,2,16.28,2.38,1,b'2M',b'05 34 32.700',b'-05 21 07.20\r'
83.63755,-5.96307222,b'B',b'0534330-055747',47.0,19.8,2,16.38,2.37,2,b'2M',b'05 34 33.012',b'-05 57 47.06\r'
83.63840417,-4.45364444,b'M',b'0534332-042713',22.2,2.0,3,17.49,2.73,1,b'2M',b'05 34 33.217',b'-04 27 13.12\r'
83.6394625,-4.72580278,b'M',b'0534334-044332',-47.8,1.1,3,17.0,2.42,1,b'2M',b'05 34 33.471',b'-04 43 32.89\r'
83.64029167,-5.24336111,b'M',b'0534336-051436',25.5,0.8,3,15.58,2.08,1,b'2M',b'05 34 33.670',b'-05 14 36.10\r'
83.64049583,-5.67298889,b'M',b'0534337-054022',23.6,0.2,2,18.24,3.44,1,b'2M',b'05 34 33.719',b'-05 40 22.76\r'
83.64094583,-5.45503889,b'M',b'0534338-052718',23.0,2.2,2,18.75,3.55,1,b'2M',b'05 34 33.827',b'-05 27 18.14\r'
83.64108333,-5.94388889,b'M',b'0534338-055638',-4.6,2.9,2,17.11,2.86,1,b'2M',b'05 34 33.860',b'-05 56 38.00\r'
83.6415,-5.5809,b'M',b'0534339-053451',26.7,2.5,4,15.7,2.28,1,b'2M',b'05 34 33.960',b'-05 34 51.24\r'
83.64151667,-5.80693611,b'M',b'0534339-054824',24.5,0.3,2,17.91,2.97,1,b'2M',b'05 34 33.964',b'-05 48 24.97\r'
83.64165,-6.33039167,b'M',b'0534339-061949',33.6,0.8,1,16.51,2.3,1,b'2M',b'05 34 33.996',b'-06 19 49.41\r'
83.64237083,-4.80775278,b'M',b'0534341-044827',26.3,0.8,3,16.53,2.42,1,b'2M',b'05 34 34.169',b'-04 48 27.91\r'
83.64237917,-5.08805833,b'M',b'0534341-050517',30.9,2.4,4,17.75,2.81,1,b'2M',b'05 34 34.171',b'-05 05 17.01\r'
83.64270833,-6.03602778,b'M',b'0534342-060209',24.3,2.6,1,16.97,2.52,1,b'2M',b'05 34 34.250',b'-06 02 09.70\r'
83.64483333,-5.88575,b'M',b'0534347-055308',0.0,0.0,0,18.68,3.51,1,b'2M',b'05 34 34.760',b'-05 53 08.70\r'
83.64531667,-6.19055278,b'M',b'0534348-061125',0.0,0.0,0,17.46,3.21,1,b'2M',b'05 34 34.876',b'-06 11 25.99\r'
83.64616667,-5.6168,b'M',b'0534350-053700',87.5,1.4,1,20.08,3.43,1,b'2M',b'05 34 35.080',b'-05 37 00.48\r'
83.6466625,-5.57561667,b'M',b'0534351-053432',25.8,1.2,1,18.01,3.27,1,b'2M',b'05 34 35.199',b'-05 34 32.22\r'
83.6465,-5.97091667,b'M',b'0534351-055815',0.0,0.0,0,0.0,0.0,1,b'2M',b'05 34 35.160',b'-05 58 15.30\r'
83.64675,-5.5756,b'M',b'0534352-053432',0.0,0.0,0,18.01,3.27,1,b'2M',b'05 34 35.220',b'-05 34 32.16\r'
83.64870833,-5.49778056,b'M',b'0534356-052952',20.7,1.9,3,17.49,2.83,1,b'2M',b'05 34 35.690',b'-05 29 52.01\r'
83.64867083,-5.59780278,b'B',b'0534356-053552',25.8,0.7,2,17.19,2.47,2,b'2M',b'05 34 35.681',b'-05 35 52.09\r'
83.649,-5.66929722,b'M',b'0534357-054009',25.3,2.1,2,17.11,2.52,1,b'2M',b'05 34 35.760',b'-05 40 09.47\r'
83.64921667,-5.61273889,b'M',b'0534358-053645',28.6,1.9,1,18.61,3.16,1,b'2M',b'05 34 35.812',b'-05 36 45.86\r'
83.64916667,-5.6693,b'M',b'0534358-054009',26.7,0.9,2,17.11,2.52,1,b'2M',b'05 34 35.800',b'-05 40 09.48\r'
83.6497625,-5.2567,b'M',b'0534359-051524',25.2,2.2,7,16.59,2.44,1,b'2M',b'05 34 35.943',b'-05 15 24.12\r'
83.65004167,-4.8717,b'M',b'0534360-045218',26.1,0.9,2,18.55,3.0,1,b'2M',b'05 34 36.010',b'-04 52 18.12\r'
83.65039167,-5.70421667,b'M',b'0534360-054215',27.7,0.5,3,15.04,1.76,1,b'2M',b'05 34 36.094',b'-05 42 15.18\r'
83.65432917,-4.55291111,b'M',b'0534370-043310',0.1,0.8,3,17.69,2.81,1,b'2M',b'05 34 37.039',b'-04 33 10.48\r'
83.65604167,-5.5811,b'M',b'0534374-053451',25.6,0.3,2,14.63,1.68,1,b'2M',b'05 34 37.450',b'-05 34 51.96\r'
83.65604167,-5.90747222,b'M',b'0534374-055426',0.0,0.0,0,19.32,3.35,1,b'2M',b'05 34 37.450',b'-05 54 26.90\r'
83.65637917,-5.68815278,b'B',b'0534375-054117',29.2,4.2,3,15.92,2.58,2,b'2M',b'05 34 37.531',b'-05 41 17.35\r'
83.65654167,-5.71963333,b'M',b'0534375-054310',26.3,1.2,4,16.45,2.47,1,b'2M',b'05 34 37.570',b'-05 43 10.68\r'
83.65629167,-5.95952778,b'M',b'0534375-055734',27.1,2.5,2,19.05,3.04,1,b'2M',b'05 34 37.510',b'-05 57 34.30\r'
83.65724583,-6.04269167,b'M',b'0534377-060233',24.7,1.6,3,17.96,3.07,1,b'2M',b'05 34 37.739',b'-06 02 33.69\r'
83.65780417,-4.71068056,b'M',b'0534378-044238',31.4,1.3,1,19.14,3.6,1,b'2M',b'05 34 37.873',b'-04 42 38.45\r'
83.65820833,-4.85248611,b'M',b'0534379-045108',32.2,0.4,3,16.81,2.25,1,b'2M',b'05 34 37.970',b'-04 51 08.95\r'
83.658175,-5.68575556,b'M',b'0534379-054108',24.7,0.7,1,14.22,1.56,1,b'2M',b'05 34 37.962',b'-05 41 08.72\r'
83.658825,-5.08275833,b'M',b'0534381-050457',57.1,0.2,3,15.94,2.12,1,b'2M',b'05 34 38.118',b'-05 04 57.93\r'
83.65904167,-5.0881,b'M',b'0534381-050517',0.0,0.0,0,0.0,0.0,1,b'2M',b'05 34 38.170',b'-05 05 17.16\r'
83.65875833,-5.46126389,b'M',b'0534381-052740',21.8,0.6,3,16.69,2.4,1,b'2M',b'05 34 38.102',b'-05 27 40.55\r'
83.65925833,-5.40658333,b'M',b'0534382-052423',26.2,5.2,2,17.37,2.89,1,b'2M',b'05 34 38.222',b'-05 24 23.70\r'
83.6614625,-6.13969722,b'M',b'0534387-060822',26.0,0.4,1,17.33,2.83,1,b'2M',b'05 34 38.751',b'-06 08 22.91\r'
83.66200833,-6.42273333,b'M',b'0534388-062521',25.9,0.3,1,0.0,0.0,1,b'2M',b'05 34 38.882',b'-06 25 21.84\r'
83.66233333,-5.9649,b'M',b'0534389-055753',23.8,1.7,2,18.82,3.34,1,b'2M',b'05 34 38.960',b'-05 57 53.64\r'
83.6626625,-4.924675,b'B',b'0534390-045528',40.4,12.3,4,17.12,3.02,2,b'2M',b'05 34 39.039',b'-04 55 28.83\r'
83.66295833,-5.5673,b'M',b'0534391-053402',0.0,0.0,0,16.1,0.0,1,b'2M',b'05 34 39.110',b'-05 34 02.28\r'
83.66325,-5.88875,b'M',b'0534391-055319',34.2,2.3,2,0.0,0.0,1,b'2M',b'05 34 39.180',b'-05 53 19.50\r'
83.6635,-5.84904167,b'M',b'0534392-055056',29.4,1.6,1,18.43,3.27,1,b'2M',b'05 34 39.240',b'-05 50 56.55\r'
83.66406667,-5.02964722,b'M',b'0534393-050146',30.2,1.7,1,18.66,3.69,1,b'2M',b'05 34 39.376',b'-05 01 46.73\r'
83.6656,-5.05173056,b'M',b'0534397-050306',31.0,0.3,1,17.29,2.76,1,b'2M',b'05 34 39.744',b'-05 03 06.23\r'
83.665475,-6.12035278,b'M',b'0534397-060713',19.0,0.4,1,16.29,2.57,1,b'2M',b'05 34 39.714',b'-06 07 13.27\r'
83.66654167,-4.8465,b'M',b'0534399-045047',0.0,0.0,0,19.57,3.38,1,b'2M',b'05 34 39.970',b'-04 50 47.40\r'
83.66668333,-5.43446667,b'M',b'0534400-052604',15.2,1.6,1,20.1,4.6,1,b'2M',b'05 34 40.004',b'-05 26 04.08\r'
83.667,-5.6693,b'M',b'0534400-054009',24.8,0.3,2,12.55,1.45,1,b'2M',b'05 34 40.080',b'-05 40 09.48\r'
83.66720833,-6.03880556,b'M',b'0534401-060219',0.0,0.0,0,0.0,0.0,1,b'2M',b'05 34 40.130',b'-06 02 19.70\r'
83.66869167,-4.96100556,b'M',b'0534404-045739',28.3,1.1,3,16.81,2.45,1,b'2M',b'05 34 40.486',b'-04 57 39.62\r'
83.66924167,-4.72542778,b'M',b'0534406-044331',30.7,2.8,3,18.1,3.02,1,b'2M',b'05 34 40.618',b'-04 43 31.54\r'
83.66925,-5.1163,b'M',b'0534406-050658',0.0,0.0,0,0.0,0.0,1,b'2M',b'05 34 40.620',b'-05 06 58.68\r'
83.67029167,-5.3784,b'B',b'0534408-052242',-19.5,1.1,1,13.4,1.75,2,b'2M',b'05 34 40.870',b'-05 22 42.24\r'
83.67,-5.4441,b'M',b'0534408-052638',23.1,0.9,3,16.82,2.37,1,b'2M',b'05 34 40.800',b'-05 26 38.76\r'
83.67014167,-5.46931111,b'M',b'0534408-052809',24.6,0.3,2,18.22,3.64,1,b'2M',b'05 34 40.834',b'-05 28 09.52\r'
83.67045833,-5.4333,b'M',b'0534409-052559',0.0,0.0,0,18.65,2.8,1,b'2M',b'05 34 40.910',b'-05 25 59.88\r'
83.671275,-5.79428333,b'M',b'0534411-054739',18.9,1.2,3,17.75,2.77,1,b'2M',b'05 34 41.106',b'-05 47 39.42\r'
83.6716,-5.91034167,b'M',b'0534411-055437',14.1,0.8,1,18.37,2.79,1,b'2M',b'05 34 41.184',b'-05 54 37.23\r'
83.67166667,-5.7699,b'M',b'0534412-054611',24.5,3.1,3,16.03,2.25,1,b'2M',b'05 34 41.200',b'-05 46 11.64\r'
83.671875,-5.87930556,b'M',b'0534412-055245',23.2,2.1,1,18.55,2.96,1,b'2M',b'05 34 41.250',b'-05 52 45.50\r'
83.67261667,-4.65384444,b'M',b'0534414-043913',26.9,1.0,1,17.31,2.65,1,b'2M',b'05 34 41.428',b'-04 39 13.84\r'
83.67345,-5.39929722,b'M',b'0534416-052357',18.1,1.9,1,18.85,3.58,1,b'2M',b'05 34 41.628',b'-05 23 57.47\r'
83.67410833,-4.89618056,b'M',b'0534417-045346',30.8,0.5,4,15.89,2.26,1,b'2M',b'05 34 41.786',b'-04 53 46.25\r'
83.67375,-5.4481,b'M',b'0534417-052653',20.4,0.7,2,17.07,2.67,1,b'2M',b'05 34 41.700',b'-05 26 53.16\r'
83.67391667,-5.6135,b'M',b'0534417-053648',0.0,0.0,0,19.26,3.29,1,b'2M',b'05 34 41.740',b'-05 36 48.60\r'
83.6745,-4.89394444,b'M',b'0534418-045338',0.0,0.0,0,16.62,2.74,1,b'2M',b'05 34 41.880',b'-04 53 38.20\r'
83.67525,-5.0755,b'M',b'0534420-050431',0.0,0.0,0,20.14,3.55,1,b'2M',b'05 34 42.060',b'-05 04 31.80\r'
83.67525,-5.98116667,b'M',b'0534420-055852',31.8,1.8,1,0.0,0.0,1,b'2M',b'05 34 42.060',b'-05 58 52.20\r'
83.67595833,-5.91961111,b'M',b'0534422-055510',0.0,0.0,0,18.28,2.91,1,b'2M',b'05 34 42.230',b'-05 55 10.60\r'
83.67665417,-5.21059722,b'M',b'0534423-051238',0.0,0.0,0,19.21,3.83,1,b'2M',b'05 34 42.397',b'-05 12 38.15\r'
83.67670833,-5.20516667,b'M',b'0534424-051218',25.5,0.8,3,14.15,2.41,1,b'2M',b'05 34 42.410',b'-05 12 18.60\r'
83.67704167,-5.3795,b'M',b'0534424-052246',0.0,0.0,0,16.6,0.0,1,b'2M',b'05 34 42.490',b'-05 22 46.20\r'
83.67675,-5.7237,b'M',b'0534424-054325',0.0,0.0,0,18.42,3.21,1,b'2M',b'05 34 42.420',b'-05 43 25.32\r'
83.67807083,-5.47710278,b'M',b'0534427-052837',22.6,0.7,3,16.38,2.86,1,b'2M',b'05 34 42.737',b'-05 28 37.57\r'
83.6786,-5.42121944,b'M',b'0534428-052516',33.6,2.0,3,17.64,3.05,1,b'2M',b'05 34 42.864',b'-05 25 16.39\r'
83.67895833,-5.33525,b'M',b'0534429-052006',22.4,7.1,3,14.81,2.06,1,b'2M',b'05 34 42.950',b'-05 20 06.90\r'
83.67977083,-5.74445278,b'M',b'0534431-054440',23.4,1.0,1,17.65,3.27,1,b'2M',b'05 34 43.145',b'-05 44 40.03\r'
83.67982917,-6.45405556,b'M',b'0534431-062714',22.8,0.5,1,0.0,0.0,1,b'2M',b'05 34 43.159',b'-06 27 14.60\r'
83.6803625,-6.28433333,b'M',b'0534432-061703',18.9,1.9,1,15.97,2.35,1,b'2M',b'05 34 43.287',b'-06 17 03.60\r'
83.6808625,-5.50195278,b'M',b'0534434-053007',25.4,0.4,1,16.07,2.25,1,b'2M',b'05 34 43.407',b'-05 30 07.03\r'
83.68132917,-4.86011389,b'M',b'0534435-045136',30.2,1.6,3,17.51,2.89,1,b'2M',b'05 34 43.519',b'-04 51 36.41\r'
83.68141667,-5.9695,b'M',b'0534435-055810',58.1,1.4,2,0.0,0.0,1,b'2M',b'05 34 43.540',b'-05 58 10.20\r'
83.68166667,-5.30766667,b'M',b'0534436-051827',15.4,1.1,3,11.0,0.56,1,b'2M',b'05 34 43.600',b'-05 18 27.60\r'
83.683875,-4.7975,b'M',b'0534441-044751',0.0,0.0,0,16.71,2.14,1,b'2M',b'05 34 44.130',b'-04 47 51.00\r'
83.68505417,-5.43504167,b'M',b'0534444-052606',0.0,0.0,0,19.16,3.89,1,b'2M',b'05 34 44.413',b'-05 26 06.15\r'
83.68519583,-5.93746389,b'B',b'0534444-055614',25.8,22.7,2,17.12,2.57,2,b'2M',b'05 34 44.447',b'-05 56 14.87\r'
83.68545833,-5.4107,b'M',b'0534445-052438',0.0,0.0,0,18.6,2.99,1,b'2M',b'05 34 44.510',b'-05 24 38.52\r'
83.68654167,-4.90141667,b'M',b'0534447-045405',0.0,0.0,0,19.57,3.45,1,b'2M',b'05 34 44.770',b'-04 54 05.10\r'
83.6865,-4.9447,b'M',b'0534447-045640',0.0,0.0,0,18.08,2.49,1,b'2M',b'05 34 44.760',b'-04 56 40.92\r'
83.68633333,-5.5617,b'M',b'0534447-053342',23.7,2.4,1,15.89,1.85,1,b'2M',b'05 34 44.720',b'-05 33 42.12\r'
83.6874125,-5.11376111,b'M',b'0534449-050649',30.6,0.8,4,14.93,1.82,1,b'2M',b'05 34 44.979',b'-05 06 49.54\r'
83.687625,-4.92761111,b'M',b'0534450-045539',0.0,0.0,0,18.56,3.0,1,b'2M',b'05 34 45.030',b'-04 55 39.40\r'
83.68754167,-4.9331,b'M',b'0534450-045559',0.0,0.0,0,0.0,0.0,1,b'2M',b'05 34 45.010',b'-04 55 59.16\r'
83.68783333,-5.1056,b'M',b'0534450-050620',0.0,0.0,0,19.14,3.45,1,b'2M',b'05 34 45.080',b'-05 06 20.16\r'
83.68829167,-5.1799,b'M',b'0534451-051047',29.4,0.9,2,16.52,2.49,1,b'2M',b'05 34 45.190',b'-05 10 47.64\r'
83.68812083,-6.35201944,b'M',b'0534451-062107',25.9,0.3,1,0.0,0.0,1,b'2M',b'05 34 45.149',b'-06 21 07.27\r'
83.68851667,-4.799475,b'B',b'0534452-044758',36.3,6.6,3,17.03,2.55,2,b'2M',b'05 34 45.244',b'-04 47 58.11\r'
83.68940417,-5.03552222,b'M',b'0534454-050207',29.5,0.3,4,16.01,2.35,1,b'2M',b'05 34 45.457',b'-05 02 07.88\r'
83.6897875,-4.60214167,b'M',b'0534455-043607',31.2,1.1,3,14.38,1.63,1,b'2M',b'05 34 45.549',b'-04 36 07.71\r'
83.68958333,-5.90563889,b'M',b'0534455-055420',0.0,0.0,0,18.08,2.87,1,b'2M',b'05 34 45.500',b'-05 54 20.30\r'
83.69004167,-5.98019444,b'M',b'0534456-055848',24.2,2.0,2,0.0,0.0,1,b'2M',b'05 34 45.610',b'-05 58 48.70\r'
83.69114583,-5.68602778,b'M',b'0534458-054109',25.7,0.7,1,17.38,3.12,1,b'2M',b'05 34 45.875',b'-05 41 09.70\r'
83.6912375,-5.80342222,b'M',b'0534458-054812',27.0,2.5,3,17.26,2.56,1,b'2M',b'05 34 45.897',b'-05 48 12.32\r'
83.69125,-5.4155,b'M',b'0534459-052455',21.1,4.1,3,15.77,2.16,1,b'2M',b'05 34 45.900',b'-05 24 55.80\r'
83.69216667,-6.09222222,b'M',b'0534461-060532',0.0,0.0,0,16.4,2.25,1,b'2M',b'05 34 46.120',b'-06 05 32.00\r'
83.6926875,-4.50259722,b'M',b'0534462-043009',4.6,0.8,3,0.0,0.0,1,b'2M',b'05 34 46.245',b'-04 30 09.35\r'
83.69275,-4.78738889,b'M',b'0534462-044714',0.0,0.0,0,19.58,3.33,1,b'2M',b'05 34 46.260',b'-04 47 14.60\r'
83.6930875,-4.48413611,b'M',b'0534463-042902',27.9,0.5,1,17.58,2.75,1,b'2M',b'05 34 46.341',b'-04 29 02.89\r'
83.69329583,-5.40884722,b'M',b'0534463-052431',25.8,0.7,1,14.95,2.04,1,b'2M',b'05 34 46.391',b'-05 24 31.85\r'
83.69295833,-5.6522,b'M',b'0534463-053907',26.8,0.6,2,14.36,2.02,1,b'2M',b'05 34 46.310',b'-05 39 07.92\r'
83.693375,-4.90055556,b'M',b'0534464-045402',0.0,0.0,0,0.0,0.0,1,b'2M',b'05 34 46.410',b'-04 54 02.00\r'
83.694,-5.3904,b'M',b'0534465-052325',27.7,1.0,2,17.84,3.12,1,b'2M',b'05 34 46.560',b'-05 23 25.44\r'
83.69491667,-5.4347,b'M',b'0534467-052604',16.2,1.8,1,18.64,2.81,1,b'2M',b'05 34 46.780',b'-05 26 04.92\r'
83.69504167,-5.3581,b'M',b'0534468-052129',24.4,3.4,3,17.39,2.61,1,b'2M',b'05 34 46.810',b'-05 21 29.16\r'
83.69557083,-4.986875,b'M',b'0534469-045912',32.3,0.3,1,15.61,1.92,1,b'2M',b'05 34 46.937',b'-04 59 12.75\r'
83.69579167,-5.5707,b'M',b'0534469-053414',0.0,0.0,0,7.98,0.41,1,b'2M',b'05 34 46.990',b'-05 34 14.52\r'
83.69579167,-5.5843,b'M',b'0534469-053503',0.0,0.0,0,18.93,3.06,1,b'2M',b'05 34 46.990',b'-05 35 03.48\r'
83.6956625,-5.87234444,b'M',b'0534469-055220',25.2,1.2,1,18.26,3.08,1,b'2M',b'05 34 46.959',b'-05 52 20.44\r'
83.69579167,-6.08022222,b'M',b'0534469-060448',0.0,0.0,0,0.0,0.0,1,b'2M',b'05 34 46.990',b'-06 04 48.80\r'
83.69591667,-5.85461111,b'M',b'0534470-055116',0.0,0.0,0,0.0,0.0,1,b'2M',b'05 34 47.020',b'-05 51 16.60\r'
83.69804167,-5.9658,b'B',b'0534475-055756',9.9,31.7,4,14.62,1.67,2,b'2M',b'05 34 47.530',b'-05 57 56.88\r'
83.69933333,-4.86530556,b'M',b'0534478-045155',0.0,0.0,0,19.13,3.76,1,b'2M',b'05 34 47.840',b'-04 51 55.10\r'
83.69955833,-5.51293611,b'M',b'0534478-053046',26.2,0.8,3,15.93,2.44,1,b'2M',b'05 34 47.894',b'-05 30 46.57\r'
83.6997875,-5.08194722,b'M',b'0534479-050455',30.0,0.8,3,15.59,2.03,1,b'2M',b'05 34 47.949',b'-05 04 55.01\r'
83.70045833,-5.3773,b'M',b'0534481-052238',0.0,0.0,0,16.29,0.0,1,b'2M',b'05 34 48.110',b'-05 22 38.28\r'
83.70058333,-5.708,b'M',b'0534481-054228',24.3,0.4,2,14.88,2.2,1,b'2M',b'05 34 48.140',b'-05 42 28.80\r'
83.70121667,-5.12038056,b'M',b'0534482-050713',21.4,0.6,3,16.33,2.18,1,b'2M',b'05 34 48.292',b'-05 07 13.37\r'
83.70104167,-5.5028,b'M',b'0534482-053010',0.0,0.0,0,20.19,3.48,1,b'2M',b'05 34 48.250',b'-05 30 10.08\r'
83.7011875,-5.54309167,b'M',b'0534482-053235',22.0,2.4,2,19.21,4.05,1,b'2M',b'05 34 48.285',b'-05 32 35.13\r'
