HC2000,m_HC2000,theta_orionis,APOGEE,RAJ2000,DEJ2000,_RAJ2000,_DEJ2000,obs_date,itime,sci_frames,tel_frames,teff,e_teff,teff_nirspao,e_teff_nirspao,vsini_nirspao,e_vsini_nirspao,rv_nirspao,rv_helio,e_rv_nirspao,airmass,e_airmass,pwv,e_pwv,veiling,e_veiling,veiling_param_O32,veiling_param_O33_nirspao,veiling_param_O35,lsf,e_lsf,noise,e_noise,model_dip_O32,model_std_O32,model_dip_O33,model_std_O33,model_dip_O35,model_std_O35,wave_offset_O32,e_wave_offset_O32,wave_offset_O33,e_wave_offset_O33,wave_offset_O35,e_wave_offset_O35,snr_O32,snr_O33,snr_O35,Kmag,e_Kmag,Hmag,e_Hmag,mass_literature,e_mass_literature,teff_chris,e_teff_chris,rv_chris,e_rv_chris,vsini_chris,e_vsini_chris,veiling_param_O33_chris,rv_apogee,e_rv_apogee,teff_apogee,e_teff_apogee,vsini_apogee,e_vsini_apogee,veiling_param_apogee,Hmag_apogee,e_Hmag_apogee,2MASS,Gaia DR2,teff_kounkel,e_teff_kounkel,logg_kounkel,e_logg_kounkel,rv_kounkel,e_rv_kounkel,ID_kim,pmRA_kim,e_pmRA_kim,pmDE_kim,e_pmDE_kim,Gaia DR3,plx,e_plx,plx_over_e,pmRA_gaia,e_pmRA_gaia,pmDE_gaia,e_pmDE_gaia,Gmag,e_Gmag,bp_rp,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_excess_noise,ruwe,ID_hillenbrand,mass_Hillenbrand,rv_tobin,e_rv_tobin,mass_BHAC15,e_mass_BHAC15,logL_BHAC15,e_logL_BHAC15,logg_BHAC15,e_logg_BHAC15,Mk_BHAC15,e_Mk_BHAC15,mk_BHAC15,e_mk_BHAC15,mass_MIST,e_mass_MIST,logg_MIST,e_logg_MIST,logL_MIST,e_logL_MIST,mass_Feiden,e_mass_Feiden,logg_Feiden,e_logg_Feiden,logL_Feiden,e_logL_Feiden,mass_Palla,e_mass_Palla,logL_Palla,e_logL_Palla,mass_DAntona,e_mass_DAntona,logL_DAntona,e_logL_DAntona,pmRA,e_pmRA,pmDE,e_pmDE,rv,e_rv,dist,e_dist,vRA,e_vRA,vDE,e_vDE,vt,e_vt,v,e_v,sep_to_trapezium
219,,,,83.813167,-5.396306,05 35 15.16,-05 23 46.7,2016-12-14,600.0,"[50, 51, 52, 53]","[44, 45, 45, 44]",3480.2,39.8,3480.2,39.8,20.82,0.93,23.84,23.75,0.60,1.07,0.02,1.52,0.07,57489.25,7643.64,0.46,0.40,nan,5.47,0.13,1.20,0.02,0.14,0.04,0.30,0.06,nan,nan,-0.12163,0.01526,0.15492,0.01647,nan,nan,16.45,27.21,nan,10.918000,0.012000,11.490000,0.008000,nan,nan,3486.0,57.0,24.08,0.48,20.78,1.40,0.43,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,87,1.87,0.06,-0.65,0.02,3017363960251388288,2.5111,0.1522,16.49865,1.724,0.335,-0.538,0.236,15.847470,0.017036,0.7821884155273438,213.0,-8.592066,0.47321751713752747,0.60764474,464,nan,nan,nan,0.32933,0.02957,-0.67015,0.20732,3.74173,0.19297,3.66856,0.53900,11.61831,0.53909,0.34805,0.03074,3.74190,0.19323,-0.64108,0.20943,0.34765,0.04226,3.69135,0.29625,-0.59265,0.26033,0.29637,0.03131,0.20155,0.13292,nan,nan,nan,nan,1.87,0.06,-0.65,0.02,23.75,0.60,398.23,24.14,3.45,0.11,-1.20,0.04,3.65,0.11,24.03,0.59,0.009574245273363598
324,,,,83.811833,-5.387778,05 35 14.84,-05 23 16.0,2016-12-14,1200.0,"[56, 57, 58]","[54, 55, 55]",3435.8,29.3,3435.8,29.3,4.30,1.50,30.90,30.70,0.32,1.25,0.03,1.55,0.10,401.00,500.19,0.00,0.00,nan,5.24,0.20,1.04,0.02,0.18,0.05,0.28,0.06,nan,nan,-0.09762,0.01763,-0.31366,0.01816,nan,nan,8.52,15.76,nan,11.899000,0.012000,12.060000,0.007000,nan,nan,3449.0,36.0,30.77,0.34,5.12,1.21,0.01,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,226,0.70,0.55,-1.87,0.04,3017364028960744704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,0.30438,0.02248,-0.71255,0.20314,3.73175,0.19600,3.76335,0.53274,11.71310,0.53283,0.32201,0.02330,3.73030,0.19156,-0.68557,0.20103,0.32287,0.03262,3.66802,0.29583,-0.62364,0.27592,0.26351,0.02384,0.17033,0.11260,nan,nan,nan,nan,0.70,0.55,-1.87,0.04,30.70,0.32,nan,nan,1.29,1.01,-3.45,0.08,3.68,0.36,30.92,0.32,0.005891901842348992
295,,,,83.823208,-5.390250,05 35 17.57,-05 23 24.9,2018-02-11,450.0,"[26, 27, 29, 30]","[41, 42, 42, 41]",3506.9,65.0,3506.9,65.0,24.25,1.36,43.20,20.69,0.95,1.01,0.01,2.30,0.08,100171.20,14292.14,0.79,0.69,nan,5.23,0.13,1.01,0.01,0.14,0.04,0.24,0.05,nan,nan,-0.05657,0.01380,-0.21074,0.01738,nan,nan,13.12,20.31,nan,10.501000,0.010000,11.787000,0.008000,nan,nan,3662.0,305.0,21.85,0.93,22.69,7.18,0.76,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,3017364063325260160,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,554,nan,nan,nan,0.34433,0.04379,-0.64465,0.22672,3.74773,0.19712,3.61156,0.58010,11.56131,0.58018,0.36374,0.04723,3.74775,0.19791,-0.61452,0.22933,0.36222,0.05742,3.70385,0.30375,-0.57391,0.26031,0.31614,0.04995,0.22033,0.16325,nan,nan,nan,nan,nan,nan,nan,nan,20.69,0.95,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.005924680937354057
313,,,,83.822792,-5.389194,05 35 17.47,-05 23 21.1,2018-02-11,180.0,"[33, 34, 35, 36]","[41, 42, 42, 41]",3564.9,74.1,3564.9,74.1,10.41,1.02,48.85,26.21,0.37,1.01,0.01,2.40,0.08,95716.54,13042.82,0.73,0.63,nan,5.07,0.12,1.00,0.00,0.31,0.11,0.64,0.13,nan,nan,-0.04067,0.01303,-0.15243,0.01696,nan,nan,13.99,21.76,nan,9.687000,0.007000,10.459000,0.005000,nan,nan,4206.0,235.0,26.35,0.19,10.04,0.93,0.64,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,198,1.07,0.86,3.21,0.20,3017364063328048000,2.1186,0.1106,19.155842,-0.881,0.162,2.315,0.132,14.625023,0.011485,0.773951530456543,173.0,-2.0196655,0.4428809881210327,0.8896296,9180,0.3199999928474426,nan,nan,0.37691,0.05388,-0.58925,0.22820,3.76076,0.19468,3.48774,0.57890,11.43749,0.57898,0.39836,0.05629,3.76098,0.19417,-0.55975,0.22785,0.39278,0.06524,3.72672,0.28796,-0.53318,0.24786,0.35907,0.05741,0.26111,0.18931,nan,nan,nan,nan,1.07,0.86,3.21,0.20,26.21,0.37,472.01,24.64,1.97,1.59,5.92,0.37,6.24,0.61,26.94,0.39,0.005186606405880938
332,,,2M05351778-0523155,83.824250,-5.387667,05 35 17.82,-05 23 15.6,2018-02-11,300.0,"[37, 38, 39, 40]","[41, 42, 42, 41]",3997.3,36.1,3997.3,36.1,16.47,0.40,48.15,25.45,0.27,1.02,0.01,2.61,0.10,290.33,330.15,0.00,0.00,nan,5.07,0.12,1.05,0.02,0.42,0.12,0.86,0.17,nan,nan,0.01425,0.01375,-0.10897,0.01381,nan,nan,14.07,23.92,nan,9.870000,0.004000,10.169000,0.004000,nan,nan,4012.0,37.0,25.43,0.32,16.48,0.43,0.01,25.69,0.55,4098.62,13.74,18.31,0.61,0.53,9.649,0.021,2M05351778-0523155,3017364059023821824,4027.0,28.3761,4.04638,0.125935,25.2421,0.825503,183,-1.61,0.17,0.60,0.38,3017364059023821696,2.4683,0.0512,48.164833,-1.451,0.043,0.351,0.042,14.363044,0.007413,0.9084892272949219,273.0,-6.2460523,0.2741408050060272,0.7411461,562,0.25,nan,nan,0.67189,0.06199,-0.21092,0.17063,3.83719,0.16620,2.74622,0.41028,10.69597,0.41039,0.68531,0.07338,3.84353,0.16949,-0.20809,0.15944,0.64441,0.07289,3.83082,0.19079,-0.22329,0.17320,0.72528,0.03767,0.81347,0.34759,0.58562,0.08056,-0.34628,0.13418,-1.61,0.17,0.60,0.38,25.45,0.27,405.14,8.40,-2.97,0.31,1.11,0.70,3.17,0.38,25.65,0.27,0.00647508608035852
331,,,,83.826042,-5.387694,05 35 18.25,-05 23 15.7,2018-02-11,450.0,"[43, 44, 45, 46]","[41, 42, 42, 41]",3597.6,103.1,3597.6,103.1,18.59,1.14,54.22,31.43,0.70,1.09,0.02,2.34,0.10,99206.56,17450.70,0.74,0.64,nan,5.04,0.15,1.00,0.00,0.17,0.05,0.32,0.07,nan,nan,-0.01187,0.01484,-0.17161,0.01587,nan,nan,11.77,19.28,nan,10.563000,0.003000,11.536000,0.006000,nan,nan,4034.0,452.0,31.83,0.69,18.92,1.17,0.64,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,121,1.26,0.24,1.03,0.04,3017364063325254528,2.7178,0.1503,18.078259,0.755,0.165,0.713,0.164,15.857067,0.013080,0.7642707824707031,228.0,-4.521297,0.5694571733474731,0.7919062,582,0.2199999988079071,nan,nan,0.39528,0.07369,-0.55802,0.25203,3.76811,0.19828,3.41793,0.62239,11.36768,0.62246,0.41844,0.07682,3.76851,0.19968,-0.53084,0.24838,0.40965,0.08149,3.73783,0.29265,-0.51018,0.25901,0.38327,0.08265,0.28411,0.23808,nan,nan,nan,nan,1.26,0.24,1.03,0.04,31.43,0.70,367.94,20.35,2.32,0.44,1.90,0.08,3.00,0.35,31.57,0.70,0.008257666002081436
337,,,2M05351866-0523139,83.827792,-5.387222,05 35 18.67,-05 23 14.0,2018-02-11,60.0,"[47, 48, 49, 50]","[51, 52, 52, 51]",4652.1,284.4,4652.1,284.4,20.24,10.44,54.41,31.91,0.28,1.16,0.07,2.38,0.15,1654719.98,521619.22,7.35,6.38,5.48,7.84,0.42,1.50,0.04,1.13,0.55,0.53,0.12,0.64,0.15,0.09735,0.00676,-0.17566,0.01189,-0.31806,0.02774,36.30,50.45,63.83,7.635000,0.020000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.91,0.28,5103.0,5.0,39.12,1.17,1.21,9.201,0.036,2M05351866-0523139,3017364059023825408,4714.51,159.792,4.7017,0.251161,2.33084,nan,,nan,nan,nan,nan,3017364059023825280,2.4597,0.0466,52.76682,-0.218,0.040,0.072,0.036,13.942808,0.051314,1.155649185180664,368.0,10.986964,0.3288971185684204,1.4339302,596,1.0700000524520874,nan,nan,1.39875,0.20472,0.31925,0.26812,3.89000,0.16553,1.84125,0.57134,9.79100,0.57142,1.25201,0.41517,3.90888,0.17070,0.25210,0.37296,1.19705,0.42289,3.90578,0.18414,0.23425,0.38256,1.59306,0.50258,2.71137,2.83979,1.01633,0.32047,0.10241,0.35537,-0.22,0.04,0.07,0.04,31.91,0.28,406.55,7.70,-0.40,0.07,0.13,0.07,0.42,0.07,31.91,0.28,0.010019855878480928
375,,,2M05351697-0523009,83.820750,-5.383611,05 35 16.98,-05 23 01.0,2018-02-11,180.0,"[53, 54, 55, 56]","[51, 52, 52, 51]",4040.9,115.3,4040.9,115.3,26.45,0.87,55.49,32.60,0.56,1.25,0.01,1.81,0.07,95791.10,9716.76,0.54,0.48,nan,5.17,0.11,1.21,0.02,0.62,0.21,1.21,0.24,nan,nan,0.08448,0.00947,-0.15347,0.01199,nan,nan,22.25,34.68,nan,9.345718,0.003905,9.756000,0.003000,nan,nan,4225.0,244.0,33.19,0.45,26.95,0.70,0.41,33.28,0.3,4228.79,6.23,29.65,0.73,0.59,9.868,0.029,2M05351697-0523009,3017364063330453504,4124.73,80.2733,4.1075,0.2247,2.0263,nan,560,0.78,0.13,1.15,0.04,3017364063330453504,2.5527,0.0497,51.3701,1.421,0.041,1.087,0.037,13.923362,0.008482,1.0491342544555664,331.0,-4.6885295,0.29979586601257324,0.8208975,533,0.25,nan,nan,0.70658,0.12577,-0.17407,0.23650,3.84132,0.17546,2.67881,0.52492,10.62856,0.52501,0.71590,0.13065,3.84974,0.18062,-0.17646,0.21714,0.67278,0.12831,3.83804,0.20401,-0.19297,0.22621,0.76565,0.12592,0.88129,0.55400,0.60723,0.11994,-0.31589,0.19047,0.78,0.13,1.15,0.04,32.60,0.56,391.74,7.63,1.44,0.24,2.12,0.08,2.56,0.15,32.70,0.56,0.005217379117538941
388,,,,83.823167,-5.382444,05 35 17.56,-05 22 56.8,2018-02-11,120.0,"[57, 58, 59, 60]","[61, 62, 62, 61]",4234.5,141.4,4234.5,141.4,18.14,0.78,53.36,30.44,0.44,1.34,0.02,1.76,0.05,124092.33,10881.61,0.65,0.57,nan,5.03,0.08,1.03,0.01,0.58,0.18,1.16,0.22,nan,nan,0.05912,0.00919,-0.29794,0.01054,nan,nan,16.94,26.77,nan,9.096000,0.004000,9.598000,0.003000,nan,nan,4279.0,142.0,30.59,0.46,17.83,1.46,0.52,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,532,0.65,0.23,0.35,0.04,3017364063333454336,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,553,0.949999988079071,27.200000762939453,2.0,0.87689,0.16860,-0.02080,0.25558,3.86769,0.17368,2.41236,0.55298,10.36211,0.55307,0.85738,0.16300,3.87418,0.17934,-0.04112,0.23495,0.80954,0.16084,3.86450,0.19634,-0.05775,0.24325,0.98743,0.18816,1.23982,0.84891,0.71108,0.15127,-0.18714,0.21533,0.65,0.23,0.35,0.04,30.44,0.44,nan,nan,1.20,0.42,0.65,0.07,1.36,0.38,30.47,0.44,0.007663696569765995
425,,,,83.824792,-5.379306,05 35 17.95,-05 22 45.5,2018-02-12,60.0,"[47, 48, 49, 50]","[51, 52, 52, 51]",3546.2,20.3,3546.2,20.3,21.56,0.32,47.44,24.69,0.33,1.01,0.01,1.05,0.04,331.68,394.09,0.00,0.00,nan,5.01,0.09,2.26,0.03,4.39,1.45,9.25,1.96,nan,nan,-0.09290,0.00921,-0.22788,0.01123,nan,nan,45.96,65.59,nan,nan,nan,nan,nan,nan,nan,3576.0,22.0,24.94,0.25,21.83,0.32,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,3017364127743299328,2.4841,0.0410,60.580605,2.368,0.034,2.666,0.030,11.430308,0.003529,1.6471166610717773,410.0,13.362499,0.3000805974006653,1.5042489,567,1.0399999618530273,nan,nan,0.36640,0.02188,-0.60711,0.18215,3.75656,0.18444,3.52766,0.47891,11.47741,0.47900,0.38716,0.02228,3.75669,0.18116,-0.57699,0.18265,0.38299,0.03658,3.71987,0.25729,-0.54637,0.22304,0.34523,0.01612,0.24796,0.12946,nan,nan,nan,nan,2.37,0.03,2.67,0.03,24.69,0.33,402.56,6.64,4.37,0.07,4.92,0.07,6.58,0.08,25.55,0.32,0.011082383147174423
713,,,,83.827958,-5.382472,05 35 18.71,-05 22 56.9,2018-02-12,90.0,"[54, 55, 56, 57]","[51, 52, 52, 51]",4698.5,184.7,4698.5,184.7,6.91,1.81,45.89,23.00,0.49,1.01,0.01,0.98,0.03,502247.81,65868.51,2.31,2.04,nan,4.78,0.11,1.55,0.02,0.80,0.31,1.18,0.24,nan,nan,-0.05114,0.01022,-0.20251,0.01084,nan,nan,29.19,40.88,nan,nan,nan,9.627000,0.003000,nan,nan,4988.0,192.0,22.95,0.31,6.75,1.54,1.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,3017364063333443328,2.4702,0.0476,51.909832,-0.587,0.040,1.894,0.035,14.418281,0.009079,1.2045021057128906,382.0,0.6242319,0.29200321435928345,1.0219564,598,0.5400000214576721,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.30700,0.28442,3.91054,0.16461,0.28635,0.29932,1.25289,0.28006,3.90828,0.17553,0.26880,0.30515,1.64225,0.37460,2.97711,2.19487,1.05931,0.2277,0.13508,0.28231,-0.59,0.04,1.89,0.04,23.00,0.49,404.83,7.80,-1.08,0.07,3.49,0.07,3.66,0.07,23.29,0.48,0.011516428678026006
408,,,,83.830083,-5.380750,05 35 19.22,-05 22 50.7,2018-02-12,450.0,"[58, 59, 60, 61]","[51, 52, 52, 51]",3543.6,46.2,3543.6,46.2,50.45,1.41,45.79,22.87,1.09,1.06,0.02,1.01,0.05,975.80,1186.07,0.01,0.01,nan,5.33,0.12,1.29,0.02,0.30,0.11,0.57,0.13,nan,nan,0.00385,0.01330,-0.14847,0.01474,nan,nan,19.25,30.77,nan,10.521000,0.003000,10.860000,0.004000,nan,nan,3660.0,105.0,23.52,0.94,50.79,1.85,0.02,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,143,-1.51,0.71,-1.07,0.10,3017364097690179712,2.5709,0.0631,40.773106,-1.105,0.056,-0.140,0.049,15.556440,0.005732,1.1250848770141602,325.0,-5.561532,0.24722878634929657,0.7871414,9250,0.6800000071525574,nan,nan,0.36494,0.03577,-0.60960,0.20561,3.75598,0.19042,3.53321,0.53096,11.48296,0.53104,0.38560,0.03784,3.75608,0.18814,-0.57942,0.20634,0.38162,0.05012,3.71892,0.27793,-0.54821,0.23747,0.34330,0.03555,0.24614,0.15370,nan,nan,nan,nan,-1.51,0.71,-1.07,0.10,22.87,1.09,388.97,9.55,-2.78,1.31,-1.97,0.19,3.41,1.07,23.12,1.09,0.014203074742707508
410,,,,83.821333,-5.380583,05 35 17.12,-05 22 50.1,2018-02-12,600.0,"[64, 65, 66, 67]","[62, 63, 63, 62]",3825.3,101.8,3825.3,101.8,58.78,1.84,45.21,22.17,1.53,1.14,0.03,1.08,0.07,1594.70,1932.51,0.01,0.01,nan,5.24,0.17,1.01,0.01,0.13,0.05,0.25,0.06,nan,nan,0.18799,0.02039,0.34587,0.02059,nan,nan,10.03,18.01,nan,11.181000,0.006000,11.200000,0.006000,nan,nan,3910.0,94.0,21.42,1.91,57.77,2.25,0.03,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,62,-0.85,0.29,0.32,0.12,3017364132041596288,2.5220,0.1132,22.271063,-0.214,0.091,0.269,0.079,15.699791,0.005885,0.7933244705200195,294.0,-10.169132,0.47407668828964233,0.6068115,539,nan,nan,nan,0.54357,0.09609,-0.35772,0.22849,3.81307,0.18889,3.00851,0.53048,10.95826,0.53057,0.56409,0.10160,3.81628,0.18604,-0.34187,0.21986,0.53717,0.10442,3.79697,0.22626,-0.34490,0.23086,0.56964,0.09337,0.55701,0.34948,0.50282,0.07847,-0.46883,0.19257,-0.85,0.29,0.32,0.12,22.17,1.53,396.51,17.80,-1.57,0.53,0.59,0.22,1.67,0.51,22.23,1.53,0.008130243857883676
436,,,,83.826583,-5.377083,05 35 18.38,-05 22 37.5,2018-02-12,90.0,"[70, 71, 72, 73]","[74, 75, 75, 74]",3707.8,65.2,3707.8,65.2,16.28,0.67,55.76,32.60,0.28,1.40,0.02,1.09,0.04,22408.77,5920.53,0.15,0.13,nan,5.06,0.08,1.58,0.03,1.70,0.55,3.49,0.71,nan,nan,-0.09838,0.00904,0.18272,0.01094,nan,nan,27.77,42.45,nan,nan,nan,nan,nan,nan,nan,3658.0,347.0,32.93,0.08,16.30,0.90,0.11,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,3017364162103039104,2.5695,0.0303,84.7821,0.544,0.026,0.705,0.022,12.350795,0.004502,1.4903955459594727,399.0,1.137523,0.1997912973165512,1.0399878,589,2.7300000190734863,nan,nan,0.46484,0.06277,-0.45922,0.20945,3.78945,0.18357,3.20548,0.51452,11.15523,0.51461,0.48741,0.06299,3.79294,0.18420,-0.43632,0.20114,0.46574,0.07221,3.76850,0.23375,-0.43265,0.21679,0.47246,0.05750,0.40977,0.24288,0.44082,0.04864,-0.56058,0.17856,0.54,0.03,0.70,0.02,32.60,0.28,389.18,4.59,1.00,0.05,1.30,0.04,1.64,0.05,32.64,0.28,0.01393207070633134
354,B2,B,,83.817125,-5.385222,05 35 16.11,-05 23 06.8,2018-02-13,120.0,"[25, 26, 27, 28]","[40, 41, 41, 40]",5017.1,200.5,5017.1,200.5,17.41,2.73,50.71,27.67,1.60,1.01,0.01,1.81,0.03,763532.37,169533.60,3.26,2.87,nan,5.31,0.07,2.80,0.04,1.52,0.64,1.99,0.42,nan,nan,-0.07288,0.00745,-0.16756,0.01092,nan,nan,61.79,83.89,nan,nan,nan,nan,nan,16.3,0.8150000000000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,3017364132049943680,2.6548,0.0424,62.66961,-0.323,0.035,1.200,0.028,7.831552,0.002900,0.532719612121582,416.0,12.256504,0.26229366660118103,1.4557229,1863,7.179999828338623,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.74136,0.51998,3.90126,0.17534,0.53423,0.36413,1.69748,0.54604,3.90823,0.17500,0.51472,0.37041,1.97997,0.40409,4.80176,4.17072,1.489,0.50545,0.40306,0.37319,-0.32,0.04,1.20,0.03,27.67,1.60,376.68,6.02,-0.60,0.06,2.21,0.05,2.29,0.06,27.76,1.59,0.002738517660821299
354,B3,B,,83.817125,-5.385222,05 35 16.11,-05 23 06.8,2018-02-13,120.0,"[25, 26, 27, 28]","[40, 41, 41, 40]",5010.1,213.3,5010.1,213.3,17.84,3.40,50.83,27.80,1.81,1.01,0.01,1.81,0.03,747698.54,157715.72,3.19,2.82,nan,5.30,0.09,2.80,0.05,1.53,0.64,2.01,0.42,nan,nan,-0.07338,0.00836,-0.17215,0.01227,nan,nan,61.79,83.89,nan,nan,nan,nan,nan,16.3,0.8150000000000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,3017364132049943680,2.6548,0.0424,62.66961,-0.323,0.035,1.200,0.028,7.831552,0.002900,0.532719612121582,416.0,12.256504,0.26229366660118103,1.4557229,1863,7.179999828338623,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.73112,0.53789,3.90190,0.17651,0.52859,0.37431,1.68704,0.56411,3.90856,0.17562,0.50926,0.38023,1.97255,0.41441,4.76167,4.29897,1.47683,0.53124,0.39649,0.38447,-0.32,0.04,1.20,0.03,27.80,1.81,376.68,6.02,-0.60,0.06,2.21,0.05,2.29,0.06,27.89,1.80,0.002738517660821299
354,B1,B,,83.817125,-5.385222,05 35 16.11,-05 23 06.8,2018-02-13,30.0,"[32, 33, 34, 35]","[40, 41, 41, 40]",6728.7,217.4,6728.7,217.4,27.19,6.72,72.98,49.91,4.88,1.01,0.01,1.70,0.03,90970.69,91460.90,0.28,0.25,nan,5.07,0.08,2.27,0.04,3.49,1.76,2.58,0.96,nan,nan,-0.17007,0.00957,-0.27488,0.01100,nan,nan,48.05,66.94,nan,nan,nan,nan,nan,16.3,0.8150000000000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,3017364132049943680,2.6548,0.0424,62.66961,-0.323,0.035,1.200,0.028,7.831552,0.002900,0.532719612121582,416.0,12.256504,0.26229366660118103,1.4557229,1863,7.179999828338623,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.84891,0.61888,3.50327,0.16030,1.64416,0.26957,2.93724,0.65025,3.48094,0.16059,1.68945,0.28025,2.37072,0.31049,28.70270,15.56306,nan,nan,nan,nan,-0.32,0.04,1.20,0.03,49.91,4.88,376.68,6.02,-0.60,0.06,2.21,0.05,2.29,0.06,49.96,4.87,0.002738517660821299
354,B4,B,,83.817125,-5.385222,05 35 16.11,-05 23 06.8,2018-02-13,600.0,"[36, 37, 38, 39]","[40, 41, 41, 40]",2666.3,266.2,2666.3,266.2,63.07,3.95,45.94,22.82,2.65,1.02,0.02,1.22,0.10,967.41,1339.68,0.02,0.01,nan,5.02,0.21,1.21,0.03,0.11,0.04,0.26,0.07,nan,nan,-0.13245,0.02637,-0.16541,0.02124,nan,nan,8.42,18.83,nan,nan,nan,nan,nan,16.3,0.8150000000000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,3017364132049943680,2.6548,0.0424,62.66961,-0.323,0.035,1.200,0.028,7.831552,0.002900,0.532719612121582,416.0,12.256504,0.26229366660118103,1.4557229,1863,7.179999828338623,nan,nan,0.02701,0.04351,-2.23576,0.81005,3.75496,0.22029,7.37547,1.90992,15.32522,1.90994,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.32,0.04,1.20,0.03,22.82,2.65,376.68,6.02,-0.60,0.06,2.21,0.05,2.29,0.06,22.93,2.64,0.002738517660821299
522,A,,,83.817875,-5.369556,05 35 16.29,-05 22 10.4,2019-01-12,450.0,"[36, 37, 38, 39]","[40, 41, 41, 40]",3414.9,19.2,3414.9,19.2,33.98,0.72,37.43,25.04,0.47,1.16,0.01,1.14,0.03,39478.51,3339.49,0.34,0.29,nan,5.66,0.08,1.02,0.01,0.00,0.00,0.00,0.00,nan,nan,-0.03471,0.00872,0.10605,0.00919,nan,nan,21.62,30.30,nan,10.430000,0.004000,11.716000,0.009000,nan,nan,3441.0,24.0,24.75,0.47,33.48,1.98,0.31,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,642,-0.69,0.11,0.48,0.33,3017364166401422336,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,511,0.2199999988079071,nan,nan,0.29420,0.01645,-0.73391,0.19716,3.72652,0.19633,3.81246,0.52121,11.76221,0.52130,0.30962,0.01729,3.71968,0.19016,-0.70256,0.19848,0.31091,0.02532,3.65518,0.29178,-0.63794,0.27586,0.24804,0.01646,0.15564,0.09808,nan,nan,nan,nan,-0.69,0.11,0.48,0.33,25.04,0.47,nan,nan,-1.27,0.20,0.89,0.61,1.55,0.39,25.09,0.47,0.018333311286196263
