molecule,isotope,frequency,intensity,einstein_a,air_halfwidth,self_halfwidth,lower_energy,t_exponent,p_shift,upper_global,lower_global,upper_local,lower_local,err1,err2,err3,err4,err5,err6,ref1,ref2,ref3,ref4,ref5,ref6,mixing_flag,upper_weight,lower_weight
5,1,4274.7407,2.546e-21,0.4731,0.0676,0.075,23.0695,0.74,-0.00405,              2,              0,,     R  3,4,6,7,6,6,3,2,3,2,2,1,1,,9,7
5,1,4275.1805,1.617e-26,1.851,0.0483,0.052,3105.6479,0.67,0,              3,              1,,     R 22,4,6,7,6,2,0,2,2,2,2,1,0,,47,45
5,4,4276.1981,4.658e-26,0.5921,0.0475,0.051,1032.6565,0.67,0,              2,              0,,     R 23,4,6,7,6,2,0,2,2,2,2,1,0,,294,282
5,1,4277.2699,1.111e-26,1.866,0.0475,0.051,3192.9814,0.67,0,              3,              1,,     R 23,4,6,7,6,2,0,2,2,2,2,1,0,,49,47
5,4,4278.2201,3.158e-26,0.5968,0.0469,0.05,1122.2854,0.67,0,              2,              0,,     R 24,4,6,7,6,2,0,2,2,2,2,1,0,,306,294
5,1,4278.2343,2.971e-21,0.4875,0.065,0.073,38.4481,0.74,-0.00401,              2,              0,,     R  4,4,6,7,6,6,3,2,3,2,2,1,1,,11,9
5,1,4279.2859,7.479e-27,1.881,0.0469,0.05,3284.0845,0.67,0,              3,              1,,     R 24,4,6,7,6,2,0,2,2,2,2,1,0,,51,49
5,4,4280.1712,2.1e-26,0.6017,0.0464,0.048,1215.6204,0.67,0,              2,              0,,     R 25,4,6,7,6,2,0,2,2,2,2,1,0,,318,306
5,1,4281.2281,4.936e-27,1.897,0.0464,0.048,3378.9536,0.67,0,              3,              1,,     R 25,4,6,7,6,2,0,2,2,2,2,1,0,,53,51
5,1,4281.657,3.267e-21,0.4989,0.0629,0.07,57.6704,0.74,-0.00425,              2,              0,,     R  5,4,6,7,6,6,3,2,3,2,2,1,1,,13,11
5,4,4282.0513,1.37e-26,0.6067,0.0457,0.047,1312.6581,0.67,0,              2,              0,,     R 26,4,6,6,6,2,0,2,2,2,2,1,0,,330,318
5,1,4283.0966,3.194e-27,1.912,0.0457,0.047,3477.5851,0.67,0,              3,              1,,     R 26,4,6,6,6,2,0,2,2,2,2,1,0,,55,53
5,4,4283.8603,8.761e-27,0.6114,0.0451,0.046,1413.3947,0.67,0,              2,              0,,     R 27,4,6,6,6,2,0,2,2,2,2,1,0,,342,330
5,1,4284.8911,2.027e-27,1.927,0.0451,0.046,3579.9751,0.67,0,              3,              1,,     R 27,4,6,6,6,2,0,2,2,2,2,1,0,,57,55
5,1,4285.0089,3.429e-21,0.5084,0.0612,0.069,80.7354,0.75,-0.00411,              2,              0,,     R  6,4,6,7,6,6,3,2,3,2,2,1,1,,15,13
5,4,4285.5981,5.499e-27,0.6164,0.0446,0.045,1517.8266,0.67,0,              2,              0,,     R 28,4,6,6,6,2,0,2,2,2,2,1,0,,354,342
5,1,4286.6115,1.261e-27,1.942,0.0446,0.045,3686.1197,0.67,0,              3,              1,,     R 28,4,6,6,6,2,0,2,2,2,2,1,0,,59,57
5,4,4287.2644,3.386e-27,0.6214,0.0441,0.043,1625.9498,0.67,0,              2,              0,,     R 29,4,6,6,6,2,0,2,2,2,2,1,0,,366,354
5,1,4288.2576,7.697e-28,1.958,0.0441,0.043,3796.0148,0.67,0,              3,              1,,     R 29,4,6,6,6,2,0,2,2,2,2,1,0,,61,59
5,1,4288.2898,3.459e-21,0.5166,0.0599,0.067,107.6424,0.75,-0.00408,              2,              0,,     R  7,4,6,7,6,6,3,2,3,2,2,1,1,,17,15
5,4,4288.8592,2.045e-27,0.6263,0.0436,0.043,1737.7603,0.67,0,              2,              0,,     R 30,4,6,6,6,2,0,2,2,2,2,1,0,,378,366
5,1,4289.8293,4.606e-28,1.972,0.0436,0.043,3909.6562,0.67,0,              3,              1,,     R 30,4,6,6,6,2,0,2,2,2,2,1,0,,63,61
5,4,4290.3824,1.212e-27,0.6311,0.043,0.042,1853.254,0.67,0,              2,              0,,     R 31,4,6,6,6,2,0,2,2,2,2,1,0,,390,378
5,1,4291.3265,2.706e-28,1.988,0.043,0.042,4027.0394,0.67,0,              3,              1,,     R 31,4,6,6,6,2,0,2,2,2,2,1,0,,65,63
5,1,4291.4994,3.372e-21,0.524,0.0589,0.066,138.3904,0.75,-0.0042,              2,              0,,     R  8,4,6,7,6,6,3,2,3,2,2,1,1,,19,17
5,4,4291.8337,7.048e-28,0.6359,0.0425,0.041,1972.4265,0.67,0,              2,              0,,     R 32,4,6,6,6,2,0,2,2,2,2,1,0,,402,390
5,1,4292.749,1.559e-28,2.003,0.0425,0.041,4148.16,0.67,0,              3,              1,,     R 32,4,6,6,6,2,0,2,2,2,2,1,0,,67,65
5,4,4293.2131,4.024e-28,0.6409,0.042,0.041,2095.2734,0.67,0,              2,              0,,     R 33,4,6,6,6,2,0,2,2,2,2,1,0,,414,402
5,1,4294.0967,8.815e-29,2.019,0.042,0.041,4273.0132,0.67,0,              3,              1,,     R 33,4,6,6,6,2,0,2,2,2,2,1,0,,69,67
5,4,4294.5204,2.254e-28,0.6457,0.042,0.041,2221.7901,0.67,0,              2,              0,,     R 34,4,6,6,6,2,0,2,2,2,2,1,0,,426,414
5,1,4294.6378,3.187e-21,0.5309,0.058,0.064,172.978,0.75,-0.00415,              2,              0,,     R  9,4,6,7,6,6,3,2,3,2,2,1,1,,21,19
5,1,4295.3694,4.889e-29,2.035,0.042,0.041,4401.5943,0.67,0,              3,              1,,     R 34,4,6,6,6,2,0,2,2,2,2,1,0,,71,69
5,4,4295.7555,1.24e-28,0.6509,0.042,0.041,2351.9719,0.67,0,              2,              0,,     R 35,4,6,6,2,2,0,2,2,2,2,1,0,,438,426
5,1,4296.5669,2.659e-29,2.049,0.042,0.041,4533.8982,0.67,0,              3,              1,,     R 35,4,6,6,2,2,0,2,2,2,2,1,0,,73,71
5,4,4296.9182,6.693e-29,0.6557,0.042,0.041,2485.8139,0.67,0,              2,              0,,     R 36,4,6,6,2,2,0,2,2,2,2,1,0,,450,438
5,1,4297.6892,1.42e-29,2.064,0.042,0.041,4669.9199,0.67,0,              3,              1,,     R 36,4,6,6,2,2,0,2,2,2,2,1,0,,75,73
5,1,4297.7046,2.926e-21,0.5372,0.0573,0.063,211.4041,0.75,-0.0042,              2,              0,,     R 10,4,6,7,6,6,3,2,3,2,2,1,1,,23,21
5,4,4298.0084,3.547e-29,0.6607,0.042,0.041,2623.3112,0.67,0,              2,              0,,     R 37,4,6,6,2,2,0,2,2,2,2,1,0,,462,450
5,1,4298.7361,7.447e-30,2.08,0.042,0.041,4809.654,0.67,0,              3,              1,,     R 37,4,6,6,2,2,0,2,2,2,2,1,0,,77,75
5,4,4299.026,1.845e-29,0.6655,0.042,0.041,2764.4585,0.67,0,              2,              0,,     R 38,4,6,6,2,2,0,2,2,2,2,1,0,,474,462
5,1,4299.7074,3.831e-30,2.096,0.042,0.041,4953.0953,0.67,0,              3,              1,,     R 38,4,6,6,2,2,0,2,2,2,2,1,0,,79,77
5,4,4299.9708,9.426e-30,0.6706,0.042,0.041,2909.2507,0.67,0,              2,              0,,     R 39,4,6,6,2,2,0,2,2,2,2,1,0,,486,474
5,1,4300.603,1.935e-30,2.112,0.042,0.041,5100.2381,0.67,0,              3,              1,,     R 39,4,6,6,2,2,0,2,2,2,2,1,0,,81,79
5,1,4300.6999,2.616e-21,0.5433,0.0567,0.062,253.6672,0.74,-0.00413,              2,              0,,     R 11,4,6,7,6,6,3,2,3,2,2,1,1,,25,23
5,4,4300.8427,4.728e-30,0.6757,0.042,0.041,3057.6824,0.67,0,              2,              0,,     R 40,4,6,6,2,2,0,2,2,2,2,1,0,,498,486
5,1,4301.4228,9.588e-31,2.126,0.042,0.041,5251.0768,0.67,0,              3,              1,,     R 40,4,6,6,2,2,0,2,2,2,2,1,0,,83,81
5,4,4301.6415,2.328e-30,0.6806,0.042,0.041,3209.7479,0.67,0,              2,              0,,     R 41,4,6,6,2,2,0,2,2,2,2,1,0,,510,498
5,1,4302.1665,4.666e-31,2.142,0.042,0.041,5405.6055,0.67,0,              3,              1,,     R 41,4,6,6,2,2,0,2,2,2,2,1,0,,85,83
5,4,4302.3672,1.126e-30,0.6858,0.042,0.041,3365.4416,0.67,0,              2,              0,,     R 42,4,6,6,2,2,0,2,2,2,2,1,0,,522,510
5,1,4302.8341,2.228e-31,2.157,0.042,0.041,5563.8182,0.67,0,              3,              1,,     R 42,4,6,6,2,2,0,2,2,2,2,1,0,,87,85
5,4,4303.0195,5.347e-31,0.6907,0.042,0.041,3524.7578,0.67,0,              2,              0,,     R 43,4,6,6,2,2,0,2,2,2,2,1,0,,534,522
5,1,4303.4254,1.045e-31,2.173,0.042,0.041,5725.7089,0.67,0,              3,              1,,     R 43,4,6,6,2,2,0,2,2,2,2,1,0,,89,87
5,4,4303.5984,2.494e-31,0.6958,0.042,0.041,3687.6903,0.67,0,              2,              0,,     R 44,4,6,6,2,2,0,2,2,2,2,1,0,,546,534
5,1,4303.6233,2.279e-21,0.5491,0.0561,0.061,299.7656,0.73,-0.00441,              2,              0,,     R 12,4,6,7,6,6,3,2,3,2,2,1,1,,27,25
5,1,4303.9403,4.81e-32,2.188,0.042,0.041,5891.2712,0.67,0,              3,              1,,     R 44,4,6,6,2,2,0,2,2,2,2,1,0,,91,89
5,1,4304.103,1.063e-36,2.378,0.042,0.041,8161.9338,0.67,0,              3,              1,,     R 56,4,6,6,2,2,0,2,2,2,2,1,0,,115,113
5,4,4304.1036,1.142e-31,0.7007,0.042,0.041,3854.2333,0.67,0,              2,              0,,     R 45,4,6,6,2,2,0,2,2,2,2,1,0,,558,546
5,4,4304.3755,2.431e-36,0.7625,0.042,0.041,6131.9552,0.67,0,              2,              0,,     R 57,4,6,6,2,2,0,2,2,2,2,1,0,,702,690
5,1,4304.3785,2.175e-32,2.204,0.042,0.041,6060.4988,0.67,0,              3,              1,,     R 45,4,6,6,2,2,0,2,2,2,2,1,0,,93,91
5,1,4304.5169,2.867e-36,2.363,0.042,0.041,7952.8521,0.67,0,              3,              1,,     R 55,4,6,6,2,2,0,2,2,2,2,1,0,,113,111
5,4,4304.5352,5.139e-32,0.7059,0.042,0.041,4024.3803,0.67,0,              2,              0,,     R 46,4,6,6,2,2,0,2,2,2,2,1,0,,570,558
5,1,4304.7401,9.656e-33,2.22,0.042,0.041,6233.3851,0.67,0,              3,              1,,     R 46,4,6,6,2,2,0,2,2,2,2,1,0,,95,93
5,4,4304.7642,6.565e-36,0.7574,0.042,0.041,5922.6122,0.67,0,              2,              0,,     R 56,4,6,6,2,2,0,2,2,2,2,1,0,,690,678
5,1,4304.8525,7.594e-36,2.347,0.042,0.041,7747.3557,0.67,0,              3,              1,,     R 54,4,6,6,2,2,0,2,2,2,2,1,0,,111,109
5,4,4304.8928,2.271e-32,0.711,0.042,0.041,4198.1252,0.67,0,              2,              0,,     R 47,4,6,6,2,2,0,2,2,2,2,1,0,,582,570
5,1,4305.0247,4.209e-33,2.236,0.042,0.041,6409.9234,0.67,0,              3,              1,,     R 47,4,6,6,2,2,0,2,2,2,2,1,0,,97,95
5,4,4305.0777,1.742e-35,0.7522,0.042,0.041,5716.7959,0.67,0,              2,              0,,     R 55,4,6,6,2,2,0,2,2,2,2,1,0,,678,666
5,1,4305.1101,1.975e-35,2.33,0.042,0.041,7545.4527,0.67,0,              3,              1,,     R 53,4,6,6,2,2,0,2,2,2,2,1,0,,109,107
5,4,4305.1764,9.858e-33,0.7162,0.042,0.041,4375.4613,0.67,0,              2,              0,,     R 48,4,6,6,2,2,0,2,2,2,2,1,0,,594,582
5,1,4305.2324,1.802e-33,2.252,0.042,0.041,6590.1069,0.67,0,              3,              1,,     R 48,4,6,6,2,2,0,2,2,2,2,1,0,,99,97
5,1,4305.2898,5.051e-35,2.315,0.042,0.041,7347.1509,0.67,0,              3,              1,,     R 52,4,6,6,2,2,0,2,2,2,2,1,0,,107,105
5,4,4305.3161,4.542e-35,0.747,0.042,0.041,5514.514,0.67,0,              2,              0,,     R 54,4,6,6,2,2,0,2,2,2,2,1,0,,666,654
5,1,4305.3629,7.573e-34,2.267,0.042,0.041,6773.9286,0.67,0,              3,              1,,     R 49,4,6,6,2,2,0,2,2,2,2,1,0,,101,99
5,4,4305.3859,4.203e-33,0.7212,0.042,0.041,4556.382,0.67,0,              2,              0,,     R 49,4,6,6,2,2,0,2,2,2,2,1,0,,606,594
5,1,4305.3917,1.268e-34,2.299,0.042,0.041,7152.4579,0.67,0,              3,              1,,     R 51,4,6,6,2,2,0,2,2,2,2,1,0,,105,103
5,1,4305.416,3.127e-34,2.283,0.042,0.041,6961.3813,0.67,0,              3,              1,,     R 50,4,6,6,2,2,0,2,2,2,2,1,0,,103,101
5,4,4305.4794,1.164e-34,0.742,0.042,0.041,5315.7742,0.67,0,              2,              0,,     R 53,4,6,6,2,2,0,2,2,2,2,1,0,,654,642
5,4,4305.5211,1.761e-33,0.7265,0.042,0.041,4740.8807,0.67,0,              2,              0,,     R 50,4,6,6,2,2,0,2,2,2,2,1,0,,618,606
5,4,4305.568,2.929e-34,0.7366,0.042,0.041,5120.5839,0.67,0,              2,              0,,     R 52,4,6,6,2,2,0,2,2,2,2,1,0,,642,630
5,4,4305.5818,7.245e-34,0.7315,0.042,0.041,4928.9503,0.67,0,              2,              0,,     R 51,4,6,6,2,2,0,2,2,2,2,1,0,,630,618
5,1,4306.4749,1.938e-21,0.5549,0.0555,0.061,349.6976,0.72,-0.00436,              2,              0,,     R 13,4,6,7,6,6,3,2,3,2,2,1,1,,29,27
5,1,4309.2544,1.609e-21,0.5604,0.0549,0.06,403.4612,0.71,-0.00457,              2,              0,,     R 14,4,6,7,6,6,3,2,3,2,2,1,1,,31,29
5,1,4311.9617,1.305e-21,0.5656,0.0542,0.059,461.0545,0.7,-0.00476,              2,              0,,     R 15,4,6,7,6,6,3,2,3,2,2,1,1,,33,31
5,1,4314.5966,1.036e-21,0.5714,0.0535,0.058,522.4751,0.69,-0.00468,              2,              0,,     R 16,4,6,7,6,6,3,2,3,2,2,1,1,,35,33
5,1,4317.159,8.036e-22,0.5764,0.0527,0.057,587.7209,0.68,-0.00448,              2,              0,,     R 17,4,6,7,6,6,3,2,3,2,2,1,1,,37,35
5,1,4319.6488,6.103e-22,0.5817,0.0519,0.056,656.7892,0.67,-0.00487,              2,              0,,     R 18,4,6,7,6,6,3,2,3,2,2,1,1,,39,37
5,1,4322.0658,4.537e-22,0.5868,0.051,0.055,729.6774,0.67,-0.00506,              2,              0,,     R 19,4,6,7,6,6,3,2,3,2,2,1,1,,41,39
5,1,4324.4098,3.302e-22,0.5919,0.05,0.054,806.3828,0.67,-0.00517,              2,              0,,     R 20,4,6,7,6,2,3,2,3,2,2,1,1,,43,41
5,1,4326.6808,2.354e-22,0.597,0.0491,0.053,886.9024,0.67,-0.00505,              2,              0,,     R 21,4,6,7,6,2,3,2,3,2,2,1,1,,45,43
5,1,4328.8785,1.644e-22,0.602,0.0483,0.052,971.2332,0.67,-0.0052,              2,              0,,     R 22,4,6,7,6,2,3,2,3,2,2,1,1,,47,45
5,1,4331.0029,1.125e-22,0.6071,0.0475,0.051,1059.3718,0.67,-0.0052,              2,              0,,     R 23,4,6,7,6,2,3,2,3,2,2,1,1,,49,47
5,1,4333.0537,7.545e-23,0.6122,0.0469,0.05,1151.315,0.67,-0.0052,              2,              0,,     R 24,4,6,7,6,2,3,2,3,2,2,1,1,,51,49
5,1,4335.0309,4.96e-23,0.6173,0.0464,0.048,1247.0592,0.67,-0.0052,              2,              0,,     R 25,4,6,7,6,2,3,2,3,2,2,1,1,,53,51
5,1,4336.9342,3.196e-23,0.6224,0.0457,0.047,1346.6008,0.67,-0.0052,              2,              0,,     R 26,4,6,6,6,2,3,2,3,2,2,1,1,,55,53
5,1,4338.7636,2.019e-23,0.6275,0.0451,0.046,1449.9359,0.67,-0.0052,              2,              0,,     R 27,4,6,6,6,2,3,2,3,2,2,1,1,,57,55
5,1,4340.5189,1.25e-23,0.6323,0.0446,0.045,1557.0607,0.67,-0.0052,              2,              0,,     R 28,4,6,6,6,2,3,2,3,2,2,1,1,,59,57
5,1,4342.2,7.595e-24,0.6375,0.0441,0.043,1667.9709,0.67,-0.0052,              2,              0,,     R 29,4,6,6,6,2,3,2,3,2,2,1,1,,61,59
5,1,4343.8066,4.524e-24,0.6426,0.0436,0.043,1782.6624,0.67,-0.0052,              2,              0,,     R 30,4,6,6,6,2,3,2,3,2,2,1,1,,63,61
5,1,4345.3387,2.643e-24,0.6476,0.043,0.042,1901.1308,0.67,-0.0052,              2,              0,,     R 31,4,6,6,6,2,3,2,3,2,2,1,1,,65,63
5,1,4346.7962,1.515e-24,0.6528,0.0425,0.041,2023.3715,0.67,-0.0052,              2,              0,,     R 32,4,6,6,6,2,3,2,3,2,2,1,1,,67,65
5,1,4348.1787,8.515e-25,0.6578,0.042,0.041,2149.3798,0.67,-0.0052,              2,              0,,     R 33,4,6,6,6,2,3,2,3,2,2,1,1,,69,67
5,1,4349.4864,4.696e-25,0.6629,0.042,0.041,2279.151,0.67,-0.0052,              2,              0,,     R 34,4,6,6,6,2,3,2,3,2,2,1,1,,71,69
5,1,4350.7189,2.541e-25,0.668,0.042,0.041,2412.6801,0.67,-0.0052,              2,              0,,     R 35,4,6,6,2,2,3,2,3,2,2,1,1,,73,71
5,1,4351.8761,1.349e-25,0.6731,0.042,0.041,2549.9619,0.67,-0.0052,              2,              0,,     R 36,4,6,6,2,2,3,2,3,2,2,1,1,,75,73
5,1,4352.9579,7.027e-26,0.6781,0.042,0.041,2690.9912,0.67,-0.0052,              2,              0,,     R 37,4,6,6,2,2,3,2,3,2,2,1,1,,77,75
5,1,4353.1305,1.515e-36,0.8201,0.042,0.041,7892.1979,0.67,-0.0052,              2,              0,,     R 64,4,6,6,2,2,3,2,3,2,2,1,1,,131,129
5,1,4353.9642,3.592e-26,0.6832,0.042,0.041,2835.7627,0.67,-0.0052,              2,              0,,     R 38,4,6,6,2,2,3,2,3,2,2,1,1,,79,77
5,1,4354.1398,4.75e-36,0.8148,0.042,0.041,7652.4965,0.67,-0.0052,              2,              0,,     R 63,4,6,6,2,2,3,2,3,2,2,1,1,,129,127
5,1,4354.8947,1.802e-26,0.6883,0.042,0.041,2984.2706,0.67,-0.0052,              2,              0,,     R 39,4,6,6,2,2,3,2,3,2,2,1,1,,81,79
5,1,4355.0698,1.463e-35,0.8092,0.042,0.041,7416.3467,0.67,-0.0052,              2,              0,,     R 62,4,6,6,2,2,3,2,3,2,2,1,1,,127,125
5,1,4355.7495,8.874e-27,0.6936,0.042,0.041,3136.5095,0.67,-0.0052,              2,              0,,     R 40,4,6,6,2,2,3,2,3,2,2,1,1,,83,81
5,1,4355.9205,4.43e-35,0.8041,0.042,0.041,7183.7576,0.67,-0.0052,              2,              0,,     R 61,4,6,6,2,2,3,2,3,2,2,1,1,,125,123
5,1,4356.5282,4.288e-27,0.6987,0.042,0.041,3292.4733,0.67,-0.0052,              2,              0,,     R 41,4,6,6,2,2,3,2,3,2,2,1,1,,85,83
5,1,4356.6922,1.318e-34,0.7989,0.042,0.041,6954.738,0.67,-0.0052,              2,              0,,     R 60,4,6,6,2,2,3,2,3,2,2,1,1,,123,121
5,1,4357.2308,2.034e-27,0.7039,0.042,0.041,3452.1562,0.67,-0.0052,              2,              0,,     R 42,4,6,6,2,2,3,2,3,2,2,1,1,,87,85
5,1,4357.3849,3.851e-34,0.7934,0.042,0.041,6729.2969,0.67,-0.0052,              2,              0,,     R 59,4,6,6,2,2,3,2,3,2,2,1,1,,121,119
5,1,4357.8571,9.47e-28,0.7091,0.042,0.041,3615.5521,0.67,-0.0052,              2,              0,,     R 43,4,6,6,2,2,3,2,3,2,2,1,1,,89,87
5,1,4357.9989,1.106e-33,0.7884,0.042,0.041,6507.4429,0.67,-0.0052,              2,              0,,     R 58,4,6,6,2,2,3,2,3,2,2,1,1,,119,117
5,1,4358.407,4.328e-28,0.7143,0.042,0.041,3782.6546,0.67,-0.0052,              2,              0,,     R 44,4,6,6,2,2,3,2,3,2,2,1,1,,91,89
5,1,4358.5343,3.118e-33,0.7827,0.042,0.041,6289.1846,0.67,-0.0052,              2,              0,,     R 57,4,6,6,2,2,3,2,3,2,2,1,1,,117,115
5,1,4358.8803,1.942e-28,0.7195,0.042,0.041,3953.4574,0.67,-0.0052,              2,              0,,     R 45,4,6,6,2,2,3,2,3,2,2,1,1,,93,91
5,1,4358.9912,8.64e-33,0.7774,0.042,0.041,6074.5302,0.67,-0.0052,              2,              0,,     R 56,4,6,6,2,2,3,2,3,2,2,1,1,,115,113
5,1,4359.2768,8.555e-29,0.7248,0.042,0.041,4127.9539,0.67,-0.0052,              2,              0,,     R 46,4,6,6,2,2,3,2,3,2,2,1,1,,95,93
5,1,4359.3698,2.352e-32,0.7723,0.042,0.041,5863.4881,0.67,-0.0052,              2,              0,,     R 55,4,6,6,2,2,3,2,3,2,2,1,1,,113,111
5,1,4359.5966,3.7e-29,0.73,0.042,0.041,4306.1374,0.67,-0.0052,              2,              0,,     R 47,4,6,6,2,2,3,2,3,2,2,1,1,,97,95
5,1,4359.6702,6.287e-32,0.7669,0.042,0.041,5656.0665,0.67,-0.0052,              2,              0,,     R 54,4,6,6,2,2,3,2,3,2,2,1,1,,111,109
5,1,4359.8393,1.571e-29,0.7352,0.042,0.041,4488.0011,0.67,-0.0052,              2,              0,,     R 48,4,6,6,2,2,3,2,3,2,2,1,1,,99,97
5,1,4359.8926,1.651e-31,0.7617,0.042,0.041,5452.2732,0.67,-0.0052,              2,              0,,     R 53,4,6,6,2,2,3,2,3,2,2,1,1,,109,107
5,1,4360.0048,6.55e-30,0.7404,0.042,0.041,4673.538,0.67,-0.0052,              2,              0,,     R 49,4,6,6,2,2,3,2,3,2,2,1,1,,101,99
5,1,4360.0371,4.257e-31,0.7563,0.042,0.041,5252.116,0.67,-0.0052,              2,              0,,     R 52,4,6,6,2,2,3,2,3,2,2,1,1,,107,105
5,1,4360.0931,2.682e-30,0.7458,0.042,0.041,4862.741,0.67,-0.0052,              2,              0,,     R 50,4,6,6,2,2,3,2,3,2,2,1,1,,103,101
5,1,4360.1039,1.078e-30,0.7508,0.042,0.041,5055.6028,0.67,-0.0052,              2,              0,,     R 51,4,6,6,2,2,3,2,3,2,2,1,1,,105,103
