_RAJ2000,_DEJ2000,_r,m_ID,ID,Nvis,RAJ2000,DEJ2000,SNR,SaFlag,HRV,e_HRV,s_HRV,errHRV,f_Teff,Teff,e_Teff,f_logg,logg,e_logg,f_Vmicro,Vmicro,Vmacro,f_Vsini,Vsini,f_[M/H],[M/H],e_[M/H],f_[a/M],[a/M],e_[a/M],Chi2,TClass,AFlag,f_[C/Fe],[C/Fe],e_[C/Fe],f_[CI/Fe],[CI/Fe],e_[CI/Fe],f_[N/Fe],[N/Fe],e_[N/Fe],f_[O/Fe],[O/Fe],e_[O/Fe],f_[Na/Fe],[Na/Fe],e_[Na/Fe],f_[Mg/Fe],[Mg/Fe],e_[Mg/Fe],f_[Al/Fe],[Al/Fe],e_[Al/Fe],f_[Si/Fe],[Si/Fe],e_[Si/Fe],f_[P/Fe],[P/Fe],e_[P/Fe],f_[S/Fe],[S/Fe],e_[S/Fe],f_[K/Fe],[K/Fe],e_[K/Fe],f_[Ca/Fe],[Ca/Fe],e_[Ca/Fe],f_[Ti/Fe],[Ti/Fe],e_[Ti/Fe],f_[TiII/Fe],[TiII/Fe],e_[TiII/Fe],f_[V/Fe],[V/Fe],e_[V/Fe],f_[Cr/Fe],[Cr/Fe],e_[Cr/Fe],f_[Mn/Fe],[Mn/Fe],e_[Mn/Fe],f_[Fe/H],[Fe/H],e_[Fe/H],f_[Co/Fe],[Co/Fe],e_[Co/Fe],f_[Ni/Fe],[Ni/Fe],e_[Ni/Fe],f_[Cu/Fe],[Cu/Fe],e_[Cu/Fe],f_[Ce/Fe],[Ce/Fe],e_[Ce/Fe],Gaia,Sp
83.70448889,-5.44072806,0.125708,2,2M05344907-0526266,2,83.704489,-5.440728,48.6958,512,28.1439,0.205135,0.0,0.205135,4,,,4,,,260,0.302489,1.0,4,30.54921,4,,,4,,,2.42025,Md_d,8391296,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.70448889,-5.44072806,0.125708,2,2M05344907-0526266,2,83.704489,-5.440728,46.6548,512,27.670099,0.21628,0.0,0.21628,4,,,261,,,4,0.554741,8.451522,65540,,4,,,4,,,2.51698,Mg_d,75501184,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.70457306,-5.76805611,0.397428,1,2M05344909-0546050,1,83.704573,-5.768056,78.8635,2048,27.144501,0.035855,0.0,0.035855,4,,,4,,,260,0.409091,1.0,4,13.13409,4,,,4,,,2.72621,Md_c,8389248,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.7054,-5.31541694,0.133762,1,2M05344929-0518555,3,83.7054,-5.315417,111.789,0,21.9298,0.033279,0.226668,0.060022,4,,,4,,,4,0.710853,1.0,4,25.74542,4,,,4,,,2.8143,Md_b,8389248,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.70653389,-5.484275,0.147984,1,2M05344956-0529033,2,83.706534,-5.484275,46.1481,512,26.851601,0.042119,0.438435,0.103703,4,,,4,,,260,0.330727,1.0,4,8.43044,4,,,4,,,1.83118,Md_c,8389248,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.70872194,-5.28671889,0.148667,1,2M05345009-0517121,3,83.708722,-5.286719,62.8725,0,28.8934,0.040328,0.009843,0.05723,4,,,4,,,4,1.287301,1.0,4,10.57061,4,,,4,,,3.57676,Md_a,8391296,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.71017806,-5.33898611,0.11837,1,2M05345044-0520203,1,83.710178,-5.338986,121.159,0,25.272301,0.062944,0.0,0.062944,4,,,261,,,4,0.726859,3.826057,65540,,4,,,4,,,6.42525,GKg_b,8390272,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.71041194,-5.18626611,0.228079,2,2M05345049-0511105,2,83.710412,-5.186266,77.5381,0,28.6362,0.044905,0.0,0.044905,4,,,4,,,260,0.312104,1.0,4,9.60993,4,,,4,,,2.23203,Md_a,8389248,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.71041194,-5.18626611,0.228079,2,2M05345049-0511105,2,83.710412,-5.186266,80.5567,4,28.4818,0.040773,0.0,0.040773,4,,,4,,,260,0.377877,1.0,4,9.93619,4,,,4,,,2.19872,Md_b,8389248,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.71043611,-5.393155,0.107998,2,2M05345050-0523353,8,83.710436,-5.393155,157.734,0,25.2917,0.027948,0.50772,0.068669,512,3843.006,68.572,67108864,4.4389,0.1187,256,0.349784,1.0,0,12.97478,0,-0.247589,0.0120209,0,-0.06497,0.004476,7.03493,Md_b,640,0,0.004761,0.006072,0,-0.095514,0.023506,256,,,0,-0.066376,0.007563,512,,,0,-0.168318,0.013816,0,-0.175631,0.022741,0,-0.079924,0.01129,512,,,512,,,512,,,0,0.006427,0.01319,512,,,512,,,512,,,512,,,512,,,0,-0.227729,0.013064,0,-0.356966,0.097173,0,-0.22839,0.028045,0,0.106256,0.046482,512,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=5249
83.71043611,-5.393155,0.107998,2,2M05345050-0523353,8,83.710436,-5.393155,50.9628,0,25.2451,0.169099,0.119584,0.579712,4,,,4,,,260,0.310649,1.0,4,13.20383,4,,,4,,,2.12912,Md_b,8391296,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=5249,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.71129889,-5.40039389,0.107783,1,2M05345071-0524014,1,83.711299,-5.400394,147.582,512,25.5797,0.051085,0.0,0.051085,4,,,4,,,4,1.841408,1.0,4,42.39357,4,,,4,,,3.59269,GKd_d,8388608,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.711385,-5.45029694,0.124109,1,2M05345073-0527010,2,83.711385,-5.450297,115.852,0,25.144501,0.047024,0.326849,0.093365,260,,,261,,,260,0.330842,4.040864,65540,,4,,,4,,,5.49971,Mg_b,8389248,269,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.71191389,-5.490305,0.148115,1,2M05345085-0529250,2,83.711914,-5.490305,39.6072,0,22.8727,0.155615,1.05235,0.220235,4,,,4,,,260,0.366919,1.0,4,34.86583,4,,,4,,,1.15762,Md_c,8391296,4,,,261,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.71193889,-5.65811889,0.291014,2,2M05345086-0539292,2,83.711939,-5.658119,88.4825,0,29.329599,0.080861,0.0,0.080861,4,,,261,,,260,0.417705,5.638965,65540,,4,,,4,,,6.58537,Mg_c,75499136,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.71193889,-5.65811889,0.291014,2,2M05345086-0539292,2,83.711939,-5.658119,71.7378,512,27.573,0.095446,0.0,0.095446,4,,,261,,,4,0.592543,5.42568,65540,,4,,,4,,,5.94593,Mg_c,75499136,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,2317,,,269,,,269,,,269,,,2317,,,269,,,269,,,2317,,,269,,,269,,,2317,,,269,,,269,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.71235,-5.70593306,0.335847,1,2M05345096-0542213,1,83.71235,-5.705933,191.514,2048,25.4401,0.025687,0.0,0.025687,4,,,4,,,4,0.665197,1.0,4,18.99328,4,,,4,,,5.35365,GKd_c,8389248,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.71246694,-5.29903611,0.137748,1,2M05345099-0517565,2,83.712467,-5.299036,66.623,0,27.273899,0.061981,0.009329,0.09012,4,,,4,,,4,1.112933,1.0,4,19.19111,4,,,4,,,2.54607,Md_b,8389248,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.71337389,-5.28192194,0.148647,1,2M05345120-0516549,1,83.713374,-5.281922,95.5567,512,28.8908,0.038541,0.0,0.038541,4,,,4,,,260,0.305042,1.0,4,16.00664,4,,,4,,,3.36333,Md_d,8389248,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.71420306,-5.003155,0.397928,1,2M05345140-0500113,1,83.714203,-5.003155,33.9893,0,32.4007,0.107508,0.0,0.107508,4,,,4,,,4,0.852593,1.0,4,18.15934,4,,,4,,,0.995306,Md_b,8391296,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.71431,-5.22486611,0.192804,1,2M05345143-0513295,2,83.71431,-5.224866,93.9584,0,20.948299,0.13952,0.824593,0.197298,4,,,4,,,4,0.854106,1.0,4,44.97799,4,,,4,,,1.76413,Md_b,8389248,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.71485306,-5.42027694,0.108589,1,2M05345156-0525129,1,83.714853,-5.420277,164.915,512,25.129,0.03399,0.0,0.03399,260,,,260,,,4,0.648336,5.138822,65540,,4,,,4,,,9.82969,Mg_d,8389248,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.71564111,-5.65669889,0.288361,3,2M05345175-0539241,6,83.715641,-5.656699,145.465,0,25.1931,0.015966,0.160963,0.03088,4,,,4,,,4,0.657143,1.0,4,12.16186,4,,,4,,,6.78594,Md_a,8389248,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=5271
83.71564111,-5.65669889,0.288361,3,2M05345175-0539241,6,83.715641,-5.656699,112.127,0,25.903601,0.023362,0.0,0.023362,4,,,4,,,4,0.636546,1.0,4,12.52276,4,,,4,,,4.46344,Md_c,8389248,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=5271,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.71564111,-5.65669889,0.288361,3,2M05345175-0539241,6,83.715641,-5.656699,86.9651,0,25.741501,0.034525,0.623695,0.086899,4,,,4,,,4,0.7641,1.0,4,12.34241,4,,,4,,,3.28526,Md_c,8389248,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.71674,-5.40522111,0.103141,2,2M05345201-0524187,5,83.71674,-5.405221,36.964,512,25.567101,0.050032,0.946135,0.182832,4,,,4,,,4,0.758595,1.0,4,10.25652,4,,,4,,,1.23103,Md_d,8391296,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.71674,-5.40522111,0.103141,2,2M05345201-0524187,5,83.71674,-5.405221,47.9532,512,25.177099,0.051049,0.0,0.051049,4,,,4,,,4,0.435061,1.0,4,11.19696,4,,,4,,,3.05548,Md_d,8391296,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.71680806,-5.41193194,0.104455,2,2M05345203-0524429,2,83.716808,-5.411932,94.473,512,27.636101,0.041565,0.0,0.041565,4,,,4,,,260,0.342302,1.0,4,14.90047,4,,,4,,,3.38158,Md_d,8389248,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.71680806,-5.41193194,0.104455,2,2M05345203-0524429,2,83.716808,-5.411932,80.4569,512,26.072001,0.048146,0.0,0.048146,4,,,4,,,4,0.466434,1.0,4,16.29671,4,,,4,,,2.51189,Md_c,8389248,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.71719889,-5.68251,0.31211,1,2M05345212-0540570,6,83.717199,-5.68251,85.7391,0,28.839001,0.044389,1.08991,0.098797,261,,,4,,,4,1.581466,9.16651,65540,,4,,,4,,,4.93015,Mg_c,8390272,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,261,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.71734389,-5.37554111,0.101632,1,2M05345216-0522319,1,83.717344,-5.375541,211.104,0,26.833799,0.014848,0.0,0.014848,4,,,4,,,260,0.317834,1.0,4,12.52853,4,,,4,,,6.80989,Md_b,8389248,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.71775,-5.20089,0.211738,2,2M05345226-0512032,7,83.71775,-5.20089,124.571,0,28.968399,0.033959,1.01621,0.078539,512,3606.621,68.394,134217728,4.0876,0.116,0,0.542688,1.0,0,17.68072,0,-0.098229,0.0139278,0,-0.034024,0.004008,3.74274,Md_b,640,0,-0.043214,0.004927,0,-0.080179,0.024024,0,-0.081834,0.068174,0,-0.044376,0.006214,512,,,0,-0.046793,0.016173,0,-0.032179,0.030544,0,-0.043395,0.012938,512,,,512,,,512,,,0,-0.068495,0.015463,512,,,512,,,512,,,512,,,512,,,0,-0.07835,0.015802,0,0.286995,0.093516,0,-0.020706,0.035617,0,0.289917,0.047035,512,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=5249
83.71775,-5.20089,0.211738,2,2M05345226-0512032,7,83.71775,-5.20089,54.6734,0,28.561701,0.081179,0.0,0.081179,4,,,4,,,4,0.623735,1.0,4,17.45822,4,,,4,,,1.46889,Md_b,8391296,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=5249,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.71808,-5.50222611,0.152544,1,2M05345233-0530080,5,83.71808,-5.502226,29.0005,512,34.410999,0.10296,0.789169,0.323229,4,,,4,,,4,0.704206,1.0,4,42.60887,4,,,4,,,0.815117,Md_d,8391296,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.71913889,-5.40105111,0.10013,1,2M05345259-0524037,2,83.719139,-5.401051,67.6749,512,26.1052,0.070367,0.299937,0.101016,4,,,4,,,4,0.503999,1.0,4,35.1156,4,,,4,,,1.70063,Md_d,8389248,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.71914889,-5.26017611,0.161168,1,2M05345259-0515366,2,83.719149,-5.260176,118.307,0,31.140301,0.067999,2.76867,0.096154,4,,,4,,,260,0.320634,1.0,4,39.42757,4,,,4,,,2.83851,Md_b,8389248,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.71940806,-5.49590389,0.146943,1,2M05345265-0529452,1,83.719408,-5.495904,106.717,512,25.4863,0.076326,0.0,0.076326,4,,,261,,,4,0.459568,6.192348,65540,,4,,,4,,,10.0023,Mg_d,75499136,269,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.71983111,-5.46516,0.125587,1,2M05345275-0527545,5,83.719831,-5.46516,93.7869,512,25.946899,0.030802,0.252928,0.055201,260,,,261,,,4,0.639205,4.342565,65540,,4,,,4,,,8.33931,Mg_d,8388608,269,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
