_RAJ2000,_DEJ2000,_r,m_ID,ID,Nvis,RAJ2000,DEJ2000,SNR,SaFlag,HRV,e_HRV,s_HRV,errHRV,f_Teff,Teff,e_Teff,f_logg,logg,e_logg,f_Vmicro,Vmicro,Vmacro,f_Vsini,Vsini,f_[M/H],[M/H],e_[M/H],f_[a/M],[a/M],e_[a/M],Chi2,TClass,AFlag,f_[C/Fe],[C/Fe],e_[C/Fe],f_[CI/Fe],[CI/Fe],e_[CI/Fe],f_[N/Fe],[N/Fe],e_[N/Fe],f_[O/Fe],[O/Fe],e_[O/Fe],f_[Na/Fe],[Na/Fe],e_[Na/Fe],f_[Mg/Fe],[Mg/Fe],e_[Mg/Fe],f_[Al/Fe],[Al/Fe],e_[Al/Fe],f_[Si/Fe],[Si/Fe],e_[Si/Fe],f_[P/Fe],[P/Fe],e_[P/Fe],f_[S/Fe],[S/Fe],e_[S/Fe],f_[K/Fe],[K/Fe],e_[K/Fe],f_[Ca/Fe],[Ca/Fe],e_[Ca/Fe],f_[Ti/Fe],[Ti/Fe],e_[Ti/Fe],f_[TiII/Fe],[TiII/Fe],e_[TiII/Fe],f_[V/Fe],[V/Fe],e_[V/Fe],f_[Cr/Fe],[Cr/Fe],e_[Cr/Fe],f_[Mn/Fe],[Mn/Fe],e_[Mn/Fe],f_[Fe/H],[Fe/H],e_[Fe/H],f_[Co/Fe],[Co/Fe],e_[Co/Fe],f_[Ni/Fe],[Ni/Fe],e_[Ni/Fe],f_[Cu/Fe],[Cu/Fe],e_[Cu/Fe],f_[Ce/Fe],[Ce/Fe],e_[Ce/Fe],Gaia,Sp
83.80617,-5.51336889,0.126769,2,2M05351348-0530481,2,83.80617,-5.513369,54.6068,512,25.610001,0.091026,0.0,0.091026,4,,,4,,,4,0.711033,1.0,4,25.93582,4,,,4,,,2.0048,Md_d,8390784,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.80626111,-5.29201889,0.09601,1,2M05351350-0517312,1,83.806261,-5.292019,41.6651,0,29.944,0.087536,0.0,0.087536,4,,,4,,,4,0.742694,3.569146,65540,,4,,,4,,,1.79995,GKg_b,8390784,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.80630611,-5.28814889,0.099843,1,2M05351351-0517173,1,83.806306,-5.288149,55.7063,0,25.516899,0.04823,0.0,0.04823,4,,,4,,,4,0.751104,1.0,4,10.12978,4,,,4,,,1.90156,Md_b,8390784,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.80634194,-5.37210194,0.019523,1,2M05351352-0522195,2,83.806342,-5.372102,142.037,0,34.0326,0.057764,1.99241,0.124718,4,,,261,,,260,0.343574,5.203843,65540,,4,,,4,,,64.3132,Mg_b,8389760,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.80636889,-5.45796,0.071806,1,2M05351352-0527286,1,83.806369,-5.45796,92.7337,512,29.069099,0.086697,0.0,0.086697,4,,,4,,,260,0.387927,1.0,4,36.53424,4,,,4,,,4.83671,Md_c,8388608,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.80651806,-5.46592194,0.079638,1,2M05351356-0527573,1,83.806518,-5.465922,46.3058,512,28.620501,0.062852,0.0,0.062852,4,,,261,,,4,0.427523,4.709499,65540,,4,,,4,,,3.8212,Mg_d,8391808,269,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.80658,-5.58556306,0.198713,2,2M05351357-0535080,8,83.80658,-5.585563,82.1643,2048,26.386101,0.051478,0.041332,0.10039,512,3829.272,91.098,134217728,3.9058,0.0516,256,0.308866,1.0,0,16.73016,0,-0.599999,0.0238839,0,-0.108233,0.009313,2.97098,Md_a,2176,0,0.026016,0.013112,0,0.004262,0.043896,256,,,0,-0.102399,0.016164,512,,,0,-0.180609,0.02579,0,-0.198741,0.050544,0,-0.124409,0.021727,512,,,512,,,512,,,0,0.022924,0.028337,512,,,512,,,512,,,512,,,512,,,0,-0.607239,0.024991,0,-0.106506,0.171269,0,-0.12903,0.059706,0,0.287856,0.092805,512,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=5271
83.80658,-5.58556306,0.198713,2,2M05351357-0535080,8,83.80658,-5.585563,153.754,0,28.6003,0.049093,0.666969,0.104194,260,,,261,,,4,0.82459,5.204299,65540,,4,,,4,,,13.1553,Mg_c,8388608,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=5271,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.80667806,-5.51599889,0.129338,1,2M05351360-0530575,1,83.806678,-5.515999,251.635,0,27.520201,0.026965,0.0,0.026965,4,,,4,,,260,0.383257,5.004438,65540,,4,,,4,,,8.48692,GKg_c,8389248,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.80676,-5.33190389,0.05659,1,2M05351362-0519548,6,83.80676,-5.331904,577.39,0,30.064199,0.012755,0.606784,0.029055,512,4257.832,74.814,67109120,4.6963,0.1205,0,0.575149,3.86851,65536,,0,-0.456389,0.0109376,0,-0.312795,0.005857,23.7247,GKg_b,1152,0,-0.110856,0.009561,0,-0.105448,0.025185,256,,,0,-0.303789,0.011829,512,,,0,-0.465478,0.012443,0,-0.757731,0.018075,0,-0.220349,0.010586,512,,,512,,,0,-0.053655,0.018656,0,-0.038925,0.012427,0,-0.470566,0.020407,512,,,512,,,0,-0.102707,0.035992,0,0.063504,0.027527,0,-0.483489,0.011204,0,-0.065896,0.11487,0,0.08903,0.022708,0,0.51027,0.052903,512,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=5249
83.80690306,-5.47952694,0.093057,1,2M05351365-0528462,1,83.806903,-5.479527,82.9038,0,25.907801,0.051551,0.0,0.051551,4,,,4,,,260,0.38554,1.0,4,19.93885,4,,,4,,,2.13516,Md_c,8389248,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=5249,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.80731611,-5.58191611,0.195028,1,2M05351375-0534548,2,83.807316,-5.581916,93.926,0,27.826599,0.040147,1.46896,0.057561,4,,,261,,,4,0.505243,4.964136,65540,,4,,,4,,,8.41182,Mg_c,75499136,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.80735194,-5.65279889,0.265821,2,2M05351376-0539100,7,83.807352,-5.652799,430.366,0,25.323999,0.009403,0.476524,0.022289,260,,,261,,,4,0.626542,4.443652,65540,,4,,,4,,,13.1917,Mg_c,8390272,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,2317,,,269,,,269,,,269,,,269,,,269,,,2317,,,2317,,,269,,,2317,,,269,,,269,,,269,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=5249
83.80735194,-5.65279889,0.265821,2,2M05351376-0539100,7,83.807352,-5.652799,194.604,512,25.296499,0.021469,0.0,0.021469,261,,,261,,,4,0.44541,4.325524,65540,,4,,,4,,,13.5613,Mg_c,8389248,269,,,269,,,2317,,,269,,,269,,,269,,,269,,,2317,,,269,,,2317,,,269,,,269,,,269,,,2317,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=5249,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.807465,-5.32373806,0.064469,1,2M05351379-0519254,1,83.807465,-5.323738,57.7693,0,22.970501,0.066281,0.0,0.066281,261,,,4,,,4,1.194799,11.414741,65540,,4,,,4,,,11.1558,Mg_b,8391808,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,260,,,4,,,4,,,261,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.80752611,-5.50678806,0.120089,2,2M05351380-0530244,2,83.807526,-5.506788,77.2882,1024,27.6369,0.119848,0.0,0.119848,4,,,261,,,4,0.846371,6.376177,65540,,4,,,4,,,7.20145,Mg_c,75499136,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,261,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.80752611,-5.50678806,0.120089,2,2M05351380-0530244,2,83.807526,-5.506788,58.2668,512,25.385099,0.165849,0.0,0.165849,4,,,4,,,4,0.914755,1.0,4,53.1496,4,,,4,,,1.55988,Md_d,8391296,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.80759194,-5.46024889,0.073869,1,2M05351382-0527368,1,83.807592,-5.460249,62.3609,512,26.8897,0.047545,0.0,0.047545,4,,,261,,,4,0.470024,4.759304,65540,,4,,,4,,,6.86594,Mg_d,8391808,269,,,269,,,269,,,269,,,269,,,2317,,,269,,,269,,,2317,,,2317,,,269,,,2317,,,2317,,,269,,,2317,,,2317,,,269,,,2317,,,269,,,269,,,269,,,269,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.80790806,-5.31477111,0.073249,1,2M05351389-0518531,3,83.807908,-5.314771,68.2813,0,27.136801,0.040802,0.167561,0.057774,4,,,4,,,260,0.327537,1.0,4,10.7597,4,,,4,,,6.50594,Md_b,8388608,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.80821889,-5.35647694,0.032482,1,2M05351397-0521233,1,83.808219,-5.356477,106.846,0,24.806,0.034084,0.0,0.034084,4,,,261,,,260,0.316286,4.890851,65540,,4,,,4,,,37.4369,Mg_b,8388608,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.80854694,-5.39399611,0.012211,1,2M05351405-0523383,1,83.808547,-5.393996,193.526,512,27.878799,0.051785,0.0,0.051785,4,,,261,,,4,0.707587,6.707572,65540,,4,,,4,,,134.153,Mg_c,75498880,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.80855,-5.33112389,0.057008,1,2M05351405-0519520,1,83.80855,-5.331124,114.497,0,24.4944,0.034952,0.0,0.034952,260,,,261,,,260,0.383354,4.475851,65540,,4,,,4,,,16.8074,Mg_b,8388608,269,,,269,,,269,,,269,,,2317,,,269,,,269,,,269,,,269,,,2317,,,269,,,269,,,269,,,269,,,2317,,,2317,,,269,,,269,,,2317,,,2317,,,2317,,,269,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.80915194,-5.478735,0.092012,1,2M05351419-0528434,6,83.809152,-5.478735,202.993,0,24.9498,0.024186,0.455866,0.056685,4,,,261,,,4,0.75774,3.426622,65540,,4,,,4,,,20.5589,GKg_b,75499136,269,,,2317,,,2317,,,2317,,,2317,,,2317,,,269,,,269,,,269,,,2317,,,269,,,269,,,269,,,269,,,2317,,,269,,,269,,,2317,,,269,,,269,,,2317,,,269,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=5249
83.80923389,-5.33452111,0.053544,1,2M05351421-0520042,1,83.809234,-5.334521,70.3629,0,27.055,0.051849,0.0,0.051849,4,,,4,,,260,0.306824,1.0,4,13.37211,4,,,4,,,12.9808,Md_b,8388608,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=5249,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.80929694,-5.72155194,0.334464,1,2M05351423-0543175,1,83.809297,-5.721552,239.367,2048,25.532101,0.031141,0.0,0.031141,4,,,261,,,4,0.469472,3.882137,65540,,4,,,4,,,15.8708,GKg_c,75499136,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.809485,-5.40684,0.02168,2,2M05351427-0524246,7,83.809485,-5.40684,637.102,0,28.5986,0.017552,1.02362,0.045652,4,,,261,,,4,0.767856,4.433835,65540,,4,,,4,,,62.3591,GKg_b,75499136,269,,,269,,,269,,,2317,,,2317,,,269,,,269,,,269,,,2317,,,2317,,,269,,,2317,,,2317,,,2317,,,269,,,2317,,,269,,,2317,,,2317,,,269,,,2317,,,2317,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=5249
83.809485,-5.40684,0.02168,2,2M05351427-0524246,7,83.809485,-5.40684,296.083,0,29.4627,0.036112,0.0,0.036112,4,,,261,,,4,0.648784,4.556253,65540,,4,,,4,,,47.1086,GKg_b,75499136,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=5249,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.80998111,-5.39266611,0.01029,1,2M05351439-0523335,2,83.809981,-5.392666,227.02,0,28.697701,0.046178,1.3673,0.094909,4,,,261,,,260,0.31232,3.70249,65540,,4,,,4,,,146.96,GKg_b,75498624,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.81018806,-5.55529611,0.168292,1,2M05351444-0533190,2,83.810188,-5.555296,99.6834,0,27.3456,0.318455,2.61452,0.451891,4,,,261,,,4,0.459738,5.830876,65540,,4,,,4,,,2.61981,GKg_c,41944704,4,,,4,,,4,,,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.81019306,-5.54624611,0.159254,3,2M05351444-0532464,9,83.810193,-5.546246,111.434,0,28.481501,0.068623,1.69436,0.169194,4,,,260,,,4,0.426973,5.825762,65540,,4,,,4,,,11.6574,Mg_b,75499136,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=5249
83.81019306,-5.54624611,0.159254,3,2M05351444-0532464,9,83.810193,-5.546246,53.8838,1024,27.875099,0.152814,0.0,0.152814,4,,,4,,,260,0.381215,6.431629,65540,,4,,,4,,,3.60363,Mg_c,75501184,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=5249,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.81019306,-5.54624611,0.159254,3,2M05351444-0532464,9,83.810193,-5.546246,38.4808,1024,27.5578,0.088073,0.170218,0.12571,4,,,261,,,4,0.596637,5.691668,65540,,4,,,4,,,3.7873,Mg_c,75501184,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,2317,,,269,,,269,,,2317,,,269,,,269,,,269,,,269,,,2317,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.81023111,-5.29041,0.097181,1,2M05351445-0517254,1,83.810231,-5.29041,96.0403,512,29.2614,0.02818,0.0,0.02818,4,,,4,,,260,0.396123,1.0,4,8.79103,4,,,4,,,4.46262,Md_d,8389248,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.81100806,-5.04033194,0.346974,1,2M05351464-0502251,1,83.811008,-5.040332,49.7834,0,31.659,0.047054,0.0,0.047054,4,,,4,,,4,0.94659,1.0,4,9.31387,4,,,4,,,1.73392,Md_a,8390784,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.81108,-5.38386,0.008343,1,2M05351465-0523018,1,83.81108,-5.38386,111.268,0,29.194901,0.041236,0.0,0.041236,4,,,261,,,260,0.307603,4.947058,65540,,4,,,4,,,39.6461,Mg_b,8389760,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.811115,-5.14779889,0.239542,2,2M05351466-0508520,2,83.811115,-5.147799,58.1783,0,29.714199,0.119805,0.0,0.119805,4,,,4,,,4,0.508815,1.0,4,27.96404,4,,,4,,,1.69395,Md_b,8391296,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.811115,-5.14779889,0.239542,2,2M05351466-0508520,2,83.811115,-5.147799,43.1929,0,31.2782,0.173544,0.0,0.173544,4,,,4,,,4,1.486175,1.0,4,32.05531,4,,,4,,,1.40288,Md_a,8391296,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.81115694,-5.65301889,0.265906,2,2M05351467-0539108,6,83.811157,-5.653019,360.247,0,25.021099,0.033549,0.585665,0.068524,4,,,261,,,4,2.42594,5.174756,65540,,4,,,4,,,14.5613,GKg_a,75499136,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=5271
