RAJ2000,DEJ2000,_2MASS,Gaia,more,Nep,Teff,e_Teff,logg,e_logg,l_RVmean,RVmean,e_RVmean,Fbol,e_Fbol,Av,e_Av
85.1387100219727,-10.148063659668,b'2M05403328-1008530',3011876641301608832,b'*',1,4575.03,46.6874,3.35993,0.113455,b' ',-12.3791,0.390049,2.367045,0.099655,2.4,0.25
84.915885925293,-10.0873584747315,b'2M05393981-1005144',3010568050666860160,b'*',1,3863.28,27.1731,5.06348,0.0902488,b' ',65.8351,0.259475,0.652762,0.04661,1.15,0.4
85.7497329711914,-10.0611810684204,b'2M05425993-1003402',3011892790378687744,b'*',1,4005.44,21.547,4.43927,0.0882089,b' ',18.9598,0.338055,1.227168,0.319556,4.35,1.1
85.6546020507812,-10.0582981109619,b'2M05423710-1003298',3011893408853983232,b' ',1,4439.94,28.3434,4.32646,0.107124,b' ',24.8693,0.877524,1.49525,0.328541,4.5,0.85
85.6852416992188,-10.0552062988281,b'2M05424445-1003187',3011893473277246464,b' ',1,4475.21,26.4503,4.55405,0.100072,b' ',20.3339,0.37187,0.0,0.0,0.0,0.0
85.5517044067383,-10.0365047454834,b'2M05421240-1002114',3011882237642977536,b' ',1,3157.09,24.2134,3.39666,0.181298,b' ',20.9434,0.355917,0.0,0.0,0.0,0.0
85.6156921386719,-10.0309019088745,b'2M05422776-1001512',3011905434762412416,b'*',1,7566.37,1794.36,4.28229,0.340597,b'<',22.7263,0.0,0.0,0.0,0.0,0.0
85.5003967285156,-10.0198087692261,b'2M05420009-1001113',3011883130996177280,b' ',1,4680.17,33.7585,4.62856,0.0797413,b' ',21.2686,0.281249,0.0,0.0,0.0,0.0
85.6523590087891,-10.0172281265259,b'2M05423656-1001020',3011893821169847808,b' ',1,4069.31,29.9725,4.34491,0.0917185,b' ',22.7034,0.641527,0.0,0.0,0.0,0.0
85.7705688476562,-10.005446434021,b'2M05430493-1000196',3011894714524030848,b' ',1,3999.58,20.9102,4.46386,0.0999493,b' ',19.5934,0.407199,0.0,0.0,0.0,0.0
85.5795211791992,-10.002215385437,b'2M05421908-1000079',0,b' ',1,3748.43,106.448,5.98089,0.219284,b'<',33.5338,0.0,0.0,0.0,0.0,0.0
85.6542816162109,-9.99382305145264,b'2M05423702-0959377',3011905980222014720,b' ',1,3983.51,16.9302,4.44051,0.0889373,b' ',21.9355,0.476202,0.0,0.0,0.0,0.0
85.8625564575195,-9.99376964569092,b'2M05432701-0959375',3011892137543646080,b'*',1,5388.56,68.3615,4.70964,0.0916877,b' ',20.8634,0.559606,6.618936,1.493236,2.05,1.0
84.7397003173828,-9.98587226867676,b'2M05385752-0959091',3010584234103442944,b' ',1,5637.37,88.4448,5.34492,0.100409,b' ',-3.6817,0.260874,2.285892,0.052851,1.5,0.05
85.3984298706055,-9.98319721221924,b'2M05413562-0958595',3011886846143896832,b'*',1,4208.57,27.0481,2.47552,0.0942929,b' ',-9.7959,0.26606,84.967576,0.0,4.5,0.0999999
85.5433197021484,-9.97727680206299,b'2M05421039-0958381',3011906770496177664,b' ',1,4179.44,28.0174,4.52979,0.0970248,b' ',20.6174,0.450122,1.224007,0.379756,4.5,1.2
85.6318969726562,-9.9614782333374,b'2M05423165-0957413',3011906328115691520,b' ',1,3756.51,32.0838,4.23622,0.105067,b' ',21.7849,0.462799,0.0,0.0,0.0,0.0
85.7156143188477,-9.96137809753418,b'2M05425174-0957409',3011895878459343616,b' ',1,4335.08,29.5535,4.52551,0.109458,b' ',19.896,0.598762,0.0,0.0,0.0,0.0
85.5587768554688,-9.93892765045166,b'2M05421410-0956201',3011907015310374528,b'*',1,4645.52,31.2849,4.32585,0.0748794,b' ',21.4907,0.527944,6.513461,0.426995,4.05,0.2
85.8638229370117,-9.93860626220703,b'2M05432731-0956189',3011901311593787136,b'*',1,5106.56,28.5635,3.87941,0.084108,b' ',10.2754,0.209195,32.685563,0.0,3.6,0.0499997
85.663444519043,-9.92577457427979,b'2M05423922-0955327',3011907977383041920,b' ',1,4396.39,23.1209,4.40805,0.0880867,b' ',21.5173,0.439468,0.0,0.0,0.0,0.0
85.5931701660156,-9.92052268981934,b'2M05422236-0955138',3011907530706447488,b'*',3,6626.79,237.061,4.24518,0.0627211,b'<',2.11185,0.0,32.943624,0.0,0.0,0.0
84.3338088989258,-9.91214847564697,b'2M05372011-0954437',3010641614866549888,b' ',1,3741.85,23.8448,3.94178,0.0769465,b' ',18.8438,0.531194,1.377985,0.0,2.4,0.0
85.638542175293,-9.90914535522461,b'2M05423324-0954329',3011908767657025024,b' ',1,3644.14,32.0283,4.05693,0.0947113,b' ',20.8527,0.3434,0.0,0.0,0.0,0.0
85.4888305664062,-9.89965438842773,b'2M05415731-0953587',3011911104119183360,b' ',1,4211.87,23.9624,4.54868,0.0819853,b' ',20.922,0.480761,0.0,0.0,0.0,0.0
85.174690246582,-9.88650417327881,b'2M05404192-0953114',3012078573484188672,b'*',2,6396.36,480.917,4.72242,0.142032,b'<',1.13443,0.0,10.990535,0.0,0.0,0.0
85.6280746459961,-9.8841495513916,b'2M05423073-0953029',3011909076894669312,b'*',1,4032.89,22.346,4.4827,0.0892187,b' ',20.9241,0.359012,0.0,0.0,0.0,0.0
84.8988494873047,-9.87140846252441,b'2M05393572-0952170',3012088022412194816,b'*',2,6506.35,182.408,3.83329,0.0630577,b'<',3.77548,0.0,25.230605,0.0,0.0,0.0
85.7631759643555,-9.87011241912842,b'2M05430316-0952124',3011914471373583616,b' ',1,3834.96,32.6354,4.32407,0.10449,b' ',22.8261,0.322078,0.0,0.0,0.0,0.0
85.4309005737305,-9.8513355255127,b'2M05414341-0951048',3012099326765430272,b' ',1,3964.8,17.541,4.77917,0.0768505,b' ',20.1533,0.311307,0.614327,0.020307,1.85,0.25
85.7377395629883,-9.84746932983398,b'2M05425705-0950508',3011915291711598464,b' ',1,4429.11,23.5966,4.54687,0.0965487,b' ',21.565,0.420324,0.0,0.0,0.0,0.0
84.3312606811523,-9.84676170349121,b'2M05371950-0950483',3010648654316239232,b'*',1,5521.55,92.3583,4.17057,0.112085,b' ',103.609,0.172837,11.975882,0.0,1.95,0.05
85.7038040161133,-9.83673095703125,b'2M05424891-0950122',3011909695369951616,b'*',1,4831.93,66.0167,4.33659,0.0847141,b' ',22.0416,0.601608,0.0,0.0,0.0,0.0
85.4916763305664,-9.83089065551758,b'2M05415800-0949512',3012099601644059264,b' ',1,4009.99,18.525,4.31015,0.0731878,b' ',21.4824,0.857667,0.95191,0.073196,1.3,0.55
86.0964126586914,-9.82765483856201,b'2M05442313-0949395',3011994563924211584,b'*',1,4829.58,59.9968,3.72289,0.110189,b' ',-23.5965,0.222255,23.729035,2.56334,2.6,0.25
84.3949584960938,-9.81816387176514,b'2M05373478-0949053',3010648482517546496,b'*',1,5670.24,51.1963,5.17751,0.0811204,b' ',19.3776,0.199922,7.103407,0.0,0.3,0.0
85.6987380981445,-9.78950786590576,b'2M05424769-0947222',3011918697621401088,b'*',1,7139.89,936.201,4.51804,0.197523,b'<',3.4332,0.0,0.0,0.0,0.0,0.0
85.8126754760742,-9.77300071716309,b'2M05431504-0946228',3011916086281273856,b'*',1,3999.59,24.0829,4.64726,0.103602,b' ',19.0149,0.353482,0.0,0.0,0.0,0.0
85.7184906005859,-9.76106071472168,b'2M05425243-0945398',3011919414880219648,b' ',1,4136.01,20.797,4.40224,0.0737658,b' ',22.1183,0.375016,0.0,0.0,0.0,0.0
85.6900405883789,-9.75244426727295,b'2M05424560-0945087',3011919105642576512,b' ',1,4154.84,22.4573,4.41177,0.0804948,b' ',22.8639,0.347646,0.0,0.0,0.0,0.0
85.6364669799805,-9.75185108184814,b'2M05423275-0945066',3011919998995514112,b' ',1,4408.53,25.7864,4.59732,0.0932198,b' ',21.0688,0.412649,0.0,0.0,0.0,0.0
85.2426452636719,-9.7518253326416,b'2M05405823-0945065',0,b' ',1,2989.06,52.406,4.38625,0.222113,b'<',2.18006,0.0,0.0,0.0,0.0,0.0
85.31884765625,-9.73737907409668,b'2M05411652-0944145',3012104652525600896,b' ',1,3693.6,34.2026,4.26654,0.103417,b' ',20.5671,0.322807,0.784944,0.208251,3.25,1.8
84.2422256469727,-9.71960830688477,b'2M05365813-0943105',3010653572055427200,b'*',1,6647.44,970.7,5.36661,0.367327,b' ',43.702,0.472513,11.790839,0.389753,0.7,0.0500001
84.8785705566406,-9.70662307739258,b'2M05393085-0942238',3012143238511733760,b'*',3,9298.35,669.197,4.61235,0.0594208,b'<',7.88728,0.0,768.91219,78.809136,0.0,0.0
85.0490341186523,-9.70306968688965,b'2M05401176-0942110',3012097059023353216,b' ',1,5631.95,35.3491,3.15873,0.0946583,b'<',11.197,0.0,0.0,0.0,0.0,0.0
85.0227203369141,-9.69425392150879,b'2M05400545-0941393',3012097879360715776,b'*',1,5567.6,39.3197,5.00612,0.0775909,b' ',9.0235,0.189517,4.575914,0.0,0.35,0.0500001
85.1792602539062,-9.69162273406982,b'2M05404302-0941298',3012094409027140480,b'*',1,6577.03,566.116,5.34875,0.180942,b' ',45.8031,0.466542,23.03172,1.083694,0.45,0.1
85.3504028320312,-9.68201732635498,b'2M05412409-0940552',3012105408439883648,b' ',1,4319.86,32.7424,2.89417,0.128301,b' ',49.9367,0.347101,1.27292,0.0,4.35,0.15
85.1967315673828,-9.67191505432129,b'2M05404721-0940188',3012117915384612224,b' ',1,7071.2,3053.92,5.19633,0.844207,b'<',2.08707,0.0,5.209329,1.220938,4.5,4.5
85.3191757202148,-9.66674137115479,b'2M05411660-0940002',3012117292613064576,b' ',1,4544.85,35.0795,3.49188,0.0989423,b' ',46.5754,0.272395,4.700597,0.771284,4.5,3.35
85.1839370727539,-9.64608287811279,b'2M05404414-0938458',3012121037825219584,b' ',1,4595.92,55.3622,3.5455,0.158307,b' ',72.2602,0.351159,1.701086,0.554777,4.5,4.5
85.1853713989258,-9.64486408233643,b'2M05404448-0938415',3012121042120720128,b'*',1,6158.12,64.6761,5.2389,0.0843021,b' ',35.8912,0.195378,12.749672,0.0,0.25,0.05
85.4576950073242,-9.64090347290039,b'2M05414984-0938272',3012107298225448960,b' ',1,4194.11,26.2743,4.68628,0.0788411,b' ',20.5633,0.353986,1.784012,0.083942,2.4,0.35
85.3134460449219,-9.63451194763184,b'2M05411522-0938042',3012119049255974912,b'*',1,5094.47,31.3421,3.89176,0.0893538,b' ',33.6483,0.232854,8.556574,0.495929,4.5,0.4
85.3302917480469,-9.62927436828613,b'2M05411926-0937453',3012119014896236160,b' ',1,6581.29,1885.91,4.79337,0.604969,b'<',1.91056,0.0,2.610521,0.201506,4.5,0.25
86.0725250244141,-9.62812232971191,b'2M05441740-0937412',3012013320044980352,b'*',2,6521.64,236.079,4.16697,0.0757049,b'<',4.20745,0.0,19.071268,0.0,0.0,0.0
85.5543060302734,-9.62262535095215,b'2M05421303-0937214',3012112654048767872,b' ',1,5508.4,96.4424,3.99752,0.164612,b' ',36.4772,0.329062,3.424043,0.709354,3.8,3.8
85.263557434082,-9.61435604095459,b'2M05410325-0936516',3012118598282950400,b' ',1,4244.44,20.3503,4.48166,0.0701539,b' ',22.0899,0.377729,0.0,0.0,0.0,0.0
85.3140869140625,-9.61395072937012,b'2M05411538-0936502',3012119835233531520,b'*',1,6278.1,699.45,5.16144,0.232079,b'<',1.11422,0.0,6.294292,0.178552,0.25,0.05
85.1726684570312,-9.60724258422852,b'2M05404144-0936260',3012121420077840256,b'*',2,4313.86,18.0702,4.54432,0.0689294,b' ',18.8941,0.306246,0.984889,0.119264,1.85,0.45
85.1036071777344,-9.60488128662109,b'2M05402486-0936175',3012122279071304320,b'*',1,5893.45,108.504,4.84936,0.20046,b' ',51.8571,0.484895,2.499651,0.15538,4.5,0.2
85.9070892333984,-9.60148334503174,b'2M05433770-0936053',3012016004400946560,b'*',1,6070.89,85.5851,5.00389,0.111831,b' ',-11.1044,0.190528,7.41011,0.0,0.25,0.05
85.1265411376953,-9.59816741943359,b'2M05403036-0935534',3012122107272610432,b'*',2,4098.2,21.7302,4.69269,0.0751573,b' ',16.6918,0.243767,0.680622,0.097795,2.7,0.8
85.4470596313477,-9.59265327453613,b'2M05414729-0935335',3012113551697829888,b'*',1,4345.89,34.8151,4.50404,0.133517,b' ',19.6332,0.567687,0.695662,0.070399,2.05,0.5
85.1974792480469,-9.58505439758301,b'2M05404739-0935061',3012121828098356480,b'*',1,5878.86,66.9842,4.98185,0.0872686,b' ',8.7405,0.234935,6.654708,0.231451,0.15,0.0500001
85.2085800170898,-9.57611656188965,b'2M05405005-0934340',3012121866754435328,b'*',1,4946.74,51.1027,5.05586,0.0894121,b' ',-28.8846,0.255685,2.046054,0.064439,0.6,0.1
85.2961730957031,-9.56466102600098,b'2M05411108-0933527',3012120320566292992,b'*',1,4798.2,37.274,4.51157,0.0725744,b' ',21.5214,0.482323,2.747932,0.108819,1.75,0.15
85.6068725585938,-9.55618381500244,b'2M05422564-0933222',3012114513770498944,b'*',1,6730.08,761.607,4.87237,0.242937,b' ',-17.7496,0.626264,5.294502,0.332554,3.5,0.35
85.5000228881836,-9.55372619628906,b'2M05420000-0933134',3012114062798027136,b'*',1,6213.49,69.2713,3.49589,0.0908909,b'<',7.8754,0.0,17.695711,0.852685,1.75,0.0999999
85.4540176391602,-9.53487873077393,b'2M05414896-0932055',0,b' ',1,6665.17,598.046,4.20875,0.168542,b'<',2.38433,0.0,10.490894,0.325279,4.5,0.0499997
85.3654708862305,-9.52816772460938,b'2M05412771-0931414',3012126677117886848,b'*',2,4213.89,21.7977,4.67506,0.0704674,b' ',22.1889,0.372759,0.0,0.0,0.0,0.0
85.3855285644531,-9.52276706695557,b'2M05413252-0931219',3012126501023316224,b'*',1,6373.98,621.226,4.94258,0.176071,b' ',20.7947,0.423989,6.120359,0.0,0.3,0.0
85.460090637207,-9.50897312164307,b'2M05415042-0930323',3012126230441284480,b' ',1,6715.18,1010.74,5.58244,0.331202,b' ',75.4933,0.55,7.122491,0.351674,4.15,0.3
85.2026596069336,-9.50640964508057,b'2M05404863-0930230',3012124615533500160,b' ',1,6457.94,620.202,4.42502,0.209989,b' ',40.6865,0.884692,6.944468,0.720991,4.5,0.45
85.0459136962891,-9.50633335113525,b'2M05401101-0930227',3012170829381614080,b'*',1,6109.69,57.2283,5.03822,0.0960914,b' ',4.2679,0.244344,4.847382,0.130126,0.3,0.05
85.3174285888672,-9.50470733642578,b'2M05411618-0930169',3012123893978987648,b'*',2,3977.99,15.1635,4.44349,0.0666596,b' ',19.7932,0.258057,0.838027,0.117463,2.3,0.65
85.3543090820312,-9.50137901306152,b'2M05412503-0930049',3012129735134601088,b'*',1,4892.45,76.5315,5.00291,0.136133,b' ',31.1493,0.405251,0.976465,0.022066,0.75,0.05
85.0472564697266,-9.49457168579102,b'2M05401134-0929404',3012170829381613184,b'*',1,4188.28,47.9267,5.34431,0.127133,b' ',17.3964,0.533355,0.0,0.0,0.0,0.0
85.3996429443359,-9.49306583404541,b'2M05413591-0929350',3012126848916576384,b'*',2,6411.0,219.306,4.46608,0.074253,b'<',1.37288,0.0,116.47819,0.0,0.0,0.0
85.3113861083984,-9.48221492767334,b'2M05411473-0928559',3012130044372154240,b' ',2,3263.2,23.915,3.94356,0.107052,b' ',20.1594,0.310155,0.0,0.0,0.0,0.0
84.1084136962891,-9.46103286743164,b'2M05362602-0927397',3013676095161013248,b'*',1,5388.0,54.0965,3.95828,0.0939001,b' ',18.5076,0.173132,29.040485,0.0,1.3,0.0
85.6626968383789,-9.41538143157959,b'2M05423904-0924553',3012210785460959744,b'*',1,4792.42,47.6905,4.36126,0.0731548,b' ',18.4849,0.630497,5.054269,0.0,0.0,0.0
85.7428207397461,-9.40881061553955,b'2M05425827-0924317',3012211408232302080,b'*',1,5787.84,49.5602,4.63724,0.105714,b' ',14.4566,0.286788,2.467518,0.160012,4.5,0.2
85.2882995605469,-9.40641212463379,b'2M05410919-0924230',3012178251085081472,b' ',1,5344.82,38.567,3.88097,0.0895743,b' ',54.9237,0.182048,13.59597,2.359642,4.5,0.85
85.5528793334961,-9.40478324890137,b'2M05421269-0924172',3012129318521929856,b' ',1,4862.69,96.5041,4.18359,0.115023,b' ',-11.6525,0.272184,6.173249,1.231235,4.3,4.3
85.2021484375,-9.39633464813232,b'2M05404851-0923468',3012179178798021248,b' ',1,4325.74,19.3402,4.30261,0.0689301,b' ',21.2981,0.273464,4.00575,0.0,4.0,0.0499997
85.2049865722656,-9.38869094848633,b'2M05404919-0923192',3012179247517497472,b' ',1,5136.22,46.6918,4.2284,0.0916887,b' ',125.486,0.224692,12.453188,2.918732,4.4,4.4
85.1488723754883,-9.37899875640869,b'2M05403572-0922443',3012176563162394368,b' ',2,2434.7,196.931,-0.354561,0.225178,b'<',23.5828,0.0,0.0,0.0,0.0,0.0
85.2447662353516,-9.37714195251465,b'2M05405874-0922377',3012178590387017216,b' ',2,4299.47,19.5094,4.54361,0.0715385,b' ',22.8424,0.272624,1.23675,0.238753,4.5,0.45
86.1657867431641,-9.3665828704834,b'2M05443978-0921596',3012027205675614592,b'*',1,7019.0,240.064,5.75404,0.0907266,b' ',46.8771,0.390067,14.811814,0.0,0.75,0.0
85.288444519043,-9.3649263381958,b'2M05410922-0921537',3012178938279846784,b' ',1,3764.84,37.4402,4.25305,0.121282,b' ',19.0314,0.443406,0.649342,0.04993,2.4,0.5
85.6659698486328,-9.36280345916748,b'2M05423983-0921460',3012222815665441024,b'*',2,4025.0,15.0054,4.41472,0.0603579,b' ',21.8587,0.281714,0.974764,0.074953,2.95,0.35
85.6799011230469,-9.35259914398193,b'2M05424317-0921093',3012224327493928576,b'*',1,4352.56,26.4723,4.87676,0.0877414,b' ',18.6129,0.365067,0.785808,0.043647,1.45,0.15
85.2734451293945,-9.35193252563477,b'2M05410562-0921069',3012179002703640576,b' ',1,4318.39,35.0115,4.60821,0.114123,b' ',20.9063,0.466759,0.958952,0.030685,4.5,0.25
85.1859283447266,-9.3488302230835,b'2M05404462-0920557',3012182507396955008,b' ',1,3991.43,22.1519,4.4922,0.102547,b' ',18.4158,0.384421,0.821785,0.059746,2.5,0.45
85.9157943725586,-9.34622955322266,b'2M05433979-0920464',3012214809846389632,b'*',1,6319.32,612.187,4.9659,0.2017,b' ',-1.6632,0.498669,5.678393,0.29493,2.7,0.15
85.5755386352539,-9.34620571136475,b'2M05421812-0920463',3012223605939424896,b'*',1,4622.73,37.7394,3.54877,0.103297,b' ',28.5337,0.239007,13.31044,0.0,4.5,0.25
85.694221496582,-9.34552478790283,b'2M05424661-0920438',3012224361853666176,b'*',1,6314.46,1103.45,4.51855,0.488429,b'<',1.55079,0.0,2.862524,0.782368,4.3,4.3
84.3208465576172,-9.34457778930664,b'2M05371700-0920404',3015168132439730816,b'*',2,6671.12,343.041,4.39406,0.109835,b'<',3.60074,0.0,23.718048,1.09034,0.0,0.0
85.1557388305664,-9.34193229675293,b'2M05403737-0920309',3012182546051092224,b' ',2,4156.43,25.7973,4.50633,0.0831401,b' ',21.5643,0.521784,0.0,0.0,0.0,0.0
85.0054092407227,-9.33457565307617,b'2M05400129-0920044',3012189276264769536,b'*',1,6545.89,522.689,4.38912,0.167871,b'<',3.3547,0.0,12.46388,0.441167,3.05,0.0999999
85.9088897705078,-9.33447265625,b'2M05433813-0920041',3012214878565865984,b'*',1,4153.4,19.5581,2.61206,0.080028,b' ',96.6291,0.211738,19.678156,0.0,3.65,0.0999999
85.2465209960938,-9.32986736297607,b'2M05405916-0919475',3012180037791474688,b' ',2,3937.03,14.0609,4.51894,0.068839,b' ',18.4524,0.361209,0.0,0.0,0.0,0.0
86.166633605957,-9.32733821868896,b'2M05443999-0919384',3012028167748284800,b'*',1,5139.38,54.7103,5.23467,0.078169,b' ',66.2602,0.202263,13.43955,0.0,0.6,0.0
86.4360198974609,-9.32081508636475,b'2M05454464-0919149',3012048886670499968,b'*',1,4621.21,30.9569,4.50747,0.067888,b' ',19.6618,0.417253,2.306406,0.341185,1.45,0.4
85.4338073730469,-9.31613826751709,b'2M05414411-0918580',3012133961382314368,b'*',1,6254.66,809.831,4.54673,0.279591,b' ',3.8148,0.702747,4.362389,0.20526,4.5,0.25
85.9472274780273,-9.31583118438721,b'2M05434733-0918569',3012215393961939072,b'*',1,5539.39,65.4707,3.96628,0.108947,b' ',5.2877,0.240218,3.050814,0.167136,3.8,0.3
85.2730102539062,-9.31339359283447,b'2M05410552-0918482',3012179969071995904,b' ',2,4308.69,19.3405,4.70125,0.0674079,b' ',18.8819,0.393334,0.0,0.0,0.0,0.0
85.7220916748047,-9.30589008331299,b'2M05425330-0918212',3012224877249738752,b'*',1,5371.14,61.4467,4.7911,0.101813,b' ',110.577,0.295016,2.068154,0.102115,3.55,0.3
85.2444915771484,-9.30203914642334,b'2M05405867-0918073',3012180243949903488,b' ',2,3716.01,20.9428,4.20894,0.0609361,b' ',20.727,0.169184,0.0,0.0,0.0,0.0
85.3292770385742,-9.29865837097168,b'2M05411902-0917551',3012181549619957376,b'*',1,5789.87,52.4552,4.80731,0.0876007,b' ',17.8123,0.369929,5.893266,0.201464,1.45,0.1
85.569709777832,-9.29817676544189,b'2M05421673-0917534',3012227213711952768,b'*',1,6077.59,99.5236,5.15552,0.115374,b' ',-4.1993,0.269311,2.838712,0.059448,0.7,0.0500001
85.6048812866211,-9.29677295684814,b'2M05422517-0917483',3012224224414713856,b'*',1,4738.17,51.3507,3.67695,0.108009,b' ',69.6733,0.251662,4.239923,0.413393,1.6,1.6
85.7436370849609,-9.2944917678833,b'2M05425847-0917401',3012225014688690816,b' ',1,5078.48,53.7926,3.90908,0.114739,b' ',41.3919,0.297003,1.429656,0.348631,4.25,4.25
85.1227493286133,-9.28435897827148,b'2M05402945-0917036',3012183989161526912,b' ',1,4131.35,101.664,4.73077,0.299765,b'<',1.28864,0.0,0.0,0.0,0.0,0.0
85.0734710693359,-9.28183174133301,b'2M05401763-0916545',3012195671472438016,b' ',1,4593.65,61.6983,3.53993,0.1464,b' ',47.1885,0.344727,1.047103,0.084295,4.5,0.4
85.8279647827148,-9.27910041809082,b'2M05431871-0916447',3012219173533163264,b'*',1,6169.48,106.369,4.88154,0.148769,b' ',-12.3059,0.335538,3.083929,0.127159,3.65,0.0999999
85.0516967773438,-9.26845359802246,b'2M05401240-0916064',3012195946350345600,b'*',1,7328.52,1637.87,4.29443,0.314831,b'<',35.5363,0.0,5.556135,0.376576,4.5,0.2
85.2922286987305,-9.26523494720459,b'2M05411013-0915548',3012181893217340928,b' ',1,4160.91,29.9846,4.63129,0.0996611,b' ',20.5964,0.435144,0.0,0.0,0.0,0.0
84.7064361572266,-9.26340484619141,b'2M05384954-0915482',3015195414071948288,b'*',1,5389.89,38.1128,4.20062,0.0813023,b' ',11.679,0.189333,39.605869,0.0,1.9,0.05
83.8107070922852,-9.25603580474854,b'2M05351456-0915217',3013733132326486272,b'*',2,6661.3,454.274,4.07321,0.123403,b'<',5.42753,0.0,22.44924,0.0,0.0,0.0
85.3052825927734,-9.25174713134766,b'2M05411326-0915062',3012182271174462592,b'*',2,4756.85,31.2574,4.5037,0.0554153,b' ',19.2012,0.443232,2.14745,0.077379,1.55,0.0999999
85.7536163330078,-9.24979019165039,b'2M05430086-0914592',3012231195145907328,b' ',1,3749.9,21.9754,2.15662,0.0606905,b' ',129.802,0.163607,2.085796,0.146326,4.45,0.7
85.4984893798828,-9.24089527130127,b'2M05415963-0914272',3012228485022217216,b'*',1,5826.08,59.3419,4.25339,0.0950544,b' ',69.6876,0.220202,6.106668,0.20876,4.5,0.25
84.3774948120117,-9.23933982849121,b'2M05373059-0914216',3015186751120571136,b'*',3,7519.88,383.235,4.53729,0.0661099,b'<',5.89218,0.0,22.989222,0.0,0.0,0.0
84.4289932250977,-9.23758316040039,b'2M05374295-0914152',3015186927215312768,b'*',1,5173.76,60.5737,5.08305,0.103009,b' ',40.7801,0.312196,0.856072,0.073447,0.75,0.15
85.2881774902344,-9.23458480834961,b'2M05410916-0914045',3012185294831438720,b' ',2,4123.81,21.8361,4.36661,0.079718,b' ',20.6796,0.277238,0.780274,0.025792,3.75,0.15
85.0847473144531,-9.23142719268799,b'2M05402033-0913531',3012196118149033856,b'*',1,2341.14,136.133,-0.497235,0.0867396,b'<',1.25424,0.0,0.0,0.0,0.0,0.0
85.8223876953125,-9.23093509674072,b'2M05431737-0913513',3012231508679235072,b'*',2,2861.19,21.5145,4.73767,0.0835729,b' ',27.754,0.379884,0.402255,0.394223,3.95,3.95
85.200813293457,-9.22972869873047,b'2M05404819-0913470',3012185844587255296,b' ',1,4316.33,20.2316,4.56523,0.0752269,b' ',20.6237,0.338564,1.924259,0.086473,3.6,0.25
85.2480392456055,-9.21688938140869,b'2M05405953-0913008',3012185947666468096,b'*',1,6544.23,780.213,5.31886,0.256146,b' ',15.5004,0.629801,3.690813,0.141942,2.0,0.0999999
85.7824783325195,-9.21539115905762,b'2M05430779-0912554',3012231749197404416,b'*',1,4407.69,28.2655,4.35307,0.102647,b'<',1.13836,0.0,1.489644,0.055683,1.45,0.15
85.8794403076172,-9.21522235870361,b'2M05433106-0912547',3012221303836936704,b'*',1,6014.5,90.8964,5.56999,0.161869,b' ',-37.8063,0.497152,1.316353,0.019429,1.35,0.0
85.2613143920898,-9.20805263519287,b'2M05410271-0912289',3012186325623589376,b'*',1,3996.84,16.1393,4.43009,0.0787444,b' ',20.2782,0.340685,0.0,0.0,0.0,0.0
85.3765716552734,-9.20746517181396,b'2M05413037-0912268',3012276348137765760,b'*',1,4035.77,35.6072,5.08979,0.146871,b'<',1.91248,0.0,0.915081,0.034857,1.55,0.15
85.3164596557617,-9.19924831390381,b'2M05411595-0911572',3012185672788557568,b' ',2,4330.32,18.5113,4.2438,0.0668007,b' ',21.794,0.377839,0.0,0.0,0.0,0.0
85.0852966308594,-9.1992301940918,b'2M05402047-0911572',3012197355099612672,b'*',1,4676.53,70.8935,4.52821,0.176917,b' ',-41.2515,0.961157,0.0,0.0,0.0,0.0
85.0601959228516,-9.18892192840576,b'2M05401444-0911201',3012197595617782016,b' ',1,4760.31,68.7148,3.66811,0.091404,b' ',15.1953,0.218848,9.304456,1.281741,4.5,2.5
85.1540756225586,-9.18809127807617,b'2M05403697-0911171',3012198141077810944,b'*',1,6315.61,355.718,4.90654,0.129044,b' ',25.3005,0.430853,23.914351,0.0,0.1,0.0500001
85.365966796875,-9.18352890014648,b'2M05412783-0911007',3012279367498763904,b' ',1,6658.3,1407.45,3.81856,0.376188,b'<',20.863,0.0,4.400834,0.176015,4.5,0.15
85.6826705932617,-9.17870426177979,b'2M05424384-0910433',3012235563128366208,b'*',1,3961.43,20.2782,4.43251,0.0954739,b' ',20.5028,0.300774,1.329999,0.230827,0.3,0.3
85.2810974121094,-9.17781066894531,b'2M05410746-0910401',3012186497422278912,b' ',1,4003.74,18.3619,4.6873,0.0814822,b' ',21.2288,0.89454,1.223834,0.054997,2.05,0.2
85.6823577880859,-9.17737293243408,b'2M05424376-0910385',3012235563128366080,b'*',1,4496.61,33.8338,4.59371,0.105593,b' ',20.4999,0.483111,4.404826,1.110059,4.5,1.75
85.6991271972656,-9.17717456817627,b'2M05424779-0910378',3012235460049150208,b'*',1,4018.69,18.2957,4.51413,0.0766652,b' ',20.8784,0.36137,1.005761,0.078852,1.8,0.4
85.1389083862305,-9.17615985870361,b'2M05403333-0910341',3012198214093068160,b' ',1,4107.03,23.1377,4.53506,0.0806224,b' ',16.7557,0.312062,1.656591,0.079824,1.8,0.15
85.8298568725586,-9.17086696624756,b'2M05431916-0910151',3012234154379086208,b'*',1,4259.22,23.709,4.83845,0.0830118,b' ',48.2014,0.269338,0.752365,0.043606,0.8,0.2
