ID,_RAJ2000,_DEJ2000,pmRA,e_pmRA,pmDE,e_pmDE,Ndet,Dt,F139,Note
321,83.8251687,-5.40085644,-0.69,0.19,1.35,0.27,4,19.3,10.57,
322,83.84102501,-5.38511672,0.32,0.05,1.07,1.42,3,6.3,13.46,
323,83.86243571,-5.40024318,-0.56,0.25,-0.33,0.24,3,6.3,13.58,
324,83.8622387,-5.41338623,-1.11,0.07,-0.01,0.29,3,16.9,13.3,
325,83.85560715,-5.42490039,-1.16,0.08,-1.66,0.38,3,16.9,13.03,
326,83.76956824,-5.40998266,0.03,0.17,-1.32,0.15,3,16.3,16.09,
327,83.81218516,-5.40357357,-1.49,0.44,1.88,0.18,5,16.9,12.25,
328,83.77579973,-5.37014152,-0.88,0.13,-0.86,0.12,5,17,     ,
329,83.75779891,-5.39825394,0.34,0.31,0.02,0.32,3,16.3,14.9,
330,83.77265993,-5.42285023,0.11,0.11,1.56,0.32,3,17,13.88,
331,83.82133984,-5.41630413,-0.8,0.29,-0.85,0.07,6,19.9,12.31,
332,83.82687579,-5.42201646,-0.43,0.24,1.71,0.43,4,16.9,13.53,
333,83.81205856,-5.40326992,-1.04,0.11,-0.13,0.09,5,16.9,12.24,
334,83.77205248,-5.41749929,-0.16,0.05,-1.76,0.26,3,16.3,14.26,
335,83.76579101,-5.41511594,-0.07,0.15,-0.07,0.29,3,16.3,13.98,
336,83.8451775,-5.37417074,1.89,0.46,0.35,0.4,3,16.9,13.8,
337,83.8235751,-5.41963246,-1.53,1.47,-0.17,0.46,5,17,14.04,
338,83.79393483,-5.40463798,-2.01,0.19,-2.32,0.96,5,11.8,13.88,
339,83.86607862,-5.38993202,0.49,0.46,-0.07,0.1,3,6.3,13.8,
340,83.80857938,-5.42235576,-0.47,0.08,-0.08,0.28,4,17,12.55,
341,83.8261909,-5.41079507,-1.22,0.15,-0.36,0.6,5,16.9,13.48,
342,83.85143431,-5.4334455,-0.65,0.36,-0.46,0.28,3,16.9,13.12,
343,83.83397288,-5.42605821,-0.05,0.3,1.55,0.26,3,16.9,15.01,
344,83.75246454,-5.41077898,-0.72,0.25,-0.17,0.28,3,16.3,16.98,
345,83.80673316,-5.35586018,0.08,0.12,-0.48,0.32,3,9,14.1,
346,83.86010488,-5.42545548,-0.34,0.03,0.55,0,3,16.9,13.72,
347,83.81826392,-5.36406617,0.46,0.12,-0.73,0.87,3,8.9,13.65,
348,83.82869288,-5.34192892,1.25,1.83,-1.91,0.24,3,5.9,13.28,
349,83.81792831,-5.37332362,-0.5,0.08,-0.73,0.2,4,12.1,14.13,
350,83.85913431,-5.42235622,0.68,0.08,0.91,0.12,3,16.9,13.05,
351,83.85896621,-5.42763692,-0.39,0.31,-0.83,0.19,4,19.9,13.46,
352,83.81683858,-5.43085462,0.42,0,-0.22,0.18,3,17,13.17,
353,83.8097526,-5.42104783,-0.14,0.04,-0.6,0.71,5,19.9,12.79,
354,83.79649272,-5.42563471,1.41,0.67,-0.76,0.51,4,17,13.81,
355,83.82531498,-5.38384179,-1.45,0.06,-1.45,0.02,5,16.9,16,
356,83.7917976,-5.40053512,0.69,1.13,-0.33,0.01,3,16.3,14.9,
357,83.79031462,-5.3988652,-0.84,0.32,1.16,0.07,3,16.3,13.38,
358,83.78587551,-5.39007892,-1.68,0.16,-0.65,0.33,4,16.3,15.2,
359,83.79135443,-5.36204022,-1.17,0.06,-0.23,0.48,3,17,13.73,
360,83.78893214,-5.36155617,-0.51,0.04,-0.99,0.24,3,17,13.27,
361,83.78508423,-5.35550016,-1.53,0.17,-0.51,0.05,3,17,14.76,
362,83.82586835,-5.39619676,-1.35,0.11,-2.62,0.24,5,16.9,15.95,
363,83.8156915,-5.40318817,0.03,0.68,0.07,2.14,3,8.9,14.11,
364,83.82904591,-5.38944721,-0.49,0.08,-1.33,0.11,6,16.9,14.29,
365,83.82964972,-5.38507884,-0.22,0.1,0.8,0.06,5,16.9,14.83,
366,83.8278444,-5.38221734,0,0.73,0.66,0.56,4,8.9,13.77,
367,83.82058858,-5.37239007,1.07,0.29,1.04,0.26,4,12.1,13.83,
368,83.83895647,-5.42639211,1.07,0.26,-0.46,0.32,4,16.9,15.62,
369,83.8335703,-5.42065612,-0.38,0.19,-1.32,0.16,3,16.2,13.57,
370,83.82638177,-5.41081253,-0.88,0.53,0.5,0.39,4,16.9,14.16,
371,83.83833645,-5.40005593,-0.74,0.16,-1.52,0.42,4,9.3,13.81,
372,83.83874961,-5.37101305,1.14,0.14,-0.24,0.03,3,16.9,14.1,
373,83.83910192,-5.36871824,-0.24,0.16,-0.69,0.21,3,16.9,14.96,
374,83.81254279,-5.36315163,-0.06,0.36,0.86,0.38,4,12.1,14.32,
375,83.81597276,-5.35587999,1.57,0.31,-0.25,0.04,3,16.9,14.82,
376,83.81232568,-5.35021102,0.1,0.16,-2.28,0.24,4,20.1,15.25,
377,83.80597828,-5.35202695,0.88,0.05,-0.94,0.07,4,20.1,13.17,
378,83.83755791,-5.38174646,-0.22,0.17,-0.01,0.07,5,16.9,17.01,
379,83.84024486,-5.363142,0.18,0.19,0.94,0.01,3,16.9,     ,
380,83.83272269,-5.39765952,0.24,0.12,-0.37,0.24,4,16.9,16.45,
381,83.83751836,-5.36452681,0.91,0.5,1.44,0.21,3,16.9,17.64,
382,83.83198786,-5.37616256,-0.63,0.03,-1.55,0.16,3,16.9,16.44,
383,83.82721658,-5.39660238,1.11,0.15,1.21,0.06,5,16.9,17.54,
384,83.83289943,-5.36868507,0.06,0.27,0.07,0.32,3,16.9,16.12,
385,83.82932507,-5.38073175,-0.34,0.31,1.14,0.14,5,16.9,16.1,
386,83.83024677,-5.34722619,0.28,0.12,0.52,0.25,3,16.9,     ,
387,83.82362495,-5.37427042,-0.27,0.02,-0.56,0.42,3,17,17.35,
388,83.82323228,-5.37438913,0.11,0.03,-0.55,0.36,3,17,16.78,
389,83.82624183,-5.35776178,-0.31,0.16,-2.2,0.16,3,16.9,17.86,
390,83.82519973,-5.36141216,0.18,0.12,1.38,0.07,4,20.1,16.44,
391,83.81897187,-5.38157942,1.64,0.02,0.59,0.65,3,17,17.11,
392,83.81914365,-5.38065464,-1.36,0.56,-1.58,0.23,5,17,17.88,
393,83.82134756,-5.36996321,0.88,0.25,-2.35,0.34,4,20.1,16.48,
394,83.8167046,-5.36473247,0.18,0.14,1.11,0.08,3,16.9,16.64,
395,83.81796632,-5.34967746,-0.67,0.11,0.03,0.51,3,17,16.56,
396,83.8122078,-5.37250598,0.02,0.59,0.33,0.03,3,17,17.12,
397,83.8171536,-5.3424417,0.16,0.05,0.43,0.66,3,16.9,18.37,
398,83.8143467,-5.34484291,-1.83,0.97,-14.88,6.81,3,16.9,     ,2
399,83.81333811,-5.34759925,0.55,0.17,1.91,0.11,4,20.1,16.3,
400,83.85530821,-5.40182898,0.34,0.16,-0.44,0.09,4,16.2,17.18,
401,83.84160855,-5.41481592,-0.24,0.11,-0.24,0.92,3,16.2,17.12,
402,83.84157428,-5.40724978,-0.76,0.6,0.3,0.06,3,16.2,17.05,
403,83.83180627,-5.40876572,-0.03,0.13,-0.76,0.52,3,16.2,16.36,
404,83.81827365,-5.41030706,1.87,0.19,0.27,0.05,3,16.2,13.68,
405,83.8162331,-5.4086471,-0.37,0.25,0.25,0.01,3,16.3,15.73,
406,83.81734884,-5.3863855,-0.24,0.04,-1.82,0.12,3,16.9,18.38,
407,83.80161911,-5.35871317,1.15,0.6,1.63,1.46,3,17,15.88,
408,83.7842977,-5.38131213,-1.01,0.14,-1.88,0.01,5,17,16.7,
409,83.78604728,-5.33957518,1.53,0.08,0.68,0.04,3,17,16.42,
410,83.77646559,-5.36987828,1.12,0.17,0.3,0.18,4,17,17.94,
411,83.77322181,-5.36123917,1.05,0.18,-0.8,0.46,3,17,17.37,
412,83.77062697,-5.36195068,-0.79,0.24,0.71,0.05,3,17,17.85,
413,83.76708029,-5.36941357,-0.78,0.23,-0.83,0.1,5,17,17.21,
414,83.76824745,-5.3564691,0.06,0.64,0.41,0.83,3,17,16.25,
415,83.80803137,-5.40701461,-0.29,0.2,-0.09,0.08,4,16.2,15.33,
416,83.80290883,-5.40735013,0.24,1.88,0.54,0.54,3,16.3,14.35,
417,83.7912578,-5.40290418,0.19,0.31,2.3,0.28,3,16.3,17.18,
418,83.79141047,-5.39970289,0.62,0.86,-1.17,0.04,3,16.3,17.29,
419,83.78761303,-5.39061521,0.51,0.51,0.92,0.9,4,16.3,18.44,
420,83.7754145,-5.40016676,-1.03,0.71,-0.92,0.38,3,16.3,18.39,
421,83.7718453,-5.38973058,0.81,0.43,0.96,0.05,3,16.3,16.25,
422,83.75890074,-5.39916515,0.28,0.15,-1.48,0.55,3,16.3,14.48,
423,83.77107472,-5.41683165,0.45,0.24,0.97,1.49,3,16.3,16.5,
424,83.77938514,-5.41686231,0.57,0.34,-0.32,1.12,3,16.3,16.27,
425,83.78828544,-5.42549129,0.15,0.29,1.19,0.43,3,16.3,18.75,
426,83.79323037,-5.41429781,0.04,0.19,-0.91,0.07,4,17,15.07,
427,83.79644567,-5.41011072,-0.52,0.28,0.56,0.1,3,16.3,17.28,
428,83.81482127,-5.42968735,-0.11,0.07,0.09,0.17,3,16.3,16.87,
429,83.82201529,-5.4291609,0.06,0.49,0.14,0.39,3,16.3,     ,
430,83.82379427,-5.42799657,-0.05,0.2,-0.41,0.47,3,16.3,16.09,
431,83.83199449,-5.41811,0.37,0.47,-1.1,0.27,3,16.2,16.8,
432,83.83387409,-5.43449825,-2.02,0.38,0.95,0.14,4,19.9,14.42,
433,83.84004165,-5.42797154,0.58,0.14,1.99,0.4,4,19.3,16.76,
434,83.84096312,-5.42457373,0.65,0.49,-0.01,0.38,3,16.2,17.16,
435,83.85134259,-5.43244896,-0.14,0.11,-0.96,0.1,3,16.2,17.51,
436,83.85811143,-5.42990138,-0.02,0.08,-0.33,0.06,3,19.9,14.89,
437,83.86099351,-5.43275428,-1.54,2.51,0.65,1.67,3,19.3,17.85,
438,83.86072807,-5.43600017,-0.12,0.56,-0.38,0.38,4,19.3,16.52,
439,83.83871706,-5.42586597,0.85,0.07,0.06,0.46,3,16.2,17.76,
440,83.82471609,-5.41847693,-0.19,0.28,-1.11,0.43,4,17,13.71,
441,83.83404252,-5.38570919,-2.14,0.69,-0.87,0.29,3,6.3,     ,
442,83.82355894,-5.36885564,-1,0.25,-1.94,0.46,4,12.1,13.6,
443,83.79693755,-5.36459014,-29.21,1.95,6.02,6.81,4,17,17.9,2
444,83.82055126,-5.36939635,-1.21,0.24,-0.63,0.54,4,20.1,14.69,
445,83.79075216,-5.40193468,-5.21,0.35,-14.5,0.01,3,16.3,17.34,
446,83.8451532,-5.42989945,0.23,0.19,1.46,0.17,3,14.6,12.75,
447,83.81909906,-5.42160175,0.82,0.04,-1.44,0.12,5,19.9,12.66,
448,83.81527826,-5.41957392,-0.59,0.12,0.84,0.11,5,19.9,12.57,
449,83.85505833,-5.41592051,-0.72,0.55,-0.27,0.02,3,9.4,14.73,
450,83.85371028,-5.41951222,-0.34,0.25,-0.39,0.2,3,14.6,12.7,
451,83.82063356,-5.42974894,0.31,0.04,-0.91,0.06,3,14.6,12.31,
452,83.81819085,-5.41935328,0.65,0.09,1.59,0.27,3,19.9,11.67,
453,83.82480553,-5.42612588,0.5,0.04,1.11,2.8,3,14.6,12.28,
454,83.82221662,-5.39483439,1.99,1.8,-0.9,0.31,5,11.9,13.42,
455,83.80452538,-5.38142838,0.18,0.4,1.81,0.14,5,11.9,14.2,
456,83.86038732,-5.39583568,-2.12,0.14,-0.31,0.2,4,11,13.61,
457,83.82405507,-5.39517212,-0.03,0.04,-0.55,0.04,5,11,13.63,
458,83.82256532,-5.39496182,-0.58,0.04,-2.85,0.03,4,11,15.43,
459,83.82488257,-5.39316043,1.82,0.59,3.4,1.35,4,11.9,12.75,4
460,83.84947888,-5.39279303,0.63,0.04,-0.34,0.52,3,11,     ,
461,83.84725563,-5.38909832,0.95,0.65,0.79,0.12,4,11,17.19,
462,83.84393371,-5.39854983,0.78,0.01,0.01,0.01,4,11,17.19,
463,83.8333298,-5.39134078,0.79,0.39,0.48,0.33,3,11,17.92,
464,83.83127244,-5.39437452,-0.43,1.06,2.57,0.35,4,11,17.88,
465,83.82392157,-5.39475482,-1.43,0.18,0.42,0.03,4,11,16.36,
466,83.82037588,-5.39391028,-0.75,0.41,-0.5,0.15,5,13.8,17.45,
467,83.81482632,-5.38838765,1.63,0.21,-0.29,0.27,4,11,19.25,
468,83.81484237,-5.37226253,-1.33,0.16,-0.31,0.13,4,11,16.79,
469,83.81061034,-5.38096612,-0.57,0.13,-0.47,0.1,4,11,17.35,
470,83.8111806,-5.37725389,-1.08,0.09,0.14,0.1,6,11,16.5,
471,83.81131286,-5.37650688,0.03,0.15,-0.2,0.12,6,11,16.2,
472,83.80965915,-5.37579621,0.65,0.15,1.15,0.11,4,11,17.45,
473,83.80522257,-5.38965194,-0.53,0.22,1.32,0.25,3,11,16.85,
474,83.8085712,-5.36823579,-1.05,0.5,-0.19,0.3,4,11,16.24,
475,83.87900153,-5.40064561,-0.15,0.2,0.69,0.17,3,10.3,16.54,
476,83.86684069,-5.38845265,0.17,0.1,0.78,0.16,4,11,17.06,
477,83.86401459,-5.39598259,-0.07,0.27,1.32,0.14,4,11,17.52,
478,83.82487083,-5.3981966,0.59,0.07,1.4,0.25,3,10.3,16.82,
479,83.80520793,-5.34497969,-0.74,0.35,1.02,0.43,3,20.1,17.91,
480,83.7837872,-5.37706059,0.39,0.08,0.95,0.1,4,11,17.59,
481,83.76932882,-5.3791324,0.88,0.05,2.62,0.24,4,11,17.65,
482,83.76848162,-5.37204971,0,0.02,-1.78,1.38,3,11,16.68,
483,83.75534717,-5.38494058,-0.05,0.05,2.14,0.21,3,10.3,16.77,
484,83.7871957,-5.37499147,-0.68,0.33,-1.33,0.23,4,11,17.65,
485,83.76937116,-5.38821809,0.18,0.42,0.72,0.19,3,10.3,18.18,
486,83.82337718,-5.36494729,-1.94,3.34,-0.08,0.14,3,20.1,13.34,
487,83.8436095,-5.43636987,1.35,0.02,2.31,0.02,3,19.3,14.6,
488,83.80052014,-5.40938429,-1.15,0.47,1.93,0.7,4,13.1,     ,
489,83.79560761,-5.41352341,2.04,0.72,1.94,0.31,3,10.6,11.16,
490,83.80395811,-5.41608922,0.14,0.52,0.13,0.09,4,11.8,13.96,
491,83.78572075,-5.41118366,-0.73,0.92,-0.11,0.42,3,10.6,14.49,
492,83.84806741,-5.41510122,-0.48,0.34,-0.19,0.27,3,10.5,14.93,
493,83.82142111,-5.41080664,-0.49,0.2,0.89,0.04,3,10.6,15.14,
494,83.82537633,-5.37975199,-0.58,0.02,0.21,0.13,3,10.5,15.88,
495,83.86837227,-5.4107333,-0.52,0.04,0.32,0.11,3,19.3,15.36,
496,83.85708882,-5.40798032,0.28,0.04,1.36,0.16,3,19.3,17.45,
497,83.82310571,-5.39862655,-0.55,0.28,0.24,0.22,3,19.2,16.48,
498,83.77943452,-5.38514341,0,0.06,-0.04,0.26,3,10.6,19.72,
499,83.85639388,-5.4199556,0.1,0.09,-1.42,0.04,3,19.3,17.06,
500,83.84404645,-5.4340279,-2.93,0.45,-15.24,0.13,3,19.3,16.97,
501,83.82423401,-5.41139315,0.45,0.37,0.08,0.4,3,13.8,13.98,
502,83.81123019,-5.37230973,0.77,0.23,-0.63,0.42,3,5,16.86,
503,83.80461812,-5.37974343,-5.38,0.78,6.41,0.68,3,8,15.25,1
504,83.85473016,-5.37366161,-0.02,0.22,-0.32,0.28,2,10.5,13.29,
505,83.82237243,-5.33744906,-0.71,0.16,-0.31,0.12,2,14.1,12.23,
506,83.82696596,-5.40194193,-0.17,0.42,0.43,0.17,2,7.5,11.62,
507,83.80855845,-5.39401512,0.07,0.12,0.44,0.01,2,14,10.31,
508,83.85183232,-5.41107454,0.85,0.07,-1.81,0.17,2,14,9.97,
509,83.84857005,-5.39619552,0.14,0.08,1.02,0.1,2,10.4,12.15,
510,83.83886774,-5.40318599,-0.83,0.12,1.01,0.11,2,14,12.4,
511,83.74663306,-5.38552225,0.66,1.12,-1.12,0.18,2,9.9,12.97,
512,83.83595281,-5.41290899,0.09,0.26,-0.25,0.03,2,14,11.22,
513,83.83127248,-5.35126081,-0.24,0.25,1.8,0.15,2,10.4,13.13,
514,83.71948876,-5.35700096,-0.37,0.28,1.24,0.1,2,10.4,13.56,
515,83.72548858,-5.37405858,0.66,0.09,-1.83,0.09,2,10.4,13.58,
516,83.72455897,-5.37242146,1.32,0.09,-0.63,0.06,2,10.4,13.87,
517,83.81695671,-5.34339868,0.55,0.25,1.44,0.24,2,14.1,10.27,
518,83.77826576,-5.3386119,0.12,0.27,-0.2,0.13,2,10.4,14.41,
519,83.79300736,-5.3536153,1.14,0.07,-0.36,0.12,2,10.5,11.43,
520,83.79040127,-5.35691153,0.53,0.05,1.2,0.1,2,10.5,12.57,
521,83.80998914,-5.39268064,-0.11,0.23,-1.65,0.03,2,14,10.13,
522,83.82058862,-5.34993993,-0.56,0.08,-0.11,0.13,2,10.5,12.89,
523,83.75509048,-5.36235301,-0.56,0.33,-1.52,0.43,2,10.4,13.29,
524,83.75834842,-5.34865433,0.08,0.17,-0.04,0.49,2,10.4,12.85,
525,83.80328209,-5.34417341,0.88,0.62,-0.38,0.1,2,14.6,13.45,
526,83.80113509,-5.3458657,1.26,0.34,0.46,0.36,2,10.5,11.85,
527,83.84923126,-5.40465804,0.86,0.16,1.24,0.22,2,10,13.01,
528,83.85043831,-5.35908646,-0.08,0.32,-0.12,0.41,2,10.5,12.54,
529,83.82178842,-5.34103105,-0.22,0.09,-0.27,0.12,2,14.1,11.65,
530,83.83527018,-5.39161182,-0.81,0.12,0.14,0.06,2,14,10.89,
531,83.824367,-5.34834046,-0.65,0.14,1.02,0.15,2,14.1,10.45,
532,83.82317553,-5.38243931,0.65,0.23,0.35,0.04,2,14,9.96,
533,83.82857413,-5.36143385,0.35,0.07,2.47,0.21,2,14.1,11.23,
534,83.73722624,-5.36841916,-0.26,0.09,-0.54,0.2,2,10.4,13.03,
535,83.84673561,-5.35995295,-1.26,0.21,-1.92,0.2,2,10.5,12.95,
536,83.83903225,-5.39594921,0.12,0.14,0.67,0.27,2,14,11.46,
537,83.75999962,-5.34688672,1.66,0.14,0.4,0.38,2,10.4,13.35,
538,83.87915679,-5.36704884,-1.19,0.08,-1.41,0.36,2,10.5,12.67,
539,83.83389811,-5.35934273,-0.37,0.19,-1.06,0.14,2,14.1,10.5,
540,83.82899971,-5.35215886,-1.37,0.32,0,0.1,2,10.5,11.35,
541,83.73755266,-5.3833469,0.27,0.65,1.64,1.44,2,9.9,13.09,
542,83.77031253,-5.349311,0.25,0.15,-0.23,0.25,2,10.4,13.17,
543,83.81555465,-5.38958255,0.62,0.34,-0.07,0.05,2,7.4,9.96,
544,83.75559461,-5.33949552,1.15,0.22,0,0.17,2,10.4,11.71,
545,83.82638912,-5.40134601,-0.55,0.22,0.1,0.51,2,7.5,13.24,
546,83.79658116,-5.32660553,-0.11,0.06,-0.48,0.12,2,16.4,12.7,
547,83.83267424,-5.41330182,-0.1,0.21,1.99,0.05,2,10,12.61,
548,83.87812696,-5.36297759,0.15,0.43,1.1,0.53,2,10.5,13.45,
549,83.82897648,-5.34783304,1.72,0.29,-0.99,0.15,2,10.4,12.75,
550,83.79290246,-5.33229813,-1.68,0.11,1.67,0.1,2,16.4,12.75,
551,83.84571488,-5.37821097,-0.59,0.13,2.26,0.07,2,10.4,11.99,
552,83.79340791,-5.3312119,0.82,0.12,-1.53,0.17,2,16.4,12.61,
553,83.78712706,-5.32588219,1.29,0.18,0.86,0.15,2,16.4,13.94,
554,83.80433836,-5.34172538,-1.3,0.19,1.12,0.31,2,10.5,11.84,
555,83.74326619,-5.35462455,-0.53,0.12,2.19,0.23,2,10.4,12.83,
556,83.84724199,-5.35705334,1.51,0.23,-0.34,0.22,2,10.5,12.28,
557,83.7673455,-5.33772189,-1.12,0.21,-0.65,0.19,2,10.4,13.24,
558,83.84355641,-5.36697,0.03,0.09,-1.2,0.11,2,14.1,11.52,
559,83.83172513,-5.39926153,0.41,0.52,-0.83,0.18,2,14,12.46,
560,83.82075236,-5.38359708,0.78,0.13,1.15,0.04,2,14,10.2,
561,83.8247751,-5.34702,2.65,0.3,-1.49,0.12,2,10.5,13.7,
562,83.81365086,-5.34137864,-1.03,0.16,0.78,0.16,2,10.5,13.8,
563,83.83683657,-5.3583553,0.29,0.23,-0.24,0.17,2,10.5,11.94,
564,83.77140242,-5.34011868,-0.38,0.46,-0.42,0.18,2,10.4,12.04,
565,83.85451191,-5.39826443,-0.1,0.21,0.56,0.15,2,14,12.04,
566,83.84302921,-5.40396396,-1.21,0.16,-1.24,0.13,2,14,11.4,
567,83.81247376,-5.36664137,2.25,0.09,0.96,0.11,2,14,10.37,
568,83.78311883,-5.35477591,0.07,0.05,1,0.17,2,10.4,13.23,
569,83.81107491,-5.34508323,-0.14,0.1,-2.13,0.2,2,10.5,11.23,
570,83.83981735,-5.35155667,-1.22,0.27,-2.57,0.2,2,10.5,12.95,
571,83.85620097,-5.3598771,-0.15,0.63,-1.62,1.1,2,10.5,12.05,
572,83.76015296,-5.3462438,-23.99,0.15,18.72,0.07,2,10.4,11.64,3
573,83.83191994,-5.40739485,0.33,0.34,-0.29,0.09,2,14,10.74,
574,83.81987493,-5.39113557,1.38,0.2,-2.9,0.1,2,14,12.49,
575,83.81655138,-5.38964369,-0.38,0.02,-0.68,0.34,2,16.3,14.78,
576,83.81711513,-5.38726948,0.97,0.32,3.02,0.2,2,7.4,12.39,
577,83.81587293,-5.38664726,2.98,0.08,1.9,0.23,2,7.4,12.81,
578,83.81612592,-5.3863338,0.5,0.13,0.69,0.17,2,16.3,13.33,
579,83.82071441,-5.38014257,-1.98,0.32,1.35,0.22,2,7.4,13.11,
580,83.83398878,-5.3745205,0.28,0.13,0.55,0.16,2,16.3,13.6,
581,83.83111465,-5.37269206,0.35,0.22,-0.75,0.29,2,10.4,13.91,
582,83.88121425,-5.36015494,-0.24,0.11,-0.47,0.6,2,10.5,14.78,
583,83.87754587,-5.36087558,0.17,0.1,-1.34,0.51,2,10.5,15.47,
584,83.82975455,-5.34330247,0.92,0.8,-0.69,0.3,2,5.9,13.4,
585,83.78083538,-5.43004773,-0.16,0.06,0.27,0.05,2,17,13.05,
586,83.81425277,-5.43321942,0.03,0.58,0.73,0.72,2,17,13.79,
587,83.74282128,-5.42590972,0.22,0.06,0.08,0.03,2,17,12.39,
588,83.7727619,-5.43219808,-0.01,0.03,-1.03,0.04,2,17,13.92,
589,83.76435409,-5.39245056,0.3,0.58,0.18,0.11,2,6.4,14.11,
590,83.83223965,-5.34152679,-0.84,0.08,-0.67,0.17,2,16.9,14.51,
591,83.75659876,-5.42610805,-0.25,0.06,0.52,0.04,2,17,13.56,
592,83.83411438,-5.34016677,-0.2,0.06,0.59,0.3,2,16.9,14.13,
593,83.86733834,-5.35966579,-0.27,0.78,-1.6,0.12,2,5.9,14.42,
594,83.79518747,-5.43248552,0.58,0.3,2.74,0.45,2,17,13.36,
595,83.79366216,-5.43343424,-0.59,0.35,-0.2,0.52,2,17,13.18,
596,83.842322,-5.37039887,0.02,0.54,-1.01,0.19,2,5.9,14.68,
597,83.79863762,-5.43575707,-0.32,0.54,-0.86,0.66,2,17,12.91,
598,83.79735687,-5.36514858,-0.24,0.53,-33.83,1.41,2,6,     ,2
599,83.84215207,-5.4056258,-0.28,0.55,0.78,0.86,2,6.3,13.55,
600,83.84348037,-5.40373872,-1.5,0.68,2.05,0.76,2,6.3,14.45,
601,83.78461969,-5.32701593,-0.35,0.05,0.28,0.06,2,16.4,15.98,
602,83.79232525,-5.32547828,-0.74,0.07,0.22,0.15,2,16.4,14.59,
603,83.81417067,-5.36095123,-0.11,0.25,0.68,0.19,2,16.9,14.94,
604,83.86388738,-5.35992523,1.39,0.07,0.55,0.17,2,16.9,15.25,
605,83.81836063,-5.38648012,0.75,0.22,2.24,0.17,2,16.3,16.71,
606,83.79082388,-5.43060251,0.58,0.29,-0.62,0.13,2,16.3,14.83,
607,83.81468376,-5.43321349,0.37,0.45,0.26,0.1,2,16.3,17.52,
608,83.79484948,-5.43335189,0.02,0.06,-0.4,0.1,2,17,15.03,
609,83.81575786,-5.40685653,2.36,0.39,0.2,0.43,2,6.3,13.02,
610,83.81447423,-5.34423416,-19.22,0.26,3.9,0.17,2,16.9,17.98,2
611,83.79806633,-5.36536893,-17.89,0.67,29.69,0.83,2,6,19.49,2
612,83.83818007,-5.43251076,1.04,0.26,-0.11,0.16,2,14.6,11.57,
613,83.81746034,-5.41568226,0.21,0.13,-0.19,0.13,2,14.6,12.28,
614,83.84860582,-5.44086963,1.61,0.23,-1.44,0.21,2,14.6,12.25,
615,83.81668513,-5.3980545,2.8,0.06,-1.56,0.08,2,6.5,10.3,
616,83.81533522,-5.4258873,0.09,0.2,-0.74,0.11,2,14.6,11.38,
617,83.84056141,-5.4456715,1.05,0.06,1.38,0.03,2,14.6,12.72,
618,83.82312758,-5.42856568,-1,0.15,-0.39,0.17,2,14.6,11.9,
619,83.82237584,-5.42910244,0.93,0.1,0.24,0.1,2,14.6,11.21,
620,83.81755657,-5.41558653,-2.67,0.54,-1.47,0.49,2,5.2,     ,
621,83.82598692,-5.42645888,12.93,0.05,-6.77,0.11,2,14.6,13.06,
622,83.84268253,-5.37149966,0.29,0.16,-0.73,0.06,2,11,13.94,
623,83.84659775,-5.37454708,-0.28,0.19,-0.09,0.21,2,11,13.42,
624,83.88832849,-5.40130773,-0.46,0.28,-0.86,0.38,2,10.3,17.3,
625,83.79987943,-5.34250786,0.94,0.16,1.95,0.27,2,4.1,10.14,
626,83.79736014,-5.36498332,0.07,0.07,2.37,0.55,2,11,15.99,
627,83.78967818,-5.36336371,-1.07,0.15,2.83,0.4,2,11,15.72,
628,83.78221628,-5.35754834,0.51,0.13,0.72,0.04,2,11,15.16,
629,83.78224023,-5.35041857,-0.56,0.16,-1.3,0.13,2,11,13.73,
630,83.83756598,-5.37301794,0.91,0.16,-2.02,0.08,2,11,14.03,
631,83.79958791,-5.35086344,0.5,0.04,-1.08,0.1,2,11,12.31,
632,83.86939953,-5.37371182,0.77,0.16,0.62,0.2,2,11,15.05,
633,83.87405915,-5.36902268,-0.9,0.32,-1.15,0.44,2,11,15.89,
634,83.86932795,-5.36499979,-0.16,0.28,-1.14,0.28,2,11,15.26,
635,83.85050588,-5.37121136,-1.13,0.09,-0.85,0.26,2,11,16.54,
636,83.84732786,-5.35100926,-0.25,0.12,-1.42,0.41,2,11,17.41,
637,83.8448656,-5.35848649,-0.19,0.11,1.19,0.17,2,11,17.8,
638,83.83867101,-5.36918432,-0.34,0.14,0.71,0.06,2,11,18.56,
639,83.8359914,-5.37810983,-1.12,0.21,1.69,0.25,2,11,17.22,
640,83.82509437,-5.37169803,0.19,0.06,-0.13,0.43,2,11,17.65,
641,83.82622672,-5.36372355,0.22,0.08,0.06,0.19,2,11,17.49,
642,83.81782093,-5.36957376,-0.69,0.11,0.48,0.33,2,11,     ,
643,83.80688899,-5.36985517,1.79,0.18,1.17,0.22,2,11,17.79,
644,83.80677428,-5.35146746,-1.16,0.15,-0.4,0.14,2,11,17.99,
645,83.80444903,-5.34607724,-0.27,0.17,-0.96,0.38,2,11,18.26,
646,83.78466857,-5.35066456,0.24,0.17,-0.02,0.12,2,11,17.43,
647,83.78355529,-5.35491485,0.08,0.15,0.44,0.03,2,11,16.5,
648,83.76588442,-5.35321159,-0.04,0.33,-0.97,0.13,2,11,17.57,
649,83.77584691,-5.35997403,1.22,0.17,-0.07,0.24,2,11,17.57,
