HC2000,ID_apogee,theta_orionis,_RAJ2000,_DEJ2000,RAJ2000,DEJ2000,year,month,day,itime,sci_frames,tel_frames,teff,teff_e,teff_nirspec,teff_e_nirspec,logg,logg_e,vsini,vsini_e,rv_nirspec,rv_helio,rv_e_nirspec,airmass,airmass_e,pwv,pwv_e,veiling,veiling_e,veiling_param_O32,veiling_param_O33,veiling_param_O34,veiling_param_O35,lsf,lsf_e,noise,noise_e,model_dip_O32,model_std_O32,model_dip_O33,model_std_O33,model_dip_O34,model_std_O34,model_dip_O35,model_std_O35,wave_offset_O32,wave_offset_O32_e,flux_offset_O32,flux_offset_O32_e,wave_offset_O33,wave_offset_O33_e,flux_offset_O33,flux_offset_O33_e,wave_offset_O34,wave_offset_O34_e,flux_offset_O34,flux_offset_O34_e,wave_offset_O35,wave_offset_O35_e,flux_offset_O35,flux_offset_O35_e,snr_O32,snr_O33,snr_O34,snr_O35,Kmag,Kmag_e,Hmag,Hmag_e,mass_literature,mass_e_literature,teff_chris,teff_e_chris,vr_chris,vr_e_chris,vsini_chris,vsini_e_chris,veiling_param_O33_chris,rv_apogee,rv_e_apogee,teff_apogee,teff_e_apogee,vsini_apogee,vsini_e_apogee,veiling_apogee,Hmag_apogee,Hmag_e_apogee,ID_2MASS,ID_gaia_dr2,teff_kounkel,teff_e_kounkel,logg_kounkel,logg_e_kounkel,rv_mean_kounkel,rv_mean_e_kounkel,ID_kim,pmRA_kim,pmRA_e_kim,pmDE_kim,pmDE_e_kim,ID_gaia,plx,plx_e,plx_over_e,pmRA_gaia,pmRA_e_gaia,pmDE_gaia,pmDE_e_gaia,Gmag,Gmag_e,bp_rp,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_excess_noise,ruwe,ID_hillenbrand,m_ID,Parenago,Mem,Imag,l_V-I,V-I,logT,AV,log_L_,mass_Hillenbrand,log_age_,recno,ID_2MASS_tobin,rv_tobin,rv_e_tobin,Vmag_tobin,V-I_tobin,mass_BHAC15,mass_e_BHAC15,logL_BHAC15,logL_e_BHAC15,logg_BHAC15,logg_e_BHAC15,Mk_BHAC15,Mk_e_BHAC15,mk_BHAC15,mk_e_BHAC15,mass_MIST,mass_e_MIST,logg_MIST,logg_e_MIST,logL_MIST,logL_e_MIST,mass_Feiden,mass_e_Feiden,logg_Feiden,logg_e_Feiden,logL_Feiden,logL_e_Feiden,mass_Palla,mass_e_Palla,logL_Palla,logL_e_Palla,mass_DAntona,mass_e_DAntona,logL_DAntona,logL_e_DAntona,pmRA,pmRA_e,pmDE,pmDE_e,vr,vr_e,dist,dist_e,vRA,vRA_e,vDE,vDE_e,vt,vt_e,v,v_e,sep_to_trapezium,vrel_MIST,vrel_e_MIST,vrel_BHAC15,vrel_e_BHAC15,vrel_Feiden,vrel_e_Feiden,vrel_Palla,vrel_e_Palla
413,,,83.81454166666666,-5.380166666666666,05 35 15.49,-05 22 48.6,19.0,1.0,16.0,180.0,"[113, 114, 115, 116]","[117, 118, 118, 117]",3650.24597273342,38.6771653706528,3650.24597273342,38.6771653706528,3.5426506188354963,0.2024743573668947,28.712874603986823,0.7726170234564336,39.777835197575016,25.40313972276272,0.5106674972261587,1.0115539556675732,0.0108303022322855,0.5041681507707457,0.005518993312578,6252.892963968454,4022.369522306259,0.0447677779124196,0.0389137990156467,0.0334849359676904,,4.4417837736478845,0.0978122488429131,1.000108298912978,0.0001347684915475,0.2594579601111713,0.0568544125510448,0.3317892140910604,0.0700620583202315,0.1654630550847682,0.0293541249554145,,,-0.0199309439959874,0.0122499560112423,2.1608177771361217e-06,0.0015871965906965,-0.0031129444895281,0.0123016347518878,-0.0010265306570169,0.00179576238055,0.0169473690722155,0.0200904468822266,-0.000330606799763,0.0013826129932976,,,,,8.620361886992068,9.522063744991414,11.139027066266753,,9.831,0.006,10.204,0.003,,,3643.0,44.0,25.51,0.41,28.79,0.55,0.05,,,,,,,,,,,,,,,,,,35.0,-0.43,0.04,-0.27,0.74,3017364127743287680,2.570694087403599,0.05325148,46.518456,0.15395733780214993,0.044482794,-0.3195876199176198,0.037473563,14.55454,0.0066805148965342,0.93677425,392.0,-6.6000123,0.33832246,0.7713367,476.0,,1861.0,99.0,13.34,,2.7,3.544,1.21,0.0,0.22,4.63,656.0,,,,,,0.428182148237847,0.0413247119182685,-0.5105449924670141,0.1889932548673433,3.778454644471354,0.1804427280765892,3.315453555286459,0.4817405497502971,11.265201561914996,0.4818375658376124,0.4508676898364312,0.0416115592307417,3.780599546362832,0.1803937027055258,-0.4845198140632717,0.1857612581932012,0.4360108194510967,0.0517355672838635,3.753499140449147,0.2351719913119838,-0.4734594194986525,0.2077725884261168,0.4248519212021671,0.0332052890873867,0.3376506606212832,0.1859019181243971,0.4103176095091032,0.0178320226301569,-0.6057299379265273,0.0654178430511749,-0.43,0.04,-0.27,0.74,25.40313972276272,0.5106674972261587,389,3,-0.7928598,0.07400743106283315,-0.49784220000000007,1.3644618017714238,0.9362016441754842,0.7282938072438747,25.420385152329263,0.5110254479892726,0.5014058002511523,3.580021654016677,0.5355388937103098,3.942760136219621,0.5354695438072552,3.556382751325964,0.5371019416725255,3.586675820728035,0.5400099396648418
253,,,83.82587499999998,-5.393305555555556,05 35 18.21,-05 23 35.9,19.0,1.0,16.0,120.0,"[119, 120, 121, 122]","[117, 118, 118, 117]",3902.6067872410576,108.90003178482856,3902.6067872410576,108.90003178482856,4.23934071380986,0.3322315853195963,5.003417560453883,1.4317226171945912,43.016109352832665,28.547847962987063,0.3463642524903463,1.0803970719670852,0.0126757482482614,0.5029153161842281,0.0030105442740301,495326.8624302888,45100.56453916148,3.022589150464042,2.638543495341062,2.427542812842991,,4.873831142311865,0.0916146046746648,1.00013105083356,0.000134891828205,0.0958694456423672,0.024497287765875,0.1257374941810524,0.0276415057731735,0.088277591261297,0.0159521072703712,,,0.0588250561805403,0.0082864254627272,0.0002627377146158,0.0010510458106075,0.0073808387721086,0.0105471313848923,0.0009533517730744,0.0009687358312671,0.00186764809396,0.0178015909433624,-0.0001099273205343,0.0011059688427955,,,,,13.39594916936572,13.18346266521565,13.94827478307372,,,,,,,,4000.0,117.0,28.67,0.36,6.21,1.48,2.66,,,,,,,,,,,,,,,,,,,,,,,3017364063330467072,2.570694087403599,0.03740549,67.708275,-0.03292401301686132,0.033907138,-0.11174634970888009,0.02807094,12.86054,0.0044365801048458,1.5297823,405.0,7.6038036,0.25789982,1.2800013,581.0,,1913.0,99.0,11.58,,2.35,,,,,,836.0,b'0535181-052335',25.9,1.7,13.93,2.35,0.5976271239447956,0.1080038091107751,-0.2928474512662453,0.2328044641916255,3.829288137183439,0.1865408491739142,2.894983039715929,0.5310064206096701,10.844731046344467,0.5310944372776756,0.6189795684315955,0.1147381371030785,3.829026350279716,0.1840764480191286,-0.2795370949252523,0.2204301825599821,0.5854098796541265,0.1141713651474958,3.8133299720903535,0.2175729767740724,-0.2891663841093584,0.2285544282374955,0.6375988770750534,0.1034309488115117,0.6661661134860897,0.4108339557950126,0.5400351541570259,0.1063892944386691,-0.4137479718476017,0.1906028472300465,-0.03292401301686132,0.033907138,-0.11174634970888009,0.02807094,28.547847962987063,0.3463642524903463,389,3,-0.06070727064126991,0.06252176842281165,-0.20604462437421567,0.051783269884441485,0.21480167583662846,0.052725260110877394,28.54865606430129,0.34635467545744164,0.5841093895163755,0.529526372819485,0.44665538659160786,0.4244561269566362,0.4183386432963318,0.5380590761338975,0.44918897156594223,0.6367796487454421,0.4755201037199239
288,,,83.82966666666665,-5.390861111111112,05 35 19.12,-05 23 27.1,19.0,1.0,17.0,450.0,"[38, 39, 40, 41]","[42, 43, 43, 42]",3718.637012925252,27.66297376233637,3718.637012925252,27.66297376233637,3.714818678418975,0.1501813134714116,18.507725294270777,0.4043269714917059,40.80777052643713,26.49594365462201,0.2909487801827808,1.2171394663749822,0.0152399858840233,0.6552433717965139,0.0166880552668808,41198.68055035797,4114.962034919412,0.2813840315802885,0.2451168339391267,0.2149967008334571,,4.667123874156901,0.0895725197657144,1.0000906228599742,0.0001339905820785,0.2537273881800842,0.0545424131530373,0.331402584245828,0.0664622308480816,0.1881531481080174,0.0325895501440823,,,-0.176149316400332,0.007744344270651,-0.0007240682797249,0.0011440732877515,-0.1424473572408365,0.0100612702850744,-0.0005829468630033,0.0011230216276283,-0.0974358900397386,0.0144125556049149,-0.001121702703051,0.0010465290910889,,,,,12.588587324511774,13.01765555306048,14.867223559203222,,10.622,0.004,11.064,0.003,,,3666.0,54.0,26.61,0.17,18.2,0.53,0.25,,,,,,,,,,,,,,,,,,71.0,-0.42,0.04,-0.52,0.41,3017364059023827968,2.570694087403599,0.068160474,36.981144,-0.7384298027049149,0.060891807,-0.9919739219769337,0.050957274,15.425092,0.005752712760762,0.91590786,361.0,-8.831234,0.35918826,0.68678594,610.0,,1928.0,99.0,13.89,,2.7,3.591,2.53,0.05,0.36,5.55,892.0,b'0535191-052326',0.0,0.0,16.59,2.7,0.4717433203345553,0.0386273774726176,-0.4495593515316226,0.1755958037949686,3.7915229961003662,0.1748925573143176,3.184770038996334,0.443536543717492,11.134518045624873,0.4436419143762858,0.4942865947168997,0.0410423758742052,3.7952677512372928,0.1748983089522424,-0.4272396677332361,0.1694651889876149,0.471947062916608,0.0515366429953467,3.7712779516814217,0.2167846081096234,-0.42461674935303,0.1910354016263203,0.4814201926594309,0.0270786009224499,0.4233515918790378,0.203544647729856,0.4465681432347202,0.0386275073600776,-0.5520791480126142,0.1472217537564863,-0.42,0.04,-0.52,0.41,26.49594365462201,0.2909487801827808,389,3,-0.7744212,0.07399581799750578,-0.9588072,0.7560187621045656,1.23249318123115,0.5900096212699416,26.524593674374838,0.2919246957151488,0.7338378052487305,2.9348146538548527,0.4629471074370882,3.0700040811058726,0.428238488451938,2.9243342168839743,0.4675749614866009,3.1026225469565976,0.5022669420808975
420,,,83.81599999999999,-5.379416666666666,05 35 15.84,-05 22 45.9,19.0,1.0,17.0,450.0,"[44, 45, 46, 47]","[42, 43, 43, 42]",3513.471975775192,12.739800666922292,3513.471975775192,12.739800666922292,3.5879515282301435,0.0868962575161171,24.658403416035338,0.1421586274393416,40.28938223517017,25.845366207950487,0.2042773847087318,1.0432056485490138,0.0099339105083137,0.5892668627808756,0.012672047209709,170.08103692136996,210.17639723249948,0.0013411592203898,0.0011624460803828,0.0010077232504892,,4.749491943025933,0.0701227115653124,1.0001754212979308,0.0001956346943313,0.2607974923428817,0.0661136952633753,0.348968810191101,0.0792981875821554,0.2077479556905093,0.0373665428296404,,,-0.1293855960196506,0.0056587329636904,0.0002844322646313,0.0009593920518575,-0.0883604857302087,0.0069101944695185,0.0001675777329903,0.0008273701195475,-0.0300766598789715,0.0098727448438395,-0.000488862559108,0.0006434303806116,,,,,18.61268944186068,20.4125004082613,23.842996616777224,,10.678,0.01,10.804,0.004,,,3510.0,35.0,25.91,0.24,24.16,0.67,0.0,,,,,,,,,,,,,,,,,,154.0,-0.38,0.31,-1.82,0.25,3017364132049929984,2.570694087403599,0.07589236,35.326527,-0.3573951237649342,0.069386154,-2.4386214119353182,0.058974635,15.354438,0.0063511256939251,0.7947197,307.0,-12.874085,0.42044613,0.52338904,492.0,,1860.0,99.0,13.83,,3.28,3.526,1.88,0.01,0.17,4.25,679.0,,,,,,0.3480179639186471,0.0166757101257274,-0.6383694613383,0.1792309689655391,3.749207185567459,0.1847066808696404,3.597531737109141,0.4746435202442498,11.54727974373768,0.474741986650065,0.367607906947399,0.0159599073910347,3.7492075631139534,0.1812006519407971,-0.6081185118633609,0.1796907898790258,0.3656981829117816,0.0304632358778507,3.70657180727534,0.2664218758541048,-0.5693082955537416,0.2334874461282286,0.32100072226143,0.0107506769981613,0.2249506861483585,0.1146554507517222,,,,,-0.38,0.31,-1.82,0.25,25.845366207950487,0.2042773847087318,389,3,-0.7006668,0.571622140950226,-3.3558252,0.4616909424378608,3.4281914674617116,0.4668614245408905,26.071736634920317,0.21160396730396763,0.5189708322894458,4.813478065253867,0.30016977440717724,4.766043393543895,0.2688404201340108,4.7987443606890965,0.302714433614626,4.903252334591265,0.32746060734550997
412,,,83.81808333333332,-5.380305555555555,05 35 16.34,-05 22 49.1,19.0,1.0,17.0,450.0,"[48, 49, 50, 51]","[62, 63, 63, 62]",3567.543438007192,36.67595315383778,3567.543438007192,36.67595315383778,3.427768487691298,0.1592839742569674,32.84843567970807,1.0584175885712457,47.55492262241744,33.034748389974794,0.6724649285061517,1.008297690401761,0.008057376356627,0.538062262130834,0.0118451487453205,119089.90288713918,8874.061162038633,0.9035234443426476,0.7840865836163595,0.6664729834908011,,4.4328311719916575,0.0799280345828066,1.0001068663691293,0.0001258398042783,0.1194147285438441,0.030825613345085,0.1763874642860314,0.0382564496456795,0.1318278704258046,0.0258380564219455,,,-0.0648449274670354,0.0068683922448559,0.0003587015084941,0.0008197341002119,-0.0817436309067664,0.0079431518552022,0.0002546522560239,0.0009162800240077,-0.009024740759076,0.0125305374711626,-0.0003086674046304,0.0008279693712857,,,,,16.781421210847252,17.294472024187854,19.413164528046707,,10.473,0.007,10.964,0.004,,,3563.0,28.0,32.93,0.32,31.96,1.61,0.8,,,,,,,,,,,,,,,,,,151.0,1.21,0.2,0.51,0.27,3017364132052934656,2.570694087403599,0.08313295,30.030731,1.180835799768838,0.0684984,-0.4583372333128711,0.059781723,15.517311,0.0072291965333647,0.79134655,337.0,0.6774287,0.43705207,1.0254285,513.0,,0.0,99.0,14.15,,2.94,3.555,2.24,-0.09,0.26,5.1,721.0,,,,,,0.3783951898916809,0.032488335401092,-0.5867281771841425,0.1942882339083635,3.761358075956673,0.1865105326284364,3.482098278411613,0.5043123402196907,11.431846285040152,0.5044050149200126,0.3999455449030109,0.033628975578219,3.7615886757714234,0.1842101978092689,-0.557320136702608,0.1943621568071569,0.3941696684588948,0.0463138224962147,3.7276843978925527,0.2595015964187341,-0.5313164583869441,0.2252273116300703,0.3610240103680179,0.0282017852129511,0.2629728098496169,0.1500954887624076,,,,,1.21,0.2,0.51,0.27,33.034748389974794,0.6724649285061517,389,3,2.2310706,0.36917318605559646,0.9403686,0.49789501956304005,2.421150372457341,0.3914267610552477,33.1233538506443,0.6712760921860211,0.4554354819541895,4.772781760466362,0.7051240675922041,4.622455216071682,0.692019002707327,4.7963744169954055,0.7062102636920999,4.720782844543787,0.7176352141991953
282,,,83.82866666666665,-5.391361111111111,05 35 18.88,-05 23 28.9,19.0,1.0,17.0,450.0,"[54, 55, 56, 57]","[52, 53, 53, 52]",3416.653496391163,23.918139721886742,3416.653496391163,23.918139721886742,4.424482109657975,0.2742854279187434,5.22602573857438,1.0500684545187564,41.75639945165722,27.06159742034007,0.2035314440682576,1.0050532664208145,0.0054762582892173,0.5026417853933134,0.0032605804149486,151359.29360240663,9746.876566426216,1.2843229779452905,1.1095260218758338,1.0501823263136296,,4.403872178552255,0.0960726629805739,1.0001333866123134,0.0001460906782283,0.1511256575138816,0.040931594365293,0.2132388745143543,0.0476376544681117,0.1285160252489895,0.0261110411451673,,,-0.0880920472999192,0.0086736294506104,-0.0004855041501023,0.0013379264581326,-0.0818401843521755,0.0100842328036087,-0.000170032381981,0.0010834216104153,-0.0678473456304828,0.020258069566038,0.0001365772825759,0.0013522828142737,,,,,9.234722012699253,10.0332966851292,11.42042189534506,,10.944,0.007,11.565,0.005,,,3394.0,22.0,26.96,0.28,5.59,1.05,1.06,,,,,,,,,,,,,,,,,,44.0,-0.85,0.24,1.35,0.03,,2.570694087403599,,,,,,,,,,,,,,604.0,,0.0,99.0,15.3,,3.54,3.58,4.48,-0.02,0.33,5.55,877.0,,,,,,0.2949794231819306,0.019001803603995,-0.7320493843633666,0.201381021472569,3.726987653909158,0.1976836387704506,3.8081152301811887,0.5305385941064598,11.757863236809728,0.5306266883742805,0.3105954254502007,0.0201627169635517,3.72004455195748,0.1918974036204317,-0.7006678138153865,0.2028236307350675,0.3119174728323139,0.0278832704705724,3.6562954637916607,0.293380735433747,-0.6367452103362626,0.2791348250302087,0.249336414797308,0.019978971407641,0.1568695940574426,0.1030141241729137,,,,,-0.85,0.24,1.35,0.03,27.06159742034007,0.2035314440682576,389,3,-1.5672810000000001,0.44269143911528264,2.4892110000000005,0.058552220612373015,2.9415202082396106,0.24145365249601633,27.220995501194263,0.20401494543024556,0.6845748423426654,3.0956023660087455,0.3804110811142229,3.5010286953079324,0.3416966785832102,3.078843524717942,0.3845326242608283,3.106288786895825,0.42125962651300247
228,2M05351259-0523440,,83.80249999999998,-5.395611111111111,05 35 12.60,-05 23 44.2,20.0,1.0,19.0,120.0,"[31, 32, 33, 34]","[35, 36, 36, 35]",3806.48088921508,32.871566696959235,3806.48088921508,32.871566696959235,3.86008450383821,0.1305733637959347,40.45972030486217,0.6192551957002408,42.64626033447235,27.38835747820505,0.3045234443287157,1.0061901020976929,0.0044591582109332,0.9085865936844044,0.0097594327379463,81558.98012713986,5338.261744199815,0.526045362595476,0.4588626448316815,0.4085704982389347,,4.199114332729968,0.0838863461020764,1.4536897810908267,0.0106169836158839,0.1632557664545795,0.0393478923324113,0.2113915965993794,0.0459562873246445,0.1090084234986188,0.0265903295098,,,0.0149454555734167,0.0037211031344106,0.0003989435832677,0.0006790183376205,0.0164366296374752,0.0054281996224829,0.0015059156537464,0.0005270559213644,0.1111183428530441,0.008872146701128,0.0002525006559576,0.0005237102158669,,,,,34.168948741174184,35.490654898933066,39.95804496529617,,8.648,0.024,9.229,0.003,,,3782.0,30.0,27.46,0.27,40.37,0.78,0.46,27.42,1.27,4445.0,8.0,41.44,0.64,0.45,9.086,0.038,b'2M05351259-0523440',3.0173640289710106e+18,4381.87,20.7234,4.04155,0.0584476,26.9571,0.63438,,,,,,3017364028971010432,2.570694087403599,0.020539608,126.50024,0.832554869671494,0.01757098,-1.367709996295465,0.015360314,12.155404,0.0038754329288975,1.2073565,405.0,-1.7651116,0.12806213,0.9373533,385.0,,1807.0,99.0,11.02,,1.62,3.708,1.78,0.99,1.95,5.7,509.0,b'0535125-052344',25.2,1.3,12.64,1.62,0.5304062162343216,0.0479942983321168,-0.373512540518814,0.1747663362712116,3.809121864870297,0.1752432501389766,3.0361469459079244,0.4324257518242858,10.985894952536464,0.4325338292196296,0.5506479451084663,0.0543549925951485,3.813109729347405,0.1729432741671603,-0.3573750355051426,0.1666502790906091,0.5254984240856485,0.0626139530890705,3.792731310104269,0.2069152145542165,-0.3587941639018204,0.1833989065371957,0.5540784857031266,0.0349870212192096,0.5334289058402367,0.2489806886677677,0.493129613729998,0.0621340334485392,-0.483168171679603,0.1404809725749083,0.832554869671494,0.01757098,-1.367709996295465,0.015360314,27.38835747820505,0.3045234443287157,389,3,1.535114621992481,0.034493743683545,-2.5218657537693563,0.03435706804359366,2.952352245699995,0.03724895802289155,27.54702359850589,0.30279575972782297,1.022012999078299,2.1355844529532404,0.41244104422294653,2.125786132228278,0.40787309371221764,2.111769986008192,0.41164258278840327,2.2982022420896966,0.41817742291665333
224,,,83.79474999999998,-5.3957500000000005,05 35 10.74,-05 23 44.7,20.0,1.0,19.0,90.0,"[37, 38, 39, 40]","[35, 36, 36, 35]",3893.452455462449,24.967444408699293,3893.452455462449,24.967444408699293,3.756989369296287,0.1068064301228743,25.14909679305906,0.1754656652315631,41.52785924784392,25.990451523218816,0.1230378718143612,1.1161756343255584,0.0074480544988922,0.8453136605987147,0.0121476935715643,44.06817786275335,58.16307621899448,0.0002703001477471,0.0002359247917428,0.0002086916364299,,4.407856023760097,0.0465786860162511,2.2283782234917475,0.0165733809585477,0.3210547042670818,0.0781639019559384,0.3916577946452904,0.084082508044851,0.1846031675300617,0.0391416745398607,,,0.1087259693599211,0.0046388679505699,0.0018271913100602,0.000767271665148,0.079705914382968,0.0049938985144363,0.0013134151044024,0.0006732040920119,0.1511143854643707,0.009489237099124,0.0010201600477347,0.0005477035597283,,,,,45.76065351213784,49.474271881239616,56.83731119661198,,,,,,,,3859.0,21.0,25.94,0.15,24.94,0.58,0.0,,,,,,,,,,,,,,,,,,,,,,,,2.570694087403599,,,,,,,,,,,,,,352.0,,1784.0,99.0,10.36,,2.1,3.591,0.99,1.09,,,463.0,,,,,,0.591225493330384,0.0476651413858676,-0.3005294080035392,0.161645093819075,3.827367647999115,0.170187602718105,2.908426464006194,0.4018951262358061,10.858174470634731,0.4020114116174956,0.6125543145489155,0.05854952092281,3.827574798993489,0.1688283657770868,-0.2866187177280638,0.1541569001987868,0.5797432591814938,0.0618594824169535,3.81152035691344,0.1958238903577795,-0.2956036362735064,0.1707124291435893,0.629122643946712,0.032892315618782,0.6519260418304763,0.2838664256698826,0.5356282625149787,0.0677898211314813,-0.4202701714778314,0.1294510982395319,,,,,25.990451523218816,0.1230378718143612,389,3,,,,,,,,,1.4526025861334784,,,,,,,,
135,2M05351427-0524246,,83.80949999999999,-5.406861111111112,05 35 14.28,-05 24 24.7,20.0,1.0,19.0,180.0,"[41, 42, 43, 44]","[35, 36, 36, 35]",3684.403105188606,45.79600411282559,3684.403105188606,45.79600411282559,3.17579202695082,0.1727482800796684,49.75407044165158,1.3716559257147445,44.078800281650985,28.51080484554948,1.1119981262327343,1.1611189923918168,0.0156177437882216,0.9042087729446612,0.0273448956754377,40155.86845527525,7233.946953356615,0.2807837408421461,0.2443377498675519,0.2044562585501373,,4.556165443734067,0.0872816084027681,1.000107165904849,0.0001535829029715,0.1901150403533186,0.0441342931526697,0.2606967303006262,0.0674614973188861,0.1015692272791009,0.0256965288601524,,,0.1563751455409733,0.0081028678933868,0.0021988649170013,0.0013972308468649,0.138470637682271,0.0104660933188221,0.0005994921249863,0.0013674056071533,0.2250815146447916,0.0189124607467749,0.0005357036170195,0.0011429575385033,,,,,10.900135636287471,11.665541777019168,13.470612387196084,,9.129810810810811,0.0029591817714964,9.543,0.003,,,3610.0,300.0,28.56,0.91,49.33,2.26,0.24,27.94,0.8,4285.0,20.0,50.89,0.46,0.41,9.489,0.03,b'2M05351427-0524246',3.017363921584733e+18,4263.92,15.5833,4.09305,0.0542627,28.5147,0.686322,,,,,,,2.570694087403599,,,,,,,,,,,,,,437.0,,1826.0,99.0,11.84,,2.07,3.602,1.24,0.56,0.31,4.18,586.0,b'0535142-052424',0.0,0.0,13.91,2.07,0.4499382835596215,0.0483600836975657,-0.4800864030165298,0.1934890221062144,3.7849814850678873,0.1793977845326215,3.250185149321135,0.4855532053034284,11.199933155949674,0.4856494597536686,0.472552771404154,0.0490265608713713,3.787925415590313,0.1806373493626707,-0.4559118920348956,0.1876771192474624,0.4532203984841416,0.0584925228844983,3.762495845489717,0.2303970126691212,-0.4494905071445201,0.2070997331390114,0.4531043053669198,0.0405772480657882,0.3804530226308834,0.2095730261671521,0.4284225290799123,0.036083139039092,-0.5789346569617299,0.1661040617080753,,,,,28.51080484554948,1.1119981262327343,389,3,,,,,,,,,1.2404272833583616,,,,,,,,
440,2M05351734-0522357,,83.82233333333332,-5.376611111111111,05 35 17.36,-05 22 35.8,20.0,1.0,20.0,120.0,"[32, 33, 34, 35]","[40, 41, 41, 40]",3716.0415244316337,64.2143845277592,3716.0415244316337,64.2143845277592,4.44471889156903,0.3792197087948272,24.66940923402605,1.2247199351121054,43.871403333257646,28.31560002852208,0.8103425848558494,1.0245995183524157,0.0127646967874643,0.6510295249838287,0.0218265559985895,209729.72994644585,22094.46133443134,1.4350380346101417,1.2498507942584156,1.1798425716313576,,4.688974637427453,0.0946409258434415,1.0001438064051054,0.0001711037192607,0.1203823794812506,0.031036288187968,0.161297808341372,0.0340203717235696,0.0622502296007144,0.0148167447999502,,,0.0136602111426003,0.0091867587493908,-4.781223008458902e-05,0.0012859880637747,0.0386290036481188,0.0123815785051816,-3.973290344543232e-05,0.0013813066118444,0.1517477191679709,0.0193643115766354,0.0003643956310606,0.0011911019343539,,,,,12.376636402085612,12.0655095900213,13.00417225525272,,8.521,0.044,9.552,0.003,,,3715.0,88.0,28.52,0.48,23.57,1.07,1.37,28.46,2.12,4504.0,71.0,32.52,2.03,1.0,9.227,0.046,b'2M05351734-0522357',3.0173641320488694e+18,3949.7,195.306,4.55644,0.4867,17.2055,0.0,,,,,,,2.570694087403599,,,,,,,,,,,,,,548.0,,1909.0,99.0,13.91,,2.38,,,,,,772.0,b'0535173-052235',23.2,2.5,16.29,2.38,0.4700901429500851,0.0626709127093048,-0.4518737998698808,0.208135265467278,3.7910270428850255,0.1832707041727952,3.1897295711497446,0.5105352442252538,11.139477577778283,0.51062678951925,0.4926388164742137,0.0634381461306417,3.794711082456311,0.183518129961834,-0.4294134899224492,0.1995114568892991,0.4704597205656646,0.0725658353868371,3.770613518669697,0.2316507318905327,-0.4265404928231636,0.2152455835804712,0.4792733866266615,0.0570290183937213,0.4200991807393922,0.2454110120725886,0.4451924097627852,0.0483452461239799,-0.554115233551078,0.1767063855945826,,,,,28.31560002852208,0.8103425848558494,389,3,,,,,,,,,0.7299571200394788,,,,,,,,
450,,,83.82087499999999,-5.375861111111111,05 35 17.01,-05 22 33.1,20.0,1.0,20.0,300.0,"[36, 37, 38, 39]","[40, 41, 41, 40]",3691.5405628548297,31.43691420367145,3691.5405628548297,31.43691420367145,4.231820359262031,0.1750490433632303,13.100464724603617,0.603892530642189,41.69101762759799,26.09986129249704,0.2714494094053101,1.013029216408952,0.0128263414986128,0.5874648980084354,0.0284749491063058,1630.3892689943818,1706.6119852312454,0.011343200333044,0.0098728230334427,0.0091306722859221,,4.734610860550802,0.1250923824776917,1.000098994652516,0.0001123258988769,0.3629337320512212,0.0790029521713816,0.4309901661739251,0.0868631881029686,0.2389293664698689,0.0361921457965619,,,0.02840999799387,0.0118067706866226,0.0008233358860089,0.0021111407297664,0.0894798154717078,0.0166164212417828,0.0008463415886992,0.0017514713392576,0.1929582703818504,0.0231984053294254,-0.0001724948062095,0.0016197530889272,,,,,7.992941277286805,8.54011562254167,10.05050316079112,,9.674,0.003,9.994,0.003,,,3674.0,54.0,26.23,0.24,12.14,0.74,0.02,,,,,,,,,,,,,,,,,,,,,,,3017364127743294080,2.570694087403599,0.033497572,74.707695,0.09959528270495377,0.032412574,0.8768890548021191,0.026370937,13.576812,0.0051321010356856,1.1402922,401.0,-3.5079417,0.22278163,0.87701845,536.0,,1887.0,99.0,12.44,,2.16,3.708,3.16,0.76,1.79,5.96,757.0,,,,,,0.4544844349393819,0.0395389351566106,-0.4737217910848653,0.1803809594751734,3.786345330481815,0.1763539984211344,3.236546695181854,0.4576028571327499,11.186294701810391,0.4577049895234407,0.4770840754262728,0.0409005823183876,3.789456225635566,0.1769500843983737,-0.4499339946612194,0.175259642220552,0.4568353921680245,0.0510824427564905,3.7643328045301816,0.2229333805771718,-0.4444669130967439,0.1970695640510352,0.4590079097227707,0.0290638098359208,0.3893969832299976,0.1958633174601753,0.4322057242048712,0.0269942093058862,-0.5733355281767907,0.0742078909494963,0.09959528270495377,0.032412574,0.8768890548021191,0.026370937,26.09986129249704,0.2714494094053101,389,3,0.18363975796835608,0.059781026854913724,1.6168606525874354,0.05019770008756303,1.6272559511619993,0.05037055106007304,26.15053960089882,0.2709414859983822,0.7454191781841321,2.2071613484578423,0.3568562082662259,2.3473684569734656,0.30950989043733335,2.1963733189759176,0.3608586031068053,4.209060231147367,0.5708362275683707
