mass,teff_2myr,teff_1myr,teff_3myr,logg_2myr,logg_1myr,logg_3myr,logL_2myr,logL_1myr,logL_3myr
2.76,6122.644207830183,5331.853381424425,11000.130073405353,3.4866121656869034,3.6259040185765588,4.10375906681838,1.4948440843841933,1.115309121027078,1.8955318367464664
2.78,6189.732868473932,5339.867554748915,10951.676753199898,3.4771398156294793,3.6220951654212534,4.137822890183107,1.5263836695974322,1.1248628344289775,1.8569348895193118
2.8,6267.797676280135,5348.25144290272,10887.433887259283,3.469727942930299,3.618033941886067,4.164222079804283,1.5586810137084726,1.1347626185859312,1.8234285709251834
3.0,8152.37998911864,5444.376911695067,12878.473716897166,3.606861347350481,3.5638393385133442,4.281403788415022,1.9081884213889226,1.2498658949198123,2.02796535528921
3.2,11749.515002956432,5589.431246333507,13364.593049694464,3.9599775256899528,3.4617342764682304,4.371045037269885,2.2180427963445366,1.4256773941674852,2.030718011963743
3.4,12513.79359150115,5834.850765101539,13912.128538584024,4.196668554312896,3.3329990324215886,4.369074320836728,2.117156699385574,1.6553900635611254,2.12876885815542
3.6,14731.564620008487,6345.427720483221,14432.274124620924,4.3333631606900465,3.2766317025260627,4.366487899082506,2.288725052727264,1.882305482598194,2.219943423926857
3.8,14958.887367929836,7782.246354599864,14931.521676844168,4.3643181126368,3.388867698243722,4.363025593708518,2.3078527151347905,2.1481267407579225,2.305963823664853
4.0,15452.845501865018,10185.634823872584,15413.35028282523,4.361749960641439,3.592530290048093,4.35908005315363,2.3891337940698505,2.4342728653562093,2.3873574644428164
4.2,15924.585496939286,13719.712197143263,15879.004374969938,4.358815597148638,3.9082035868811458,4.354867684551598,2.4654959977268285,2.6572162408333657,2.4644637904182316
4.4,16381.124341611936,14691.642712393483,16330.39164884847,4.355486660926332,4.153695339912245,4.350533780398335,2.5381304384691927,2.550829134283321,2.5376941777290996
4.6,16825.039180348893,16139.384021569096,16768.75763540563,4.352000685344505,4.214387761442037,4.34619218173759,2.6073709099648665,2.6727081408995854,2.607357838638161
4.8,17253.868757032982,17576.205737376276,17193.41457544747,4.348206052218036,4.332025392892899,4.341688159538338,2.673370394886851,2.721706470552418,2.6737900014233054
5.0,17671.18198037403,17754.54556817313,17605.461797168908,4.344358160125966,4.3501230086340295,4.337070021283464,2.736463307116658,2.738875245901125,2.737277786782999
5.2,18075.824135157218,18165.23137205095,18007.802184338685,4.340330147919632,4.34749133200045,4.332611554489214,2.796854501662307,2.7982656464795825,2.7980224798729294
5.4,18471.31945440811,18569.24373193188,18399.752790491893,4.33642456847005,4.344815643194793,4.328167062367473,2.8547495509288763,2.855544772897035,2.856262213068414
5.6,18856.957712423176,18961.557928272694,18781.79721678924,4.332541735115956,4.3420304549943065,4.323755571738854,2.910321284562099,2.910443320410899,2.9121683183386304
5.8,19233.78926594843,19344.02744245282,19155.504326596085,4.328725047090121,4.339123265431933,4.319460595031152,2.9637506403213285,2.963281893865609,2.965928736420627
6.0,19601.2781937178,19717.23291816721,19520.55578701376,4.324901769200712,4.336145435747872,4.315222096061549,3.0151751227530035,3.0141791346997637,3.017684538123398
6.2,19960.173292834203,20081.786262997346,19876.49862503058,4.321110465374628,4.3331505383964215,4.310965260595555,3.064726312260108,3.0632398499551896,3.0675723154159105
6.4,20311.865886756303,20438.267802670453,20225.777564256496,4.317442552602771,4.330167491609953,4.306882823063557,3.1125243432656524,3.1105780438197304,3.11570409037178
6.6,20655.64421369838,20786.702637783812,20566.93275222489,4.313803247598848,4.327182679359107,4.3027957436890905,3.1586830830957013,3.156292769642526,3.162212006122406
6.8,20992.043174612314,21127.5806982555,20900.694179896524,4.310220823848057,4.324214644421797,4.29876243128735,3.203294124432318,3.2004823254327737,3.207174689924169
7.0,21321.61710286203,21461.323011686785,21228.31561123804,4.306712868992965,4.321284114913597,4.2948506724205275,3.2464526912352976,3.2432287472217127,3.2506945312165745
7.2,21643.743310799186,21787.90999839021,21548.24175675066,4.303197160890171,4.318375924316058,4.2909087281467375,3.288251560395893,3.2846075972952384,3.292855794934531
7.4,21960.73958242514,22108.341118902328,21862.902743061095,4.299848990211969,4.31553528772273,4.287115229002696,3.328757063946411,3.3247096685933153,3.3337320915811754
7.6,22270.251604662604,22422.21404083711,22171.31270474216,4.296465344679152,4.312732554309393,4.283375680821223,3.3680349869102923,3.3635834976013466,3.3733874855637436
7.8,22574.241266950517,22729.88497173211,22473.70024743485,4.293176200612056,4.3099742502549425,4.279677724213837,3.4061570505128156,3.4012976604341123,3.4118987876222318
8.0,22873.29445252758,23031.86796241073,22769.604483101924,4.2899935597227765,4.307264592823783,4.275975243576399,3.4431970597015553,3.437930270989284,3.4493198866464034
9.0,24286.141272648932,24459.948335445097,24174.096333596724,4.274677043610234,4.294411523805015,4.258456714497869,3.61378386892177,3.606440580449249,3.621967886865188
10.0,25577.08109605509,25766.233487859812,25450.564394462646,4.260168201367071,4.282481955638084,4.241408211362141,3.763967759840988,3.7544806811758806,3.773973601991192
11.0,26772.743086184633,26971.5757336498,26643.598105826477,4.247090275491588,4.271655625320534,4.225987341076374,3.897796872710323,3.8861062849290557,3.910478160763114
12.0,27879.11990037846,28088.84774296256,27740.228541387412,4.234761437101243,4.261778731714004,4.211005793293566,4.018228010295582,4.004268021274932,4.033267880594592
13.0,28906.554675755764,29126.616515896418,28755.148884100945,4.2231812039193795,4.252622167301668,4.196538183894566,4.12738701122633,4.111184230105571,4.144839863129966
14.0,29862.76444000543,30094.536622847172,29695.370654270147,4.212221178685822,4.2442059637362695,4.182472285245943,4.22699302700249,4.208538567042142,4.246869525693575
15.0,30754.843721297813,30998.49956239961,30566.848715936416,4.201849793744872,4.2363013015153665,4.168742798522459,4.3183637008757785,4.297769926933382,4.340656651809731
16.0,31585.61160655703,31844.973120827348,31373.543203937817,4.191767579845926,4.228953321186776,4.155209176923508,4.402651379855595,4.379885784821929,4.427270972954876
17.0,32362.72731590191,32640.053892559,32120.64416304836,4.182171020839585,4.222082204204031,4.141861627325319,4.480642226585734,4.455849587963975,4.507578247378736
18.0,33089.701339280124,33385.5742034366,32812.411412589485,4.172878741303433,4.21554029855296,4.1286869295624635,4.553156550123806,4.52635518547112,4.58228241779715
19.0,33769.64874346766,34088.97953815338,33451.99722667156,4.163871124793182,4.209410167540542,4.115618536160612,4.6207508259498855,4.592078777157523,4.651995605576312
20.0,34407.507791522876,34753.60929401731,34042.19269513773,4.155134942638317,4.203643525753709,4.102619396181475,4.684002087410951,4.653539963385797,4.7172150016343135
